accession	url	title	projectDescription	species	tissues	ptms	instrumentNames	projectTags	experimentTypes	quantificationMethods	keywords	dataProcessingProtocol	submissionDate	references
PXD008354	https://www.ebi.ac.uk/pride/ws/archive/project/PXD008354	The Proteomic Landscape in the Vitreous of Patients With Age-Related and Diabetic Retinal Disease	In contrast to neovascular age-related macular degeneration (nAMD), no treatment option exists for dry AMD. The identification of specific biomarkers is required to facilitate diagnosis and therapy of dry AMD. We thus measured the proteome of 34 vitreous humor samples (dry AMD: n = 6, nAMD: n = 10, PDR: n = 9, ERM: n = 9). Samples were immunodepleted for high abundant blood proteins and analyzed by LC-MS/MS with a shotgun approach. Data from dry AMD, nAMD and PDR were compared to the ERM patient group, which was used as reference group. A bioinformatic pipeline was used for label-free relative quantification of proteins and to perform cluster analysis, gene ontology classification and gene set enrichment analysis. A selection of differentially regulated proteins was validated by ELISA.  A total of 677 proteins were identified and relatively quantified in the four patient groups. Different clusters of regulated proteins for each patient group were identified and showed characteristic enrichment of specific pathways, like �oxidative stress� for dry AMD, �focal adhesion� for nAMD and �complement and coagulation cascade� for PDR patients. We�ve identified CHLE to be specifically upregulated in dry AMD and RNAS1 together with CPVL to be upregulated in both forms of AMD. The description of pathways specific for the different patient groups and the identification of differentially regulated proteins provide a first step towards the definition of biomarkers for dry AMD. To validate these data and to unravel the mechanistic connection of identified proteins to dry AMD, larger patient cohorts need to be investigated.	"[""Homo sapiens (Human)""]"	"[""vitreous humor""]"	"[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""},{""ptm"":""acetylated residue"",""UNIMOD"":""1""}]"	"[""Orbitrap Fusion""]"	"[""Biomedical""]"	"[""Shotgun proteomics""]"	"[""MS1 intensity based label-free quantification method""]"	human, vitreous humor, age-related macular degeneration, dry AMD, neovascular AMD, nAMD, PDR, proliferative diabetic retinopathy, ERM, epiretinal membrane, vitreous proteome, biomarker	ProgenesisQI for proteomics software (v3.0.5995, Nonlinear Dynamics Ltd., Tyne, UK) was used for MS1 intensity based label-free relative quantification by direct import of �Thermo.raw� files. The feature maps of all samples were aligned to the measurement of a representative pool of 4 samples per patient group. Peptides with a charge state of 2+ to 5+ were used for quantification. From each Progenesis peptide ion the top five tandem mass spectra were exported using charge deconvolution and deisotoping option at a maximum number of 200 peaks per MS2. The Mascot generic file (.mgf) was searched with Mascot Server v. 2.5.1 (www.matrixscience.com; Matrix Science; London; U.K) using the following search parameters:maximum missed cleavages: 2; peptide mass tolerance: 10 ppm (# 13C = 1); and fragment ion tolerance: 0.5 Da. Carbamidomethyl on Cystein was specified as fixed, whereas oxidation on Methionine and acetylation at protein N-terminus were specified as variable modifications. Searches were performed against the human protein database (Taxonomy ID: 9606) from UniProt (59�783 entries; downloaded at: 02.09.2016) concatenated to a decoy (reversed) database and 260 known mass spectrometry contaminants. A target-decoy approach was used to estimated the false-discovery levels.4 Peptide and protein assignments were filtered for peptide identification with maximally 5 % FDR and protein identification with less than 10 % protein FDR by Scaffold (Vers. 4.8.3; Proteome Software; Portland, Oregon, USA). The Scaffold spectrum report was exported and loaded into ProgenesisQI. Decoy hits and proteins with single peptide assignment were excluded from further analysis. For protein quantification the normalized abundance of all non-conflicting peptide ions of the same protein group were summed together individually for each sample to generate the normalized quantitative protein abundance. Dry AND, nAMD and PDR patient groups were relatively quantified to the ERM patient group. Fold changes (FC) were calculated and statistical significance was determined by parametric t-test (ANOVA) on the hyperbolic arcsine transformed normalized protein abundance. A protein was defined to be significantly differentially regulated if it reached a |log2(FC)| > 0.58 with a p-value < 0.05.	4/12/2017	"[[""DOI:10.1167/iovs.18-24122"",""PMID:30025106""],[""DOI:10.1167/IOVS.18-24122"",""PMID:0""]]"
PXD009300	https://www.ebi.ac.uk/pride/ws/archive/project/PXD009300	Proteomic Distinction of Renal Oncocytomas and Eosinophilic Chromophobe Renal Cell Carcinomas	Background Renal oncocytomas (ROs) are benign epithelial tumors of the kidney that may progress into malignant chromophobe renal cell carcinoma (chRCCs), with the latter constituting 5 � 7 % of renal neoplasias. ROs and chRCCs show pronounced molecular and histological similarities, which renders their differentiation demanding. We aimed for the differential proteome profiling of ROs and chRCCs in order to better understand distinguishing protein patterns.   Methods We employed formalin-fixed, paraffin-embedded samples (six RO cases, six chRCC cases) together with isotopic triplex dimethylation and a pooled reference standard to enable cohort-wide quantitative comparison. For lysosomal-associated membrane protein 1 (LAMP1) and integrin alpha-V (ITGAV) we performed corroborative immunohistochemistry (IHC) in an extended cohort of 42 RO cases and 31 chRCC cases lacking any overlap with the smaller proteomic cohort.  Results: At 1 % false discovery rate, we identified > 3900 proteins, of which >2400 proteins were consistently quantified in at least four RO and four chRCC cases. The proteomic expression profiling discriminated ROs and chRCCs and highlighted established features such as accumulation of mitochondrial proteins in ROs together with emphasizing the accumulation of endo-lysosomal proteins in chRCCs. In line with the proteomic data, IHC showed enrichment of LAMP1 in chRCC and of ITGAV in RO.   Conclusion We present one of the first differential proteome profiling studies on ROs and chRCCs and highlight differential abundance of LAMP1 and ITGAV in these renal tumors.	"[""Homo sapiens (Human)""]"	"[""kidney""]"	"[{""ptm"":""No PTMs are included in the dataset""}]"	"[""Q Exactive""]"	"[""Biomedical""]"	"[""Shotgun proteomics""]"		renal cell tumors formalin-fixation, paraffin embedment proteomics immunohistochemistry	MS data were analyzed by MaxQuant version 1.5.28 [23] as described previously [19]. Proteins were only further considered if they were identified and quantified in at least four RO samples and four chRCC samples. Due to this strict requirement, we also included proteins that were identified and quantified by single peptides in individual samples. Files obtained by MaxQuant were further processed using RStudio v.0.99.446 (R Foundation for Statistical Computing, Vienna, Austria) as previously described [24]. Reverse and potential contaminants entries were removed. Ratios were log2 transformed, normalized by centering, and a linear model was fitted using the limma package [25].	23/03/2018	"[[""PMID:30087584"",""DOI:10.1186/s12014-018-9200-6""]]"
PXD009716	https://www.ebi.ac.uk/pride/ws/archive/project/PXD009716	glyXtoolMS Example Data Sets -  glyXtoolMS: An Open-Source Pipeline for Semiautomated Analysis of Glycopeptide Mass Spectrometry Data	The data sets of human IgG and human fibrinogen are used as test data for the publication of glyXtoolMS (https://github.com/glyXera/glyXtoolMS). GlyXtoolMS is an open-source analysis software for the (semi)automated targeted analysis of glycopeptide mass spectrometry data using OpenMS/TOPPAS as a framework and pipeline engine. The proteins were selected to show the successful analysis of both N-glycopeptide and O-glycopeptide samples. The samples were measured by nano reversed phase liquid chromatography coupled online to an electrospray ionization orbitrap mass spectrometer (nano RP-LC ESI- OT-MS/MS; LTQ Orbitrap Elite, Thermo Scientific, Waltham, MA, USA) with HCD fragmentation.	"[""Homo sapiens (Human)""]"	"[""blood plasma""]"	"[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""}]"	"[""LTQ Orbitrap Elite""]"	"[""Technical"",""Biological""]"	"[""Shotgun proteomics""]"		human immunoglobulin gamma, human fibrinogen, glyXtoolMS, glycosylation, LTQ Orbitrap Elite	A) Raw data conversion The measured raw data-files have been converted into mzML format using msconvert included in ProteoWizard (Version 3.0.7408). B) FASTA files FASTA files for both proteins were downloaded from uniprot C) Glycan composition database A general database of N-glycan compositions was generated by parsing structures in GlycoCT format from glycomeDB (downloaded from http://www.glycome-db.org/getDownloadPage .action?page=structure_glycoct, date: 2015-12-16). To distinguish N-glycans from O-glycans, the presence of the trimannosyl core structure for N-glycans was required. Afterwards the remaining compositions have been manually assessed for plausibility. D) Analysis with glyXtoolMS glyXtoolMS version 0.1 was used for the analysis, using the TOPPAS workflows contained within this data set. Mass accuracies were set at 0.05 Da for oxonium ion detection , 10 ppm for glycopeptide precursor matching and 30 ppm for fragment ion annotation.	20/09/2018	"[[""DOI:10.1021/acs.analchem.8b02087"",""PMID:30252445""]]"
PXD007873	https://www.ebi.ac.uk/pride/ws/archive/project/PXD007873	TDP-43 in ALS/FTLD studied by a novel aggregate extraction method	Accumulation of abnormally phosphorylated TDP-43 (pTDP-43) is the main pathological finding characterizing affected neurons in most patients with amyotrophic lateral sclerosis (ALS) and frontotemporal lobar degeneration (FTLD). At least four different subtypes of FTLD-TDP have been described, based on the morphology and neuroanatomical distribution of pathological TDP-43 accumulations. To understand the molecular basis of this heterogeneity that correlates with clinical presentations, we developed SarkoSpin, a new method for the biochemical isolation of pathological TDP-43 from complex tissues. Using postmortem samples of 79 patients and controls, we show that SarkoSpin allows the physical separation of pTDP-43 from ~99.8% of total proteins, including the extreme bulk of physiological TDP-43. Pathological TDP-43 extracted from different disease subtypes forms large and buoyant assemblies of distinct densities and 3-dimentional shapes that correlate with specific neuropathological classifications.	"[""Homo sapiens (Human)""]"	"[""brain""]"	"[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""}]"	"[""TripleTOF 5600"",""Q Exactive""]"	"[""Protein Misfolding and Aggregation (B/D-HPP)"",""Biology/Disease-Driven Human Proteome Project (B/D-HPP)"",""Human Proteome Project"",""Biological"",""Biomedical""]"	"[""Shotgun proteomics""]"	"[""Spectrum counting""]"	TDP-43, ALS, FTLD	MGF-peak lists generated from the acquired spectra by ProteinPilot from the TripleTOF runs and .RAW files from the Q Exactive Plus runs were searched against a human Uniprot protein database (68978 sequence) by Sequest HT in Proteome Discoverer 1.4 (Thermo Scientific, San Jose, CA) with enzymatic specificity trypsin, precursor mass tolerance 20 ppm and fragment tolerance 0.1 Da and 0.02 Da for TripleTOF and Q Exactive Plus, respectively. Methionine oxidation and carbamidomethylation of cysteines were set as respectively variable and static modifications. Percolator was used to filter the results to a 1% peptide false discovery rate. Spectral counting was used for quantifying protein differences between samples.	2/10/2017	"[[""DOI:10.1038/s41593-018-0294-y"",""PMID:30559480""]]"
PXD005693	https://www.ebi.ac.uk/pride/ws/archive/project/PXD005693	Biomarkers discovery for Colorectal cancer	Identification of early diagnostic and prognostic biomarkers measurable in liquid biopsies remains a major challenge in oncology today.  OMICs technologies cannot be applied on clinically precious human material as this is required in its integrity for routine pathology investigation. Hence all OMICs discovery today is done on residual and not clinically relevant material. In the study, we present a novel, non-destructive, procedure named EXPEL, which uses rapid, pressure-assisted, interstitial fluid extrusion, allowing for full clinical pathology and OMICs analysis (proteins, metabolites, miRNA and DNA) on the same specimen. To demonstrate this we engage in a simultaneous biomarker discovery and routine diagnostic analysis of human colorectal cancer and liver metastases. Biomarkers discovered with EXPEL methodology can be readily detected in human sera, allowing for unprecedented translation to the clinic. EXPEL method enables for the first time both clinicians and scientist to explore identical, fresh, clinical material regardless of origin and size.	"[""Homo sapiens (Human)""]"	"[""colon""]"	"[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""},{""ptm"":""deamidated residue"",""UNIMOD"":""7""}]"	"[""Q Exactive""]"	"[""Biomedical""]"	"[""Shotgun proteomics""]"	"[""TIC""]"	human, colon cancer, proteomic	Raw MS files were analyzed by MaxQuant Software (version 1.5.2.8, Max Planck Institute of Biochemistry, Martinsried, Germany). MS/MS spectra were searched against Uniprot human database by the Andromeda search engine. Normalization of the data was done using LFQ algorithm. Carbamidomethyl (C) was set as a fixed modification, while oxidation of methionine and deglycosylation of Asn in Asp residues were used as variable modifications for all searches. Detection of minimum two peptides was required for protein identification. The false discovery rate (FDR) was set to 0.01 on the protein and on the peptide levels. The main search tolerance was set at 5 ppm (10 ppm for MS/MS).	12/01/2017	"[[""DOI:10.18632/oncotarget.24366"",""PMID:29535834""]]"
PXD007231	https://www.ebi.ac.uk/pride/ws/archive/project/PXD007231	Stable isotope dynamic labelling of secretomes C4PR_LIV	We improve on currently-available resources by describing a mass spectrometry (MS)-based strategy using stable isotope dynamic labelling of secretomes (SIDLS) that discriminates between authentic secretory proteins and intracellular proteins within the secretome of cultured cells. By monitoring the rate of incorporation of labelled amino acids into newly synthesised proteins as they appear in the media, we can differentiate those proteins that have been destined for secretion, and exhibit rapid labelling, from those with low rates of labelling or low turnover relative to the growth rate of the cells which is a feature of intracellular proteins.	"[""Homo sapiens (Human)""]"	"[""esophagus""]"	"[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""}]"	"[""Q Exactive""]"	"[""Technical"",""Biomedical""]"	"[""Shotgun proteomics""]"	"[""SILAC""]"	Human Cancer Cells Secretome Dynamic Labelling	Acquired MS data were searched and analysed using Andromeda and MaxQuant 1.5.8.3 against a reviewed human UniProt protein database (date: 07/12/2015), using the default settings; briefly: the minimum required peptide length was seven amino acids long and a single missed cleavage was allowed. Cysteine carbamidomethylation was set as a fixed modification and methionine oxidation was allowed as a variable modification. The initial precursor and fragment ion maximum mass deviations were set to 20 ppm and 0.5 Da, respectively. Peptide and protein false discovery rates (FDRs) were set to 1%, the �requant� function activated and �match between runs� enabled with the default parameters. For each peptide which passed a 1% FDR threshold in the Andromeda search, the relative isotope abundance (RIA) was calculated at each time-point if available in the MS data. We applied a set of stringent criteria in order to produce high quality data-sets for each cell-line analysed. First, the RIA data for at least 3 time-points were considered necessary for determination of the labelling trajectory. As the protein content of the secretome increases with time, we only analysed peptides where we had RIA data at both 6 h and 24 h post exchange of DMEM. We only focussed on peptides that had been identified and quantified, allowing RIA calculation, at > 1 time-point in the labelling trajectory, too, so that we were effectively tracking their RIA behaviour over time. Peptides for which we obtained evidence at a single time-point, were rejected, even if they yielded informative RIA data for the kinetic behaviour of the parent protein in the system). Peptides were also rejected from further analysis if they showed impossible behaviour in this experimental system, for example, their calculated RIA 30 min after media exchange was > that after 24 h. To assess changes in the abundance of proteins identified from the 1% FDR Andromeda searches, we summed the peptide intensity reported by MaxQuant of labelled (heavy) and unlabelled (light) features to obtain a surrogate label-free quantification value. All mathematical modelling and data visualisations were carried out using R (v3.5.0) and ggplot2 (v2.0.0).	8/10/2019	"[[""DOI:10.1074/mcp.TIR117.000516"",""PMID:29915148""]]"
PXD008992	https://www.ebi.ac.uk/pride/ws/archive/project/PXD008992	Characterization of the small intestinal lesion in celiac disease by label-free quantitative mass spectrometry	This study describes a comparison of global proteome expression in small intestinal tissue collected from celiac disease patients at different stages of disease. We have analyzed sections from FFPE biopsy blocks and identified more than 4500 protein without sample pre-fractionation. We have compared protein expression in two sample cohorts that were chosen retrospectively from patients participating in research protocols at our facility. First we compared biopsies from 10 patients collected at the time of diagnoses (untreated CD) with biopsies collected 1 year later following gluten free diet (treated CD). We observed overall good agreement between differential expression of proteins and histological changes that occur in the intestine. We identified biological pathways that are known to operate in the disease lesion. We also observed a strong signal for neutrophil infiltration. By use of a dedicated immunoglobulin variable gene family database we found that differential expression of IGHV5-51 distinguished our untreated from treated CD patients. We also compared protein expression in 4 treated CD patients that developed histological changes in the small intestine in response to a 3 day gluten challenge. Although these patients develop an intestinal lesion resembling the lesion observed in untreated patients, we observed differential expression of proteins involved in acute tissue remodeling that were not seen when we compared UCD to TCD samples. Our study presents a proof-of-concept to demonstrate that analysis of material from FFPE tissue block material can provide a comprehensive overview of many disease processes that occur in the celiac small intestine. Changes in protein expression will reveal information on disease state that may not be observed by histological evaluation	"[""Homo sapiens (Human)""]"	"[""small intestine""]"	"[{""ptm"":""2-pyrrolidone-5-carboxylic acid (Glu)"",""UNIMOD"":""27#E""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""},{""ptm"":""deamidated residue"",""UNIMOD"":""7""},{""ptm"":""2-pyrrolidone-5-carboxylic acid (Gln)"",""UNIMOD"":""28#Q""}]"	"[""Q Exactive""]"	"[""Biomedical""]"	"[""Shotgun proteomics""]"	"[""MS1 intensity based label-free quantification method""]"	celiac disease, human, small intestine, FFPE, shot-gun proteomics, label-free quantification	The LC-MS/MS data were analyzed with the software MaxQuant version 1.5.1.2 using Andromeda to search against the UniProtKB FASTA database for the human proteome (85,915 entries including isoforms and canonical sequences, downloaded from www.UniProt.org, October 2014) in addition to a FASTA database of spiked in proteins for patients P1-P10. Samples from patient P1-P10 were also searched against a FASTA database generated from amino acid sequences of human Ig families obtained from the International ImMunoGeneTics Information System (IMGT) database in addition to the database for spiked-in proteins. In all searches the digestion enzyme specificity was set as Trypsin with no proline restriction, and the following variable modifications: deamidation (NQ), oxidation (M), acetylation (protein N-term), Gln-pyro (Q), and pyro-Glu (E). Mass error tolerance for MS scans was first searched with an error window of 20 ppm and then with a main search error of 6 ppm. Mass tolerance for MS/MS scans was set to 20 ppm. Minimal unique peptides were set to 1 and a false discovery rate of 0.01 was used in all instances. For identification, �match between runs� was enabled, and quantification was done using the MaxQuant label free quantification algorithm with a minimum ratio count of one.	20/02/2018	"[[""DOI:10.1016/j.ajpath.2018.03.017"",""PMID:29684362""]]"
PXD009393	https://www.ebi.ac.uk/pride/ws/archive/project/PXD009393	Proteome analysis of microvessels from CADASIL patients	CADASIL, the most frequent and intensely studied monogenic SVD, is characterized by a severe pathology in the cerebral vasculature including the mutation-induced aggregation of the Notch3 extracellular domain (Notch3ECD) and the formation of protein deposits of insufficiently determined composition in the extracellular space of vessel walls. To advance our understanding of protein accumulation in CADASIL-affected tissue, we quantitatively determined the proteome of cerebral vessels isolated from patient and control autopsy samples (n = 6 for each group), obtaining 95 proteins with significantly increased abundance.	"[""Homo sapiens (Human)""]"	"[""microvessel""]"	"[{""ptm"":""iodoacetamide derivatized residue"",""UNIMOD"":""4""},{""ptm"":""monohydroxylated residue"",""UNIMOD"":""35""},{""ptm"":""acetylated residue"",""UNIMOD"":""1""}]"	"[""Q Exactive""]"	"[""Biological""]"	"[""Shotgun proteomics""]"	"[""MS1 intensity based label-free quantification method""]"	human, microvessels, CADASIL, small vessel disease	The data were analyzed with the Maxquant software version 1.5.4.1 and searched against a reviewed canonical FASTA database of Homo sapiens (UniProt, download: July 11th 2016, 20203 entries). Two missed trypsin cleavages were allowed for the database search. Oxidation of methionine and N-terminal acetylation were set as variable, carbamidomethylation of cysteine as static modifications. The option first search was used to recalibrate the peptide masses within a window of 20 ppm. For the main search peptide and peptide fragment mass tolerances were set to 4.5 and 20 ppm, respectively. The false discovery rate (FDR) for both peptides and proteins was adjusted to less than 1% using a target and decoy (reversed sequences) search strategy. Label free quantification (LFQ) of proteins required at least two ratio counts of unique peptides.	4/04/2018	"[[""PMID:29725820"",""DOI:10.1007/s00401-018-1853-8""]]"
PXD008568	https://www.ebi.ac.uk/pride/ws/archive/project/PXD008568	Human plasma LC-MSMS -  Altered plasma proteins released from platelets and endothelial cells are associated with human patent ductus arteriosus	Patent ductus arteriosus (PDA) is the third most common congenital heart disease and resulted from the persistence of ductal patency after birth. Ductus arteriosus closure involves functional and structural remodeling, controlled by many factors. The closure-related human plasma proteins are unknown. Here we for the first time demonstrate six key differential plasma proteins in the human PDA patients using proteomic technology and present a model to illustrate the constriction and closure of ductus arteriosus. We found that permanent closure might be regulated by the proteins related to platelet activation and coagulation cascades, complement mannan-binding-lectin, and other systemic signaling pathways. Our findings indicate that the differential proteins involved in these pathways may play key roles in the non-closure of the ductus arteriosus and may be developed as biomarkers for diagnosis. All those findings may be served as the basis of understanding the etiology and pathogenesis of PDA.	"[""Homo sapiens (Human)""]"	"[""blood plasma""]"	"[{""ptm"":""iTRAQ8plex-116 reporter+balance reagent acylated residue""}]"	"[""Q Exactive""]"	"[""Biomedical""]"	"[""Top-down proteomics""]"		Human,Patent ductus arteriosus, Plasma, Proteomics,LC-MSMS	Protein identification was performed by using Mascot search engine (Matrix Science, London, UK; version 2.3.0) against Uniprot-Human Database containing 216686 sequences.  Proteins identified as showing expression changes were tested for conformity to the following conditions: 1) a false discovery rate < 1% (false discovery rate was estimated by �decoy database searching� using the Proteome Discoverer 1.3); and 2) protein confidence > 99% (�unused ProtScore� > 2).  Unused ProtScore is defined as -log (1-% confidence/100).  Proteins fulfilling these criteria were considered to have �statistical significance�.  Blast2GO software was used to get the proteins GO annotation.  The expect value < 0.001 was used to cut off the Blast result.  And the GO term with Blast2GO�s score ? 30 to be consider.  KEGG was used to identify pathway analysis.  The Fisher exact test was used for the Pathway enrichment.	2/01/2018	"[[""DOI:10.1002/jcp.27433"",""PMID:30480800""]]"
PXD009348	https://www.ebi.ac.uk/pride/ws/archive/project/PXD009348	Plasma proteome profiling reveals global and specific changes of inflammatory and lipid homeostasis markers after bariatric surgery	Obesity-related diseases now affect half of the global population, and bariatric surgery is one of the few interventions with long lasting weight loss and cardio-metabolic effects. Here, we investigated the effect of Roux-en-Y gastric bypass surgery on the plasma proteome, hypothesizing that specific proteins or protein patterns may serve as key mediators and markers of the metabolic response. We performed MS-based proteomics on two longitudinal studies encompassing 47 morbidly obese patients, generating quantitative information on more than 1700 proteins. A global correlation matrix incorporating about 200,000 relationships revealed functional connections between proteins and assigned them to physiological processes. The main classes of significantly altered proteins were markers of systemic inflammation and those involved in lipid metabolism, and our data highlight robust correlative and anti-correlative behavior to each other and to clinical parameters. A group of inflammation-related proteins showed distinct inverse relationships to proteins consistently associated with insulin sensitivity.	"[""Homo sapiens (Human)""]"	"[""blood plasma""]"	"[{""ptm"":""No PTMs are included in the dataset""}]"	"[""Q Exactive""]"	"[""Biomedical""]"	"[""Shotgun proteomics""]"		Biomarker / Diabetes / Mass Spectrometry / Obesity / Plasma Proteome  Profiling / Serum / Gastric Bypass Surgery / Global correlation profiles	MS raw files were analyzed by MaxQuant software (Cox and Mann, 2008) and peptide lists were searched against the human Uniprot FASTA database (version June 2015). A contaminants database by the Andromeda search engine (Cox et al., 2011) with cysteine carbamidomethylation as a fixed modification and N-terminal acetylation and methionine oxidations as variable modifications was used. We set the false discovery rate (FDR) to 0.01 for protein and peptide level with a minimum length of 7 amino acids for peptides and the FDR was determined by searching a reverse database. Enzyme specificity was set as C-terminal to arginine and lysine as expected using trypsin and LysC as proteases, and a maximum of two missed cleavages were allowed. Peptide identification was performed with an initial precursor mass deviation up to 7 ppm and a fragment mass deviation of 20 ppm. The ‘match between run algorithm’ in the MaxQuant quantification (Nagaraj et al., 2012) was performed after constructing a matching library consistent of depleted and all the undepleted plasma samples from the weight loss study. All proteins and peptides matching to the reversed database were filtered out. Label-free protein quantitation (LFQ) was performed with a minimum ratio count of 1 (Cox et al., 2014).	28/03/2018	"[[""DOI:10.1016/j.cels.2018.10.012"",""PMID:30528273""]]"
PXD009917	https://www.ebi.ac.uk/pride/ws/archive/project/PXD009917	A549 CD38 phosphoproteomics analysis	A549 CD38 overexpression cells phosphoproteomics analysis	"[""Homo sapiens (Human)""]"	"[""lung""]"	"[{""ptm"":""phosphorylated residue"",""UNIMOD"":""21""}]"	"[""LTQ Orbitrap""]"		"[""Shotgun proteomics""]"	"[""SILAC""]"	A549, CD38, phosphoproteomics analysis	The search criteria were: full tryptic specificity was required; two missed cleavage sites were allowed; oxidation of methionine, 13C(6)15N(2) at lysine, 13C(6) at arginine, deamidation at asparagine and glutamine, phosphorylation at serine, threonine and tyrosine were set as variable modifications; carbamidomethylation of cysteine was set as the fixed modification; and precursor ion mass tolerance was set at 20 ppm for all MS and 20 mmu for all MS2 spectra. Peptide false discovery rate (FDR) was estimated using the percolator function provided by Proteome Discoverer, with a cutoff score of 1% based on decoy database searching.	25/05/2018	"[[""DOI:10.1074/mcp.ra118.000882"",""PMID:29980616""]]"
PXD007975	https://www.ebi.ac.uk/pride/ws/archive/project/PXD007975	Quantitative Proteomic Analysis of Plasma Samples from Chronic Hepatitis B and Chronic Liver Failure Patients for Biomarker Discovery	Hepatitis B virus (HBV)-associated acute on chronic liver failure (HBV-ACLF), characterized by an acute deterioration of liver function in the patients with chronic hepatitis B (CHB), is lack of predicting biomarkers for prognosis. To explore potential biomarkers of HBV-ACLF for clinical applications, immuno-depletion of high-abundance plasma proteins followed by iTRAQ-based quantitative proteomic approach was employed to analyze plasma samples from 20 healthy control people, 20 CHB patients and 20 HBV-ACLF patients, respectively. As a result, a total of 427 proteins were identified and quantified from these samples, and 42 proteins were differentially expressed in HBV-ACLF patients as compared to both CHB patients and healthy controls. According to bioinformatics analysis results, 6 proteins related to immune response (MMR), inflammatory response (OPN, HPX), blood coagulation (ATIII) and lipid metabolism (APO-CII, GP73) were selected as biomarker candidates. Further ELISA analysis confirmed the significant up-regulation of GP73, MMR, OPN and down-regulation of ATIII, HPX, APO-CII in HBV-ACLF plasma samples (p<0.01). Moreover, receiver operating characteristic (ROC) curve analysis revealed high diagnostic value of these candidates in assessing HBV-ACLF. In conclusion, present quantitative proteomic study identified 6 novel HBV-ACLF biomarker candidates and might provide fundamental information for development of HBV-ACLF biomarker.	"[""Homo sapiens (Human)""]"	"[""blood plasma""]"	"[{""ptm"":""No PTMs are included in the dataset""}]"	"[""LTQ Orbitrap Elite""]"	"[""Biomedical""]"	"[""Shotgun proteomics""]"	"[""iTRAQ""]"	HBV-ACLF, CHB, iTRAQ, proteomics, biomarker.	Data were processed by search against the UniProt/SwissProt Human database (IPI.human.v3.87) using Maxquant (version 1.5.1.0), with default settings including the allowance of one missed cleavage and 8-plex iTRAQ fixed modifications. Minimum 7 amino acids for peptide, >2 peptides were required per protein. For peptide and protein identification, false discovery rate (FDR) was set to 1%. iTRAQ reporter ion intensity were used for quantification. By setting the median of intensity for each channel to equal and matching the distributions of each treatment iTRAQ reporter group (114, 115, 116, 118, 119 and 121) to those of the control iTRAQ reporter group (113, which corresponded to the mixture sample), we able to make consistent comparisons across different samples obtained from different iTRAQ 8-plex experiments. The ratio can be restored to the intensity by multiplying the median of intensity value for channel 113.	16/10/2017	"[[""DOI:10.3389/fphys.2017.01009"",""PMID:29270132""]]"
