PXD;RAW;Useable;cell_line;disease;tissue_type;treatment;sub_cell
PXD009444;20160616_JD_D8S4_3_IIIneu.raw;no;;;;;
PXD009444;20170103_JD_HeLa_SILAC_D4S8_1_2400V.raw;no;;;;;
PXD009444;20170103_JD_HeLa_SILAC_D4S8_2.raw;no;;;;;
PXD009444;20170103_JD_HeLa_SILAC_D4S8_3.raw;no;;;;;
PXD009444;20170103_JD_HeLa_SILAC_D8S4_1.raw;no;;;;;
PXD009444;20170103_JD_HeLa_SILAC_D8S4_2.raw;no;;;;;
PXD009444;20170103_JD_HeLa_SILAC_D8S4_3.raw;no;;;;;
PXD009444;20170329_JD_SILAC_SHSY5Y_D4S8_1.raw;no;;;;;
PXD009444;20170329_JD_SILAC_SHSY5Y_D4S8_2.raw;no;;;;;
PXD009444;20170329_JD_SILAC_SHSY5Y_D4S8_3.raw;no;;;;;
PXD009444;20170329_JD_SILAC_SHSY5Y_D8S4_1.raw;no;;;;;
PXD009444;20170329_JD_SILAC_SHSY5Y_D8S4_2.raw;no;;;;;
PXD009444;20170329_JD_SILAC_SHSY5Y_D8S4_3.raw;no;;;;;
PXD009444;20180315_JD_H2O2_0mM1.raw;no;;;;;
PXD009444;20180315_JD_H2O2_0mM2.raw;no;;;;;
PXD009444;20180315_JD_H2O2_0mM3.raw;no;;;;;
PXD009444;20180315_JD_H2O2_2mM1.raw;no;;;;;
PXD009444;20180315_JD_H2O2_2mM2.raw;no;;;;;
PXD009444;20180315_JD_H2O2_2mM3.raw;no;;;;;
PXD009444;20180329_JD_H2O2_1mM1.raw;no;;;;;
PXD009444;20180329_JD_H2O2_1mM2.raw;no;;;;;
PXD009444;20180329_JD_H2O2_1mM3.raw;no;;;;;
;;;;;;;
PXD003252;A2780-1.raw;yes;A2780;adenocarcinoma;ovary;;
PXD003252;A2780-2.raw;yes;A2780;adenocarcinoma;ovary;;
PXD003252;A2780-DR control-1.raw;yes;A2780;adenocarcinoma;ovary;;A2780-DR
PXD003252;A2780-DR control-2.raw;yes;A2780;adenocarcinoma;ovary;;A2780-DR
PXD003252;A2780-DR H19si-1.raw;yes;A2780;adenocarcinoma;ovary;;A2780-DR H19KO
PXD003252;A2780-DR H19si-2.raw;yes;A2780;adenocarcinoma;ovary;;A2780-DR H19KO
PXD003252;A2780-DR-1.raw;yes;A2780;adenocarcinoma;ovary;;A2780-DR
PXD003252;A2780-DR-2.raw;yes;A2780;adenocarcinoma;ovary;;A2780-DR
;;;;;;;
PXD000447;SPHPP_CIC_RAMOS_OT_GEL_R1_9_15.RAW;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIB_RAMOS_OTV_GEL_R1_1_15.raw;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIB_RAMOS_OTV_GEL_R1_10_15.raw;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIB_RAMOS_OTV_GEL_R1_11_15.raw;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIB_RAMOS_OTV_GEL_R1_12_15.raw;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIB_RAMOS_OTV_GEL_R1_13_15.raw;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIB_RAMOS_OTV_GEL_R1_14_15.raw;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIB_RAMOS_OTV_GEL_R1_15_15.raw;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIB_RAMOS_OTV_GEL_R1_2_15.raw;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIB_RAMOS_OTV_GEL_R1_3_15.raw;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIB_RAMOS_OTV_GEL_R1_4_15.raw;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIB_RAMOS_OTV_GEL_R1_5_15.raw;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIB_RAMOS_OTV_GEL_R1_6_15.raw;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIB_RAMOS_OTV_GEL_R1_7_15.raw;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIB_RAMOS_OTV_GEL_R1_8_15.raw;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIB_RAMOS_OTV_GEL_R1_9_15.raw;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIC_RAMOS_OT_GEL_R1_1_15.RAW;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIC_RAMOS_OT_GEL_R1_10_15.RAW;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIC_RAMOS_OT_GEL_R1_11_15.RAW;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIC_RAMOS_OT_GEL_R1_12_15.RAW;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIC_RAMOS_OT_GEL_R1_13_15.RAW;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIC_RAMOS_OT_GEL_R1_14_15.RAW;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIC_RAMOS_OT_GEL_R1_15_15.RAW;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIC_RAMOS_OT_GEL_R1_2_15.RAW;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIC_RAMOS_OT_GEL_R1_3_15.RAW;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIC_RAMOS_OT_GEL_R1_4_15.RAW;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIC_RAMOS_OT_GEL_R1_5_15.RAW;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIC_RAMOS_OT_GEL_R1_6_15.RAW;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIC_RAMOS_OT_GEL_R1_7_15.RAW;yes;Ramos;Burkitt-lymphoma;blood;;
PXD000447;SPHPP_CIC_RAMOS_OT_GEL_R1_8_15.RAW;yes;Ramos;Burkitt-lymphoma;blood;;
;;;;;;;
PXD003587;FUS02205_iTMT_1_R1.raw;no;HepG2;hepatoblastoma;liver;;HepG2/C3A
PXD003587;FUS02206_iTMT_2_R1.raw;no;HepG2;hepatoblastoma;liver;;HepG2/C3A
PXD003587;FUS02207_iTMT_3_R1.raw;no;HepG2;hepatoblastoma;liver;;HepG2/C3A
PXD003587;FUS02210_iTMT_1_R2.raw;no;HepG2;hepatoblastoma;liver;;HepG2/C3A
PXD003587;FUS02211_iTMT_2_R2.raw;no;HepG2;hepatoblastoma;liver;;HepG2/C3A
PXD003587;FUS02212_iTMT_3_R2.raw;no;HepG2;hepatoblastoma;liver;;HepG2/C3A
PXD003587;FUS02231_C_1.raw;yes;HepG2;hepatoblastoma;liver;;HepG2/C3A
PXD003587;FUS02232_C_2.raw;yes;HepG2;hepatoblastoma;liver;;HepG2/C3A
PXD003587;FUS02233_C_3.raw;yes;HepG2;hepatoblastoma;liver;;HepG2/C3A
PXD003587;FUS02234_APAP_1.raw;yes;HepG2;hepatoblastoma;liver;acetaminophen;HepG2/C3A
PXD003587;FUS02235_APAP_2.raw;yes;HepG2;hepatoblastoma;liver;acetaminophen;HepG2/C3A
PXD003587;FUS02236_APAP_3.raw;yes;HepG2;hepatoblastoma;liver;acetaminophen;HepG2/C3A
;;;;;;;
PXD007543;20170210_MCF7_LysC_Null_1a.raw;yes;MCF7;adenocarcinoma;breast;;MCF7-CDH1 KO
PXD007543;20170210_MCF7_LysC_Null_1b.raw;yes;MCF7;adenocarcinoma;breast;;MCF7-CDH1 KO
PXD007543;20170210_MCF7_LysC_Null_2a.raw;yes;MCF7;adenocarcinoma;breast;;MCF7-CDH1 KO
PXD007543;20170210_MCF7_LysC_Null_2b.raw;yes;MCF7;adenocarcinoma;breast;;MCF7-CDH1 KO
PXD007543;20170210_MCF7_LysC_Null_3a.raw;yes;MCF7;adenocarcinoma;breast;;MCF7-CDH1 KO
PXD007543;20170210_MCF7_LysC_Null_3b.raw;yes;MCF7;adenocarcinoma;breast;;MCF7-CDH1 KO
PXD007543;20170210_MCF7_LysC_WT_1a.raw;yes;MCF7;adenocarcinoma;breast;;
PXD007543;20170210_MCF7_LysC_WT_1b.raw;yes;MCF7;adenocarcinoma;breast;;
PXD007543;20170210_MCF7_LysC_WT_2a.raw;yes;MCF7;adenocarcinoma;breast;;
PXD007543;20170210_MCF7_LysC_WT_2b.raw;yes;MCF7;adenocarcinoma;breast;;
PXD007543;20170210_MCF7_LysC_WT_3a.raw;yes;MCF7;adenocarcinoma;breast;;
PXD007543;20170210_MCF7_LysC_WT_3b.raw;yes;MCF7;adenocarcinoma;breast;;
PXD007543;20170210_MCF7_Trypsin_Null_1a.raw;yes;MCF7;adenocarcinoma;breast;;MCF7-CDH1 KO
PXD007543;20170210_MCF7_Trypsin_Null_1b.raw;yes;MCF7;adenocarcinoma;breast;;MCF7-CDH1 KO
PXD007543;20170210_MCF7_Trypsin_Null_2a.raw;yes;MCF7;adenocarcinoma;breast;;MCF7-CDH1 KO
PXD007543;20170210_MCF7_Trypsin_Null_2b.raw;yes;MCF7;adenocarcinoma;breast;;MCF7-CDH1 KO
PXD007543;20170210_MCF7_Trypsin_Null_3a.raw;yes;MCF7;adenocarcinoma;breast;;MCF7-CDH1 KO
PXD007543;20170210_MCF7_Trypsin_Null_3b.raw;yes;MCF7;adenocarcinoma;breast;;MCF7-CDH1 KO
PXD007543;20170210_MCF7_Trypsin_WT_1a.raw;yes;MCF7;adenocarcinoma;breast;;
PXD007543;20170210_MCF7_Trypsin_WT_1b.raw;yes;MCF7;adenocarcinoma;breast;;
PXD007543;20170210_MCF7_Trypsin_WT_2a.raw;yes;MCF7;adenocarcinoma;breast;;
PXD007543;20170210_MCF7_Trypsin_WT_2b.raw;yes;MCF7;adenocarcinoma;breast;;
PXD007543;20170210_MCF7_Trypsin_WT_3a.raw;yes;MCF7;adenocarcinoma;breast;;
PXD007543;20170210_MCF7_Trypsin_WT_3b.raw;yes;MCF7;adenocarcinoma;breast;;
;;;;;;;
PXD008693;EOT12-1010.raw;yes;HEK293;adenocarcinoma;breast;;HEK293-L10a
PXD008693;EOT12-1011.raw;yes;HEK293;adenocarcinoma;breast;;HEK293-L10a
PXD008693;EOT12-1012.raw;yes;HEK293;adenocarcinoma;breast;;HEK293-L10a
PXD008693;EOT12-1013.raw;yes;HEK293;adenocarcinoma;breast;;HEK293-L10a
PXD008693;EOT12-1014.raw;yes;HEK293;adenocarcinoma;breast;;HEK293-L10a
PXD008693;EOT12-1015.raw;yes;HEK293;adenocarcinoma;breast;;HEK293-L10a
PXD008693;EOT12-1016.raw;yes;HEK293;adenocarcinoma;breast;;HEK293-L10a
PXD008693;EOT12-1017.raw;yes;HEK293;adenocarcinoma;breast;;HEK293-L10a
PXD008693;EOT12-1018.raw;yes;HEK293;adenocarcinoma;breast;;HEK293-L10a
PXD008693;EOT12-1019.raw;yes;HEK293;adenocarcinoma;breast;;HEK293-L10a
PXD008693;EOT12-1020.raw;yes;HEK293;adenocarcinoma;breast;;HEK293-L10a
PXD008693;EOT12-1021.raw;yes;HEK293;adenocarcinoma;breast;;HEK293-L10a
PXD008693;EOT12-1022.raw;yes;HEK293;adenocarcinoma;breast;;HEK293-L10a
PXD008693;EOT12-1023.raw;yes;HEK293;adenocarcinoma;breast;;HEK293-L10a
PXD008693;EOT12-1024.raw;yes;HEK293;adenocarcinoma;breast;;HEK293-L10a
PXD008693;EOT12-1025.raw;yes;HEK293;adenocarcinoma;breast;;HEK293-L10a
;;;;;;;
PXD000157;A10-07080.raw;yes;U2OS;osteosarcoma;bone;;
PXD000157;A10-07081.raw;yes;U2OS;osteosarcoma;bone;;
PXD000157;A10-07082.raw;yes;U2OS;osteosarcoma;bone;;
PXD000157;A10-07083.raw;yes;U2OS;osteosarcoma;bone;;
PXD000157;A10-07085.raw;yes;U2OS;osteosarcoma;bone;;
PXD000157;A10-07086.raw;yes;U2OS;osteosarcoma;bone;;
PXD000157;A10-07087.raw;yes;U2OS;osteosarcoma;bone;;
PXD000157;A10-07088.raw;yes;U2OS;osteosarcoma;bone;;
PXD000157;A10-07090.raw;yes;U2OS;osteosarcoma;bone;;
PXD000157;A10-07091.raw;yes;U2OS;osteosarcoma;bone;;
PXD000157;A10-07092.raw;yes;U2OS;osteosarcoma;bone;;
PXD000157;A10-07093.raw;yes;U2OS;osteosarcoma;bone;;
PXD000157;A10-07095.raw;yes;U2OS;osteosarcoma;bone;;
PXD000157;A10-07096.raw;yes;U2OS;osteosarcoma;bone;;
PXD000157;A10-07097.raw;yes;U2OS;osteosarcoma;bone;;
PXD000157;A10-07099.raw;yes;U2OS;osteosarcoma;bone;;
PXD000157;A10-07100.raw;yes;U2OS;osteosarcoma;bone;;
PXD000157;A10-07101.raw;yes;U2OS;osteosarcoma;bone;;
;;;;;;;
PXD010256;/;;;;;;
;;;;;;;
PXD000426;V14707_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr5_130610002205.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14708_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr6_130610011337.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14709_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr5_130610020453.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14710_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr6.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14711_PolyASN_test_445_Jurkat_2ul_31-05-2013_LMA0_fr7.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14712_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr8.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14713_PolyASN_test_361_Jurkat_2ul_31-05-2013_LMA0_fr7.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14714_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr8.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14715_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr9.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14716_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr10.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14717_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr9.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14718_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr10.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14719_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr11.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14720_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr12_130610153425.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14721_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr11_130610162550.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14722_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr12.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14723_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr13.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14724_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr14.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14725_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr13.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14726_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr14.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14727_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr15.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14728_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr16.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14729_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr15.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14730_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr16.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14731_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr17.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14732_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr18.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14733_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr17.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14734_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr18.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14735_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr19.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14736_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr20.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14737_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr19.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14738_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr20.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14783_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr2.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14785_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr2.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14786_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr3.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14787_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr4.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14788_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr3.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14789_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr4.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14790_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr1_130617185057.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14791_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr1_130617170822.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14982_PolyASN_test_445_Jurkat__16-06-2013_LMA2_fr1.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14983_PolyASN_test_445_Jurkat__16-06-2013_LMA2_fr2.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14984_PolyASN_test_361_Jurkat__16-06-2013_LMA2_fr1.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14985_PolyASN_test_361_Jurkat__16-06-2013_LMA2_fr2.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14986_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr3.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14987_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr4.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14988_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr3.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14989_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr4.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14990_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr5.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14991_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr6.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14992_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr5.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14993_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr6.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14994_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr7.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14995_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr8.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14996_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr7.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14997_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr8.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14998_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr9.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V14999_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr10.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15000_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr9.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15001_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr10.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15002_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr11.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15003_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr12.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15004_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr11.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15005_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr12.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15006_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr13.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15007_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr14.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15008_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr13.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15009_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr14.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15010_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr15.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15011_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr16.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15012_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr15.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15013_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr16.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15014_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr17.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15015_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr18.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15016_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr17.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15017_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr18.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15018_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr19.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15019_PolyASN_test_445_Jurkat__16-06-2013_LMA5_fr20.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15020_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr19.raw;yes;Jurkat;T-cell leukemia;blood;;
PXD000426;V15021_PolyASN_test_361_Jurkat__16-06-2013_LMA5_fr20.raw;yes;Jurkat;T-cell leukemia;blood;;
;;;;;;;
PXD011580;/;;;;;;
;;;;;;;
PXD007759;P15452_D_ZHI.raw;yes;U87;glioblastoma;brain;;
PXD007759;P15452_D_ZHI_151114034033.raw;yes;U87;glioblastoma;brain;;
PXD007759;P15452_D_ZHI_151114064020.raw;yes;U87;glioblastoma;brain;;
PXD007759;P15452_T_ZHI.raw;yes;U87;glioblastoma;brain;Temozolomide;
PXD007759;P15452_T_ZHI_151113094012.raw;yes;U87;glioblastoma;brain;Temozolomide;
PXD007759;P15452_T_ZHI_151113124048.raw;yes;U87;glioblastoma;brain;Temozolomide;
;;;;;;;
PXD008967;2017_0530_231cells_QCnethod_1.raw;no;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0530_231cells_QCnethod_2.raw;no;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0530_231cells_QCnethod_3.raw;no;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231_Nacl_2h_1.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231_Tris_2h_1.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231_Tris+Nacl_2h_1.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_Fasp_1.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_Fasp_125min_1.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_Fasp_125min_2.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_Fasp_125min_3.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_Fasp_2.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_Fasp_240min_1.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_Fasp_240min_2.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_Fasp_240min_3.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_Fasp_3.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_new_1.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_new_2.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_new_3.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_new_universal_1.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_new_universal_2.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_new_universal_3.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_new_universal_HCD_1.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_new_universal_HCD_2.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_new_universal_HCD_3.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_QCmenthod_240min_1.raw;no;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_QCmenthod_240min_2.raw;no;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_QCmenthod_240min_3.raw;no;MDA-MB-231;adenocarcinoma;breast;;
PXD008967;2017_0602_231cells_Urea_1.raw;yes;MDA-MB-231;adenocarcinoma;breast;;
