assay_id,project_id,filename,cell_id,cell_line,disease,treatment,tissue_type,sub_cell,organ_id,PXD_accession,all_PSM,sign_PSM,peptides,proteins,experiment_type,instrument,pmid,pool_id,ionbot_version
31641,1834,160923_A12_FullProteome2_WT_18_supernatant_DMSO_SCX5,575,SHSY5Y,neuroblastoma,/,brain,/,,PXD010538,104289,18881,6191,1764,FASP,Q-exactive,30368041,10,IONBOT_v0.6.2
31642,1834,160923_A12_FullProteome2_WT_18_supernatant_DMSO_SCX6,575,SHSY5Y,neuroblastoma,/,brain,/,,PXD010538,106252,20412,6997,1638,FASP,Q-exactive,30368041,10,IONBOT_v0.6.2
31643,1834,160923_A12_FullProteome2_WT_2_supernatant_SF_SCX12,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,80511,13094,4096,1463,FASP,Q-exactive,30368041,11,IONBOT_v0.6.2
31644,1834,160923_A12_FullProteome2_WT_2_supernatant_SF_SCX3,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,98646,17986,6150,1742,FASP,Q-exactive,30368041,11,IONBOT_v0.6.2
31645,1834,160923_A12_FullProteome2_WT_2_supernatant_SF_SCX4,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,109634,20773,6675,1686,FASP,Q-exactive,30368041,11,IONBOT_v0.6.2
31646,1834,160923_A12_FullProteome2_WT_2_supernatant_SF_SCX5,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,110431,21673,7088,1764,FASP,Q-exactive,30368041,11,IONBOT_v0.6.2
31647,1834,160923_A12_FullProteome2_WT_2_supernatant_SF_SCX6,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,112191,23138,7606,1671,FASP,Q-exactive,30368041,11,IONBOT_v0.6.2
31648,1834,160923_A12_FullProteome2_WT_3_supernatant_SF_SCX12,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,64981,10201,3457,1329,FASP,Q-exactive,30368041,12,IONBOT_v0.6.2
31649,1834,160923_A12_FullProteome2_WT_3_supernatant_SF_SCX3,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,97698,17609,6049,1745,FASP,Q-exactive,30368041,12,IONBOT_v0.6.2
31650,1834,160923_A12_FullProteome2_WT_3_supernatant_SF_SCX4,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,108183,19738,6452,1687,FASP,Q-exactive,30368041,12,IONBOT_v0.6.2
31651,1834,160923_A12_FullProteome2_WT_3_supernatant_SF_SCX5,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,103538,19522,6335,1705,FASP,Q-exactive,30368041,12,IONBOT_v0.6.2
31652,1834,160923_A12_FullProteome2_WT_3_supernatant_SF_SCX6,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,107868,21918,7054,1673,FASP,Q-exactive,30368041,12,IONBOT_v0.6.2
31653,1834,160923_A12_FullProteome2_WT_4_supernatant_SF_SCX12,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,83924,13111,4034,1447,FASP,Q-exactive,30368041,13,IONBOT_v0.6.2
31654,1834,160923_A12_FullProteome2_WT_4_supernatant_SF_SCX3,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,100947,18171,6408,1755,FASP,Q-exactive,30368041,13,IONBOT_v0.6.2
31655,1834,160923_A12_FullProteome2_WT_4_supernatant_SF_SCX4,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,108212,19794,6483,1674,FASP,Q-exactive,30368041,13,IONBOT_v0.6.2
31656,1834,160923_A12_FullProteome2_WT_4_supernatant_SF_SCX5,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,101931,19330,6326,1677,FASP,Q-exactive,30368041,13,IONBOT_v0.6.2
31657,1834,160923_A12_FullProteome2_WT_4_supernatant_SF_SCX6,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,109430,22483,7182,1638,FASP,Q-exactive,30368041,13,IONBOT_v0.6.2
31658,1834,160923_A12_FullProteome2_WT_5_supernatant_SF_SCX12,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,78359,12791,4212,1527,FASP,Q-exactive,30368041,14,IONBOT_v0.6.2
31659,1834,160923_A12_FullProteome2_WT_5_supernatant_SF_SCX3,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,98559,17950,6076,1754,FASP,Q-exactive,30368041,14,IONBOT_v0.6.2
31660,1834,160923_A12_FullProteome2_WT_5_supernatant_SF_SCX4,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,109722,20486,6672,1724,FASP,Q-exactive,30368041,14,IONBOT_v0.6.2
31661,1834,160923_A12_FullProteome2_WT_5_supernatant_SF_SCX5,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,97059,18347,6011,1721,FASP,Q-exactive,30368041,14,IONBOT_v0.6.2
31662,1834,160923_A12_FullProteome2_WT_5_supernatant_SF_SCX6,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,98525,19688,6868,1574,FASP,Q-exactive,30368041,14,IONBOT_v0.6.2
31663,1834,160923_A12_FullProteome2_WT_6_supernatant_SF_SCX12,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,81761,12517,3913,1432,FASP,Q-exactive,30368041,15,IONBOT_v0.6.2
31664,1834,160923_A12_FullProteome2_WT_6_supernatant_SF_SCX3,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,98545,17452,6094,1801,FASP,Q-exactive,30368041,15,IONBOT_v0.6.2
31665,1834,160923_A12_FullProteome2_WT_6_supernatant_SF_SCX4,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,108951,20606,6704,1738,FASP,Q-exactive,30368041,15,IONBOT_v0.6.2
31666,1834,160923_A12_FullProteome2_WT_6_supernatant_SF_SCX6,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,100670,18976,6274,1816,FASP,Q-exactive,30368041,15,IONBOT_v0.6.2
31667,1834,160923_A12_FullProteome2_WT_6_supernatant_SF_SCX6_161214131311,576,SHSY5Y,neuroblastoma,serum-free starvation,brain,/,,PXD010538,101747,20397,7045,1657,FASP,Q-exactive,30368041,15,IONBOT_v0.6.2
31668,1834,160923_A12_FullProteome2_WT_7_supernatant_Rapa_SCX12,577,SHSY5Y,neuroblastoma,rapamycin,brain,/,,PXD010538,70685,10827,3563,1354,FASP,Q-exactive,30368041,16,IONBOT_v0.6.2
31669,1834,160923_A12_FullProteome2_WT_7_supernatant_Rapa_SCX3,577,SHSY5Y,neuroblastoma,rapamycin,brain,/,,PXD010538,93332,16745,5778,1691,FASP,Q-exactive,30368041,16,IONBOT_v0.6.2
31670,1834,160923_A12_FullProteome2_WT_7_supernatant_Rapa_SCX4,577,SHSY5Y,neuroblastoma,rapamycin,brain,/,,PXD010538,104824,19375,6322,1696,FASP,Q-exactive,30368041,16,IONBOT_v0.6.2
31671,1834,160923_A12_FullProteome2_WT_7_supernatant_Rapa_SCX5,577,SHSY5Y,neuroblastoma,rapamycin,brain,/,,PXD010538,103136,20056,6409,1751,FASP,Q-exactive,30368041,16,IONBOT_v0.6.2
31672,1834,160923_A12_FullProteome2_WT_7_supernatant_Rapa_SCX6,577,SHSY5Y,neuroblastoma,rapamycin,brain,/,,PXD010538,118202,24099,8094,1764,FASP,Q-exactive,30368041,16,IONBOT_v0.6.2
31673,1834,160923_A12_FullProteome2_WT_8_supernatant_Rapa_SCX12,577,SHSY5Y,neuroblastoma,rapamycin,brain,/,,PXD010538,79907,12168,3770,1423,FASP,Q-exactive,30368041,17,IONBOT_v0.6.2
31674,1834,160923_A12_FullProteome2_WT_8_supernatant_Rapa_SCX3,577,SHSY5Y,neuroblastoma,rapamycin,brain,/,,PXD010538,102760,18530,6125,1773,FASP,Q-exactive,30368041,17,IONBOT_v0.6.2
31675,1834,160923_A12_FullProteome2_WT_8_supernatant_Rapa_SCX4,577,SHSY5Y,neuroblastoma,rapamycin,brain,/,,PXD010538,112009,20611,6598,1713,FASP,Q-exactive,30368041,17,IONBOT_v0.6.2
31676,1834,160923_A12_FullProteome2_WT_8_supernatant_Rapa_SCX5,577,SHSY5Y,neuroblastoma,rapamycin,brain,/,,PXD010538,110153,21211,6630,1780,FASP,Q-exactive,30368041,17,IONBOT_v0.6.2
31677,1834,160923_A12_FullProteome2_WT_8_supernatant_Rapa_SCX6,577,SHSY5Y,neuroblastoma,rapamycin,brain,/,,PXD010538,113897,23520,7614,1744,FASP,Q-exactive,30368041,17,IONBOT_v0.6.2
31678,1834,160923_A12_FullProteome2_WT_9_supernatant_Rapa_SCX12,577,SHSY5Y,neuroblastoma,rapamycin,brain,/,,PXD010538,91415,15239,4826,1579,FASP,Q-exactive,30368041,18,IONBOT_v0.6.2
31679,1834,160923_A12_FullProteome2_WT_9_supernatant_Rapa_SCX3,577,SHSY5Y,neuroblastoma,rapamycin,brain,/,,PXD010538,104564,19509,6368,1695,FASP,Q-exactive,30368041,18,IONBOT_v0.6.2
31680,1834,160923_A12_FullProteome2_WT_9_supernatant_Rapa_SCX4,577,SHSY5Y,neuroblastoma,rapamycin,brain,/,,PXD010538,106710,20036,6578,1701,FASP,Q-exactive,30368041,18,IONBOT_v0.6.2
31681,1834,160923_A12_FullProteome2_WT_9_supernatant_Rapa_SCX5,577,SHSY5Y,neuroblastoma,rapamycin,brain,/,,PXD010538,104413,19873,6590,1786,FASP,Q-exactive,30368041,18,IONBOT_v0.6.2
31682,1834,160923_A12_FullProteome2_WT_9_supernatant_Rapa_SCX6,577,SHSY5Y,neuroblastoma,rapamycin,brain,/,,PXD010538,110960,22886,7685,1742,FASP,Q-exactive,30368041,18,IONBOT_v0.6.2
32355,1863,20160107_QEp7_IgPa_MA_Easy12_3_HeLa_01,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004182,366223,61048,19501,2861,in-solution,Q-exactive,27425404,0,IONBOT_v0.7.0
32356,1863,20160114_QEp7_IgPa_MA_Easy12_3_HeLa_02,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004182,373880,61946,19334,2770,in-solution,Q-exactive,27425404,0,IONBOT_v0.7.0
32357,1863,20160117_QEp7_IgPa_MA_Easy12_3_HeLa_03,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004182,368707,60470,19300,2937,in-solution,Q-exactive,27425404,0,IONBOT_v0.7.0
32358,1863,20160127_QEp7_IgPa_MA_Easy12_3_HeLa_04,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004182,374947,60655,19492,2975,in-solution,Q-exactive,27425404,0,IONBOT_v0.7.0
32374,1865,151019_Q_Hela_02_01_1ug_50cm_CID_FT_EasySpray_90min,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004940,174117,25088,8510,2102,in-solution,Orbitrap Fusion Lumos,28266123,0,IONBOT_v0.7.0
32375,1865,151019_Q_Hela_02_02_1ug_50cm_CID_FT_EasySpray_90min,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004940,172098,24797,8496,2075,in-solution,Orbitrap Fusion Lumos,28266123,0,IONBOT_v0.7.0
32376,1865,151019_Q_Hela_02_03_1ug_50cm_CID_FT_EasySpray_90min,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004940,169727,24382,8213,2041,in-solution,Orbitrap Fusion Lumos,28266123,0,IONBOT_v0.7.0
32377,1865,151019_Q_Hela_03_01_1ug_50cm_HCD_FT_EasySpray_90min,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004940,175820,27086,9170,2023,in-solution,Orbitrap Fusion Lumos,28266123,0,IONBOT_v0.7.0
32378,1865,151019_Q_Hela_03_02_1ug_50cm_HCD_FT_EasySpray_90min,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004940,178865,28100,9473,2075,in-solution,Orbitrap Fusion Lumos,28266123,0,IONBOT_v0.7.0
32379,1865,151019_Q_Hela_03_03_1ug_50cm_HCD_FT_EasySpray_90min,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004940,179416,28263,9546,2088,in-solution,Orbitrap Fusion Lumos,28266123,0,IONBOT_v0.7.0
32416,1866,20131226_HeLa_bRP01_120min,578,HeLa,adenocarcinoma,/,cervix,/,,PXD001441,66543,8081,2780,1182,in-solution,Q-exactive,?,1,IONBOT_v0.7.0
32417,1866,20131226_HeLa_bRP02_120min,578,HeLa,adenocarcinoma,/,cervix,/,,PXD001441,110701,15606,5138,1735,in-solution,Q-exactive,?,1,IONBOT_v0.7.0
32418,1866,20131226_HeLa_bRP03_120min,578,HeLa,adenocarcinoma,/,cervix,/,,PXD001441,110751,17137,5605,1809,in-solution,Q-exactive,?,1,IONBOT_v0.7.0
32419,1866,20131226_HeLa_bRP04_120min,578,HeLa,adenocarcinoma,/,cervix,/,,PXD001441,103226,17130,5467,1762,in-solution,Q-exactive,?,1,IONBOT_v0.7.0
32420,1866,20131226_HeLa_bRP05_120min,578,HeLa,adenocarcinoma,/,cervix,/,,PXD001441,97369,16902,5562,1733,in-solution,Q-exactive,?,1,IONBOT_v0.7.0
32421,1866,20131226_HeLa_bRP06_120min,578,HeLa,adenocarcinoma,/,cervix,/,,PXD001441,93235,15885,5124,1626,in-solution,Q-exactive,?,1,IONBOT_v0.7.0
32482,1868,20120227_MT_01,578,HeLa,adenocarcinoma,/,cervix,/,,PXD003530,76080,14023,3950,956,in-solution,Q-exactive,27913581,0,IONBOT_v0.7.0
32487,1868,20120302_MT_DMSO_load_2uL_4h_G6,578,HeLa,adenocarcinoma,/,cervix,/,,PXD003530,185179,30523,9026,1490,in-solution,Q-exactive,27913581,0,IONBOT_v0.7.0
32490,1868,20120306_MT_DMSO_load_2h_G6,578,HeLa,adenocarcinoma,/,cervix,/,,PXD003530,89830,13911,4074,991,in-solution,Q-exactive,27913581,0,IONBOT_v0.7.0
32483,1868,20120227_MT_02,621,HeLa,adenocarcinoma,aspirin,cervix,/,,PXD003530,75047,13831,3926,949,in-solution,Q-exactive,27913581,0,IONBOT_v0.7.0
32484,1868,20120227_MT_03,621,HeLa,adenocarcinoma,aspirin,cervix,/,,PXD003530,77654,14427,4088,962,in-solution,Q-exactive,27913581,0,IONBOT_v0.7.0
32485,1868,20120302_MT_AspD0_load_2uL_4h_G6,621,HeLa,adenocarcinoma,aspirin,cervix,/,,PXD003530,179791,29606,8669,1468,in-solution,Q-exactive,27913581,0,IONBOT_v0.7.0
32486,1868,20120302_MT_AspD3_load_2uL_4h_G6,621,HeLa,adenocarcinoma,aspirin,cervix,/,,PXD003530,189333,31528,9170,1501,in-solution,Q-exactive,27913581,0,IONBOT_v0.7.0
32488,1868,20120306_MT_AspD0_load_2h_G6,621,HeLa,adenocarcinoma,aspirin,cervix,/,,PXD003530,106417,17108,5027,1168,in-solution,Q-exactive,27913581,0,IONBOT_v0.7.0
32489,1868,20120306_MT_AspD3_load_2h_G6,621,HeLa,adenocarcinoma,aspirin,cervix,/,,PXD003530,113610,18300,5371,1229,in-solution,Q-exactive,27913581,0,IONBOT_v0.7.0
32494,1869,20141012_QE6+_LC5_CY_SA_PierceHeLa_01,578,HeLa,adenocarcinoma,/,cervix,/,,PXD006112,203005,31285,10345,1901,in-solution,Q-exactive,28387123,0,IONBOT_v0.7.0
32495,1869,20141012_QE6+_LC5_CY_SA_PierceHeLa_02,578,HeLa,adenocarcinoma,/,cervix,/,,PXD006112,200430,30926,10162,1856,in-solution,Q-exactive,28387123,0,IONBOT_v0.7.0
32496,1869,20141012_QE6+_LC5_CY_SA_PierceHeLa_03,578,HeLa,adenocarcinoma,/,cervix,/,,PXD006112,200918,30539,10223,1963,in-solution,Q-exactive,28387123,0,IONBOT_v0.7.0
32497,1869,20141012_QE6+_LC5_CY_SA_PierceHeLa_04,578,HeLa,adenocarcinoma,/,cervix,/,,PXD006112,194383,29263,9773,1913,in-solution,Q-exactive,28387123,0,IONBOT_v0.7.0
32498,1869,20141012_QE6+_LC5_CY_SA_PierceHeLa_05,578,HeLa,adenocarcinoma,/,cervix,/,,PXD006112,223068,34891,11563,2043,in-solution,Q-exactive,28387123,0,IONBOT_v0.7.0
32499,1869,20141012_QE6+_LC5_CY_SA_PierceHeLa_06,578,HeLa,adenocarcinoma,/,cervix,/,,PXD006112,224417,34761,11557,2035,in-solution,Q-exactive,28387123,0,IONBOT_v0.7.0
32500,1869,20141012_QE6+_LC5_CY_SA_PierceHeLa_07,578,HeLa,adenocarcinoma,/,cervix,/,,PXD006112,191869,29612,9583,1626,in-solution,Q-exactive,28387123,0,IONBOT_v0.7.0
32501,1869,20141012_QE6+_LC5_CY_SA_PierceHeLa_08,578,HeLa,adenocarcinoma,/,cervix,/,,PXD006112,185908,28601,9336,1599,in-solution,Q-exactive,28387123,0,IONBOT_v0.7.0
32502,1869,20141012_QE6+_LC5_CY_SA_PierceHeLa_09,578,HeLa,adenocarcinoma,/,cervix,/,,PXD006112,194064,29820,9788,1814,in-solution,Q-exactive,28387123,0,IONBOT_v0.7.0
32503,1869,20141012_QE6+_LC5_CY_SA_PierceHeLa_10,578,HeLa,adenocarcinoma,/,cervix,/,,PXD006112,193726,29755,9739,1807,in-solution,Q-exactive,28387123,0,IONBOT_v0.7.0
32504,1869,20141012_QE6+_LC5_CY_SA_PierceHeLa_11,578,HeLa,adenocarcinoma,/,cervix,/,,PXD006112,202406,30709,10110,1829,in-solution,Q-exactive,28387123,0,IONBOT_v0.7.0
32505,1869,20141012_QE6+_LC5_CY_SA_PierceHeLa_12,578,HeLa,adenocarcinoma,/,cervix,/,,PXD006112,203574,31019,10255,1874,in-solution,Q-exactive,28387123,0,IONBOT_v0.7.0
33066,1873,160729_CJK_HeLa2+PMoff_01,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004900,136617,24829,7958,1942,in-solution,Q-exactive,27806443,0,IONBOT_v0.7.0
33067,1873,160729_CJK_HeLa2+PMoff_02,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004900,137824,24981,8019,1930,in-solution,Q-exactive,27806443,0,IONBOT_v0.7.0
33068,1873,160729_CJK_HeLa2+PMoff_03,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004900,139554,25212,8146,1941,in-solution,Q-exactive,27806443,0,IONBOT_v0.7.0
33069,1873,160729_CJK_HeLa2+PMoff_excl_020Da_01,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004900,137328,24842,7953,1904,in-solution,Q-exactive,27806443,0,IONBOT_v0.7.0
33070,1873,160729_CJK_HeLa2+PMoff_excl_020Da_02,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004900,138317,24980,8105,1959,in-solution,Q-exactive,27806443,0,IONBOT_v0.7.0
33071,1873,160729_CJK_HeLa2+PMoff_excl_020Da_03,578,HeLa,adenocarcinoma,/,cervix,/,,PXD004900,139252,25231,8140,1963,in-solution,Q-exactive,27806443,0,IONBOT_v0.7.0
31701,1836,MDA-MB-231_CC_CisPt,579,MDA-MB-231,adenocarcinoma,/,breast,MDA-MB-231-R,,PXD009442,58839,11462,3996,834,FASP,LTQ Orbitrap Elite,30373788,0,IONBOT_v0.6.2
31703,1836,MDA-MB-231_CC_cyclo,579,MDA-MB-231,adenocarcinoma,/,breast,MDA-MB-231-R,,PXD009442,75257,12732,4293,1031,FASP,LTQ Orbitrap Elite,30373788,0,IONBOT_v0.6.2
31704,1836,MDA-MB-231_CC_Dox,579,MDA-MB-231,adenocarcinoma,/,breast,MDA-MB-231-R,,PXD009442,72654,15434,5185,1119,FASP,LTQ Orbitrap Elite,30373788,0,IONBOT_v0.6.2
31702,1836,MDA-MB-231_CC_control,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD009442,78050,14400,4872,1133,FASP,LTQ Orbitrap Elite,30373788,0,IONBOT_v0.6.2
31705,1836,MDA-MB-231_CSC_control,581,MDA-MB-231,adenocarcinoma,/,breast,MDA-MB-231-CSC,,PXD009442,75538,12529,4188,1088,FASP,LTQ Orbitrap Elite,30373788,0,IONBOT_v0.6.2
33072,1874,q01507,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,86318,13724,4857,1431,in-solution,Q-exactive,28843283,1,IONBOT_v0.7.0
33073,1874,q01508,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,100454,17112,5850,1620,in-solution,Q-exactive,28843283,1,IONBOT_v0.7.0
33074,1874,q01509,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,93825,16332,5390,1522,in-solution,Q-exactive,28843283,1,IONBOT_v0.7.0
33075,1874,q01510,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,67868,11083,3593,1260,in-solution,Q-exactive,28843283,1,IONBOT_v0.7.0
33076,1874,q01511,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,56164,9225,2994,1106,in-solution,Q-exactive,28843283,1,IONBOT_v0.7.0
33092,1874,q01556,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,99791,15632,5044,1351,in-solution,Q-exactive,28843283,5,IONBOT_v0.7.0
33093,1874,q01557,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,110876,17840,5489,1483,in-solution,Q-exactive,28843283,5,IONBOT_v0.7.0
33094,1874,q01558,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,100697,15804,5001,1485,in-solution,Q-exactive,28843283,5,IONBOT_v0.7.0
33095,1874,q01559,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,68398,9741,2848,1078,in-solution,Q-exactive,28843283,5,IONBOT_v0.7.0
33096,1874,q01560,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,79021,11690,3564,1235,in-solution,Q-exactive,28843283,5,IONBOT_v0.7.0
33117,1874,q01637,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,140286,22471,7115,1636,in-solution,Q-exactive,28843283,5,IONBOT_v0.7.0
33118,1874,q01638,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,144399,24768,7596,1766,in-solution,Q-exactive,28843283,5,IONBOT_v0.7.0
33119,1874,q01639,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,135997,23349,7182,1821,in-solution,Q-exactive,28843283,5,IONBOT_v0.7.0
33120,1874,q01640,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,117094,18928,5708,1667,in-solution,Q-exactive,28843283,5,IONBOT_v0.7.0
33121,1874,q01641,580,MDA-MB-231,adenocarcinoma,/,breast,/,,PXD008222,107432,17619,5314,1566,in-solution,Q-exactive,28843283,5,IONBOT_v0.7.0
33077,1874,q01515,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,68083,10857,3767,1272,in-solution,Q-exactive,28843283,2,IONBOT_v0.7.0
33078,1874,q01516,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,79630,12935,4242,1376,in-solution,Q-exactive,28843283,2,IONBOT_v0.7.0
33079,1874,q01517,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,77720,12313,3899,1237,in-solution,Q-exactive,28843283,2,IONBOT_v0.7.0
33080,1874,q01518,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,61424,8986,2870,987,in-solution,Q-exactive,28843283,2,IONBOT_v0.7.0
33081,1874,q01519,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,52421,8304,2579,945,in-solution,Q-exactive,28843283,2,IONBOT_v0.7.0
33097,1874,q01566,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,66696,9377,2877,985,in-solution,Q-exactive,28843283,6,IONBOT_v0.7.0
33098,1874,q01567,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,79799,11215,3283,1146,in-solution,Q-exactive,28843283,6,IONBOT_v0.7.0
33099,1874,q01568,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,85903,12763,3806,1265,in-solution,Q-exactive,28843283,6,IONBOT_v0.7.0
33100,1874,q01569,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,62897,9274,2825,1053,in-solution,Q-exactive,28843283,6,IONBOT_v0.7.0
33101,1874,q01570,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,62152,9383,2844,1044,in-solution,Q-exactive,28843283,6,IONBOT_v0.7.0
33112,1874,q01623,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,139925,21317,6428,1558,in-solution,Q-exactive,28843283,6,IONBOT_v0.7.0
33113,1874,q01624,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,147123,22554,6838,1730,in-solution,Q-exactive,28843283,6,IONBOT_v0.7.0
33114,1874,q01625,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,139022,22483,6946,1766,in-solution,Q-exactive,28843283,6,IONBOT_v0.7.0
33115,1874,q01626,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,104897,16512,5115,1479,in-solution,Q-exactive,28843283,6,IONBOT_v0.7.0
33116,1874,q01627,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,99921,16224,5042,1503,in-solution,Q-exactive,28843283,6,IONBOT_v0.7.0
33122,1874,q01643,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,99175,15923,5426,1572,in-solution,Q-exactive,28843283,2,IONBOT_v0.7.0
33123,1874,q01644,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,117392,19726,6468,1753,in-solution,Q-exactive,28843283,2,IONBOT_v0.7.0
33124,1874,q01645,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,112787,18746,6054,1606,in-solution,Q-exactive,28843283,2,IONBOT_v0.7.0
33125,1874,q01646,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,84072,13099,4109,1284,in-solution,Q-exactive,28843283,2,IONBOT_v0.7.0
33126,1874,q01647,637,MDA-MB-453,adenocarcinoma,/,breast,/,,PXD008222,70849,11892,3673,1186,in-solution,Q-exactive,28843283,2,IONBOT_v0.7.0
33082,1874,q01531,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,65016,9267,3145,1192,in-solution,Q-exactive,28843283,3,IONBOT_v0.7.0
33083,1874,q01532,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,96077,15624,5167,1580,in-solution,Q-exactive,28843283,3,IONBOT_v0.7.0
33084,1874,q01533,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,85768,14488,4709,1470,in-solution,Q-exactive,28843283,3,IONBOT_v0.7.0
33085,1874,q01534,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,56590,8862,2805,1082,in-solution,Q-exactive,28843283,3,IONBOT_v0.7.0
33086,1874,q01535,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,48995,7865,2540,951,in-solution,Q-exactive,28843283,3,IONBOT_v0.7.0
33102,1874,q01609,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,146001,23959,7819,1906,in-solution,Q-exactive,28843283,7,IONBOT_v0.7.0
33103,1874,q01610,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,159163,26901,8225,2049,in-solution,Q-exactive,28843283,7,IONBOT_v0.7.0
33104,1874,q01611,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,139213,24076,7710,1945,in-solution,Q-exactive,28843283,7,IONBOT_v0.7.0
33105,1874,q01612,638,MDA-MB-468,adenocarcinoma,/,breast,/,,PXD008222,107945,17088,5211,1630,in-solution,Q-exactive,28843283,7,IONBOT_v0.7.0
