PXD;RAW;Useable;cell_line;disease;tissue_type;treatment;sub_cell;pool_id;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_27.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_27_2.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_28.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_28_2.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_29.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_29_2.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_3.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_30.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_30_2.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_31.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_32.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_33.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_33_2.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_34.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_35.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_36.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_37.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_38.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_39.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_4.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_40.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_41.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_42.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_43.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_44.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_45.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_46.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_5.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_6.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_7.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_8.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_9.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_1.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_10.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_11.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_12.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_13.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_14.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_15.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_16.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_17.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_18.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_19.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_2.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_20.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_21.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_22.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_23.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_24.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_25.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_26.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_27.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_28.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_29.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_3.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_30.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_31.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_32.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_33.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_34.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_35.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_36.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_37.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_38.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_39.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_4.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_40.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_41.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_42.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_43.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_44.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_45.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_46.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_5.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_6.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_7.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_8.raw;no;;;;;;;
PXD004452;20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt3_human_46frac_9.raw;no;;;;;;;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_1.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_10.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_11.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_12.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_13.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_14.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_15.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_16.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_17.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_18.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_19.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_2.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_20.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_21.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_22.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_23.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_24.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_25.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_26.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_27.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_28.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_29.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_3.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_30.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_31.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_32.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_33.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_34.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_35.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_36.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_37.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_38.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_39.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_4.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_40.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_41.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_42.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_43.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_44.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_45.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_46.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_5.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_6.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_7.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_8.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_A549_Rep2_46frac_9.raw;yes;A549;adenocarcinoma;lung;;;7;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_1.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_10.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_11.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_12.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_13.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_14.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_15.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_16.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_17.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_18.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_19.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_2.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_20.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_21.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_22.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_23.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_24.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_25.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_26.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_27.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_28.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_29.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_3.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_30.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_31.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_32.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_33.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_34.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_35.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_36.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_37.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_38.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_39.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_4.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_40.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_41.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_42.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_43.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_44.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_45.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_46.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_5.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_6.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_7.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_8.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151020_QE3_UPLC8_DBJ_SA_HCT116_Rep2_46frac_9.raw;yes;HCT116;carcinoma;colon;;;8;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_1.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_10.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_11.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_12.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_13.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_14.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_15.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_16.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_17.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_18.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_19.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_2.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_20.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_21.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_22.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_23.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_24.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_25.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_26.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_27.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_28.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_29.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_3.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_30.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_31.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_32.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_33.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_34.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_35.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_36.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_37.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_38.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_39.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_4.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_40.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_41.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_42.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_43.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_44.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_45.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_46.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_5.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_6.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_7.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_8.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_293_REP2_46frac_9.raw;yes;HEK293;;;;;9;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_1.raw;yes;HCT116;carcinoma;colon;;;10;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_10.raw;yes;HCT116;carcinoma;colon;;;10;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_11.raw;yes;HCT116;carcinoma;colon;;;10;
PXD004452;20151022_QE5_UPLC10_DBJ_SA_HCT116_REP1_46frac_12.raw;yes;HCT116;carcinoma;colon;;;10;
