PXD;RAW;cell_line;valid;treated;comment;disease;tissue_type
PXD010306;S2_7min_1_2.RAW;SKBR3;yes;;time = trypsin treatment time;breast adenocarcinoma;breast
PXD010306;S2_7min_1_3.RAW;SKBR3;yes;;time = trypsin treatment time;breast adenocarcinoma;breast
PXD010306;S2_7min_2_1.RAW;SKBR3;yes;;time = trypsin treatment time;breast adenocarcinoma;breast
PXD010306;S2_7min_2_2.RAW;SKBR3;yes;;time = trypsin treatment time;breast adenocarcinoma;breast
PXD010306;S2_7min_2_3.RAW;SKBR3;yes;;time = trypsin treatment time;breast adenocarcinoma;breast
PXD010306;S2_7Min_3_1.raw;SKBR3;yes;;time = trypsin treatment time;breast adenocarcinoma;breast
PXD010306;S2_7Min_3_2.raw;SKBR3;yes;;time = trypsin treatment time;breast adenocarcinoma;breast
PXD010306;S2_7Min_3_3.raw;SKBR3;yes;;time = trypsin treatment time;breast adenocarcinoma;breast
;;;;;;;
PXD009560;20161017_QEp5_PiSc_SA_mock_48h_2.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161017_QEp5_PiSc_SA_mock_48h_3.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161017_QEp5_PiSc_SA_mock_48h_4.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161017_QEp5_PiSc_SA_mock_72h_1.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161017_QEp5_PiSc_SA_mock_72h_2.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161017_QEp5_PiSc_SA_mock_72h_3.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161017_QEp5_PiSc_SA_mock_72h_4.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161021_QEp5_PiSc_SA_mock_24h_1.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161021_QEp5_PiSc_SA_mock_24h_2.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161021_QEp5_PiSc_SA_mock_24h_3.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161021_QEp5_PiSc_SA_mock_24h_4.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161021_QEp5_PiSc_SA_mock_48h_1.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161018_QEp5_PiSc_SA_ZIKV_24h_1.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161018_QEp5_PiSc_SA_ZIKV_24h_2.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161018_QEp5_PiSc_SA_ZIKV_24h_3.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161018_QEp5_PiSc_SA_ZIKV_24h_4.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161018_QEp5_PiSc_SA_ZIKV_48h_1.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161018_QEp5_PiSc_SA_ZIKV_48h_2.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161018_QEp5_PiSc_SA_ZIKV_48h_3.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161018_QEp5_PiSc_SA_ZIKV_48h_4.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161018_QEp5_PiSc_SA_ZIKV_72h_1.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161018_QEp5_PiSc_SA_ZIKV_72h_2.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161018_QEp5_PiSc_SA_ZIKV_72h_3.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161018_QEp5_PiSc_SA_ZIKV_72h_4.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161018_QEp6_PiSc_SA_mockinfected_24h_1.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161018_QEp6_PiSc_SA_mockinfected_24h_2.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161018_QEp6_PiSc_SA_mockinfected_24h_3.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161018_QEp6_PiSc_SA_mockinfected_24h_4.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161018_QEp6_PiSc_SA_mockinfected_48h_1.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161018_QEp6_PiSc_SA_mockinfected_48h_2.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161018_QEp6_PiSc_SA_mockinfected_48h_3.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161018_QEp6_PiSc_SA_mockinfected_48h_4.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161018_QEp6_PiSc_SA_mockinfected_72h_1.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161018_QEp6_PiSc_SA_mockinfected_72h_2.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161018_QEp6_PiSc_SA_mockinfected_72h_3.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161018_QEp6_PiSc_SA_mockinfected_72h_4.raw;SK-N-BE2;yes;;global or phospho?;neuroblastoma;bone marrow
PXD009560;20161020_QEp6_PiSc_SA_ZIKVinfected_24h_1.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161020_QEp6_PiSc_SA_ZIKVinfected_24h_2.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161020_QEp6_PiSc_SA_ZIKVinfected_24h_3.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161020_QEp6_PiSc_SA_ZIKVinfected_24h_4.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161020_QEp6_PiSc_SA_ZIKVinfected_48h_1.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161020_QEp6_PiSc_SA_ZIKVinfected_48h_2.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161020_QEp6_PiSc_SA_ZIKVinfected_48h_3.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161020_QEp6_PiSc_SA_ZIKVinfected_48h_4.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161020_QEp6_PiSc_SA_ZIKVinfected_72h_1.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161020_QEp6_PiSc_SA_ZIKVinfected_72h_2.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161020_QEp6_PiSc_SA_ZIKVinfected_72h_3.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
PXD009560;20161020_QEp6_PiSc_SA_ZIKVinfected_72h_4.raw;SK-N-BE2;yes/no;ZIKA;;neuroblastoma;bone marrow
;;;;;;;
PXD003252;A2780-1.raw;A2780;yes;;;endometrioid adenocarcinoma;ovary
PXD003252;A2780-2.raw;A2780;yes;;;endometrioid adenocarcinoma;ovary
PXD003252;A2780-DR control-1.raw;A2780-DR;yes/no;cisplatin;;endometrioid adenocarcinoma;ovary
PXD003252;A2780-DR control-2.raw;A2780-DR;yes/no;cisplatin;;endometrioid adenocarcinoma;ovary
PXD003252;A2780-DR H19si-1.raw;A2780-DR;yes/no;cisplatin/H19 knockdown;;endometrioid adenocarcinoma;ovary
PXD003252;A2780-DR H19si-2.raw;A2780-DR;yes/no;cisplatin/H19 knockdown;;endometrioid adenocarcinoma;ovary
PXD003252;A2780-DR-1.raw;A2780-DR;yes/no;cisplatin;;endometrioid adenocarcinoma;ovary
PXD003252;A2780-DR-2.raw;A2780-DR;yes/no;cisplatin;;endometrioid adenocarcinoma;ovary
;;;;;;;
PXD003587;FUS02205_iTMT_1_R1.raw;HepG2/C3A;no;;spheroids;hepatoblastoma;liver
PXD003587;FUS02206_iTMT_2_R1.raw;HepG2/C3A;no;;spheroids;hepatoblastoma;liver
PXD003587;FUS02207_iTMT_3_R1.raw;HepG2/C3A;no;;spheroids;hepatoblastoma;liver
PXD003587;FUS02210_iTMT_1_R2.raw;HepG2/C3A;no;;spheroids;hepatoblastoma;liver
PXD003587;FUS02211_iTMT_2_R2.raw;HepG2/C3A;no;;spheroids;hepatoblastoma;liver
PXD003587;FUS02212_iTMT_3_R2.raw;HepG2/C3A;no;;spheroids;hepatoblastoma;liver
PXD003587;FUS02231_C_1.raw;HepG2/C3A;yes;;spheroids;hepatoblastoma;liver
PXD003587;FUS02232_C_2.raw;HepG2/C3A;yes;;spheroids;hepatoblastoma;liver
PXD003587;FUS02233_C_3.raw;HepG2/C3A;yes;;spheroids;hepatoblastoma;liver
PXD003587;FUS02234_APAP_1.raw;HepG2/C3A;yes;acetaminophen;spheroids;hepatoblastoma;liver
PXD003587;FUS02235_APAP_2.raw;HepG2/C3A;yes;acetaminophen;spheroids;hepatoblastoma;liver
PXD003587;FUS02236_APAP_3.raw;HepG2/C3A;yes;acetaminophen;spheroids;hepatoblastoma;liver
;;;;;;;
PXD007543;20170210_MCF7_LysC_Null_1a.raw;MCF7;yes;CDH1 KO;;breast carcinoma;breast
PXD007543;20170210_MCF7_LysC_Null_1b.raw;MCF7;yes;CDH1 KO;;breast carcinoma;breast
PXD007543;20170210_MCF7_LysC_Null_2a.raw;MCF7;yes;CDH1 KO;;breast carcinoma;breast
PXD007543;20170210_MCF7_LysC_Null_2b.raw;MCF7;yes;CDH1 KO;;breast carcinoma;breast
PXD007543;20170210_MCF7_LysC_Null_3a.raw;MCF7;yes;CDH1 KO;;breast carcinoma;breast
PXD007543;20170210_MCF7_LysC_Null_3b.raw;MCF7;yes;CDH1 KO;;breast carcinoma;breast
PXD007543;20170210_MCF7_LysC_WT_1a.raw;MCF7;yes;;;breast carcinoma;breast
PXD007543;20170210_MCF7_LysC_WT_1b.raw;MCF7;yes;;;breast carcinoma;breast
PXD007543;20170210_MCF7_LysC_WT_2a.raw;MCF7;yes;;;breast carcinoma;breast
PXD007543;20170210_MCF7_LysC_WT_2b.raw;MCF7;yes;;;breast carcinoma;breast
PXD007543;20170210_MCF7_LysC_WT_3a.raw;MCF7;yes;;;breast carcinoma;breast
PXD007543;20170210_MCF7_LysC_WT_3b.raw;MCF7;yes;;;breast carcinoma;breast
PXD007543;20170210_MCF7_Trypsin_Null_1a.raw;MCF7;yes;CDH1 KO;;breast carcinoma;breast
PXD007543;20170210_MCF7_Trypsin_Null_1b.raw;MCF7;yes;CDH1 KO;;breast carcinoma;breast
PXD007543;20170210_MCF7_Trypsin_Null_2a.raw;MCF7;yes;CDH1 KO;;breast carcinoma;breast
PXD007543;20170210_MCF7_Trypsin_Null_2b.raw;MCF7;yes;CDH1 KO;;breast carcinoma;breast
PXD007543;20170210_MCF7_Trypsin_Null_3a.raw;MCF7;yes;CDH1 KO;;breast carcinoma;breast
PXD007543;20170210_MCF7_Trypsin_Null_3b.raw;MCF7;yes;CDH1 KO;;breast carcinoma;breast
PXD007543;20170210_MCF7_Trypsin_WT_1a.raw;MCF7;yes;;;breast carcinoma;breast
PXD007543;20170210_MCF7_Trypsin_WT_1b.raw;MCF7;yes;;;breast carcinoma;breast
PXD007543;20170210_MCF7_Trypsin_WT_2a.raw;MCF7;yes;;;breast carcinoma;breast
PXD007543;20170210_MCF7_Trypsin_WT_2b.raw;MCF7;yes;;;breast carcinoma;breast
PXD007543;20170210_MCF7_Trypsin_WT_3a.raw;MCF7;yes;;;breast carcinoma;breast
PXD007543;20170210_MCF7_Trypsin_WT_3b.raw;MCF7;yes;;;breast carcinoma;breast
;;;;;;;
PXD008693;EOT12-1010.raw;HEK293;yes;transfected with pCMV-EGFP-L10a;;Transformed;fetal kidney
PXD008693;EOT12-1011.raw;HEK293;yes;transfected with pCMV-EGFP-L10a;;Transformed;fetal kidney
PXD008693;EOT12-1012.raw;HEK293;yes;transfected with pCMV-EGFP-L10a;;Transformed;fetal kidney
PXD008693;EOT12-1013.raw;HEK293;yes;transfected with pCMV-EGFP-L10a;;Transformed;fetal kidney
PXD008693;EOT12-1014.raw;HEK293;yes;transfected with pCMV-EGFP-L10a;;Transformed;fetal kidney
PXD008693;EOT12-1015.raw;HEK293;yes;transfected with pCMV-EGFP-L10a;;Transformed;fetal kidney
PXD008693;EOT12-1016.raw;HEK293;yes;transfected with pCMV-EGFP-L10a;;Transformed;fetal kidney
PXD008693;EOT12-1017.raw;HEK293;yes;transfected with pCMV-EGFP-L10a;;Transformed;fetal kidney
PXD008693;EOT12-1018.raw;HEK293;yes;transfected with pCMV-EGFP-L10a;;Transformed;fetal kidney
PXD008693;EOT12-1019.raw;HEK293;yes;transfected with pCMV-EGFP-L10a;;Transformed;fetal kidney
PXD008693;EOT12-1020.raw;HEK293;yes;transfected with pCMV-EGFP-L10a;;Transformed;fetal kidney
PXD008693;EOT12-1021.raw;HEK293;yes;transfected with pCMV-EGFP-L10a;;Transformed;fetal kidney
PXD008693;EOT12-1022.raw;HEK293;yes;transfected with pCMV-EGFP-L10a;;Transformed;fetal kidney
PXD008693;EOT12-1023.raw;HEK293;yes;transfected with pCMV-EGFP-L10a;;Transformed;fetal kidney
PXD008693;EOT12-1024.raw;HEK293;yes;transfected with pCMV-EGFP-L10a;;Transformed;fetal kidney
PXD008693;EOT12-1025.raw;HEK293;yes;transfected with pCMV-EGFP-L10a;;Transformed;fetal kidney
;;;;;;;
PXD003362;6486.raw;human articular chondrocyte;yes/no;miRNA-140 or not?;very bad annotation;no;chondrocyte
PXD003362;6487.raw;human articular chondrocyte;yes/no;miRNA-140 or not?;very bad annotation;no;chondrocyte
PXD003362;6488.raw;human articular chondrocyte;yes/no;miRNA-140 or not?;very bad annotation;no;chondrocyte
PXD003362;6490.raw;human articular chondrocyte;yes/no;miRNA-140 or not?;very bad annotation;no;chondrocyte
PXD003362;6491.raw;human articular chondrocyte;yes/no;miRNA-140 or not?;very bad annotation;no;chondrocyte
PXD003362;6492.raw;human articular chondrocyte;yes/no;miRNA-140 or not?;very bad annotation;no;chondrocyte
PXD003362;6494.raw;human articular chondrocyte;yes/no;miRNA-140 or not?;very bad annotation;no;chondrocyte
PXD003362;6495.raw;human articular chondrocyte;yes/no;miRNA-140 or not?;very bad annotation;no;chondrocyte
PXD003362;6496.raw;human articular chondrocyte;yes/no;miRNA-140 or not?;very bad annotation;no;chondrocyte
PXD003362;6498.raw;human articular chondrocyte;yes/no;miRNA-140 or not?;very bad annotation;no;chondrocyte
PXD003362;6499.raw;human articular chondrocyte;yes/no;miRNA-140 or not?;very bad annotation;no;chondrocyte
PXD003362;6500.raw;human articular chondrocyte;yes/no;miRNA-140 or not?;very bad annotation;no;chondrocyte
PXD003362;6502.raw;human articular chondrocyte;yes/no;miRNA-140 or not?;very bad annotation;no;chondrocyte
PXD003362;6503.raw;human articular chondrocyte;yes/no;miRNA-140 or not?;very bad annotation;no;chondrocyte
PXD003362;6504.raw;human articular chondrocyte;yes/no;miRNA-140 or not?;very bad annotation;no;chondrocyte
PXD003362;6506.raw;human articular chondrocyte;yes/no;miRNA-140 or not?;very bad annotation;no;chondrocyte
PXD003362;6507.raw;human articular chondrocyte;yes/no;miRNA-140 or not?;very bad annotation;no;chondrocyte
PXD003362;6508.raw;human articular chondrocyte;yes/no;miRNA-140 or not?;very bad annotation;no;chondrocyte
;;;;;;;
PXD009557;20170314_QEp5_DaHa_SA_diff_mock_1.raw;hNPC differentiated;yes;;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_mock_2.raw;hNPC differentiated;yes;;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_mock_3.raw;hNPC differentiated;yes;;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_mock_4.raw;hNPC differentiated;yes;;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_NS4B_DV_1.raw;hNPC differentiated;yes/no;empty vector;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_NS4B_DV_2.raw;hNPC differentiated;yes/no;empty vector;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_NS4B_DV_3.raw;hNPC differentiated;yes/no;empty vector;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_NS4B_DV_4.raw;hNPC differentiated;yes/no;empty vector;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_NS4B_HCV_1.raw;hNPC differentiated;yes/no;HA-tagged HCV-NS4B;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_NS4B_HCV_2.raw;hNPC differentiated;yes/no;HA-tagged HCV-NS4B;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_NS4B_HCV_3.raw;hNPC differentiated;yes/no;HA-tagged HCV-NS4B;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_NS4B_HCV_4.raw;hNPC differentiated;yes/no;HA-tagged HCV-NS4B;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_NS4B_ZV_1.raw;hNPC differentiated;yes/no;HA-tagged ZIKV-NS4B;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_NS4B_ZV_2.raw;hNPC differentiated;yes/no;HA-tagged ZIKV-NS4B;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_NS4B_ZV_3.raw;hNPC differentiated;yes/no;HA-tagged ZIKV-NS4B;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_NS4B_ZV_4.raw;hNPC differentiated;yes/no;HA-tagged ZIKV-NS4B;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_ZV_1.raw;hNPC differentiated;yes/no;ZIKA;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_ZV_2.raw;hNPC differentiated;yes/no;ZIKA;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_ZV_3.raw;hNPC differentiated;yes/no;ZIKA;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_diff_ZV_4.raw;hNPC differentiated;yes/no;ZIKA;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_mock_1.raw;hNPC;yes;;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_mock_2.raw;hNPC;yes;;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_mock_3.raw;hNPC;yes;;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_mock_4.raw;hNPC;yes;;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_NS4B_DV_1.raw;hNPC;yes/no;empty vector;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_NS4B_DV_2.raw;hNPC;yes/no;empty vector;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_NS4B_DV_3.raw;hNPC;yes/no;empty vector;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_NS4B_DV_4.raw;hNPC;yes/no;empty vector;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_NS4B_HCV_1.raw;hNPC;yes/no;HA-tagged HCV-NS4B;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_NS4B_HCV_2.raw;hNPC;yes/no;HA-tagged HCV-NS4B;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_NS4B_HCV_3.raw;hNPC;yes/no;HA-tagged HCV-NS4B;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_NS4B_HCV_4.raw;hNPC;yes/no;HA-tagged HCV-NS4B;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_NS4B_ZV_1.raw;hNPC;yes/no;HA-tagged ZIKV-NS4B;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_NS4B_ZV_2.raw;hNPC;yes/no;HA-tagged ZIKV-NS4B;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_NS4B_ZV_3.raw;hNPC;yes/no;HA-tagged ZIKV-NS4B;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_NS4B_ZV_4.raw;hNPC;yes/no;HA-tagged ZIKV-NS4B;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_ZV_1.raw;hNPC;yes/no;ZIKA;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_ZV_2.raw;hNPC;yes/no;ZIKA;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_ZV_3.raw;hNPC;yes/no;ZIKA;;no;neural cell
PXD009557;20170314_QEp5_DaHa_SA_undiff_ZV_4.raw;hNPC;yes/no;ZIKA;;no;neural cell
;;;;;;;
PXD010256;;;;;;;
;;;;;;;
PXD000426;V14707_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr5_130610002205.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14708_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr6_130610011337.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14709_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr5_130610020453.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14710_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr6.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14711_PolyASN_test_445_Jurkat_2ul_31-05-2013_LMA0_fr7.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14712_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr8.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14713_PolyASN_test_361_Jurkat_2ul_31-05-2013_LMA0_fr7.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14714_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr8.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14715_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr9.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14716_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr10.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14717_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr9.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14718_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr10.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14719_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr11.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14720_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr12_130610153425.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14721_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr11_130610162550.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14722_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr12.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14723_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr13.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14724_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr14.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14725_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr13.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14726_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr14.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14727_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr15.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14728_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr16.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14729_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr15.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14730_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr16.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14731_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr17.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14732_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr18.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14733_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr17.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14734_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr18.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14735_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr19.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14736_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr20.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14737_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr19.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14738_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr20.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14783_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr2.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14785_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr2.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14786_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr3.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14787_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr4.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14788_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr3.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14789_PolyASN_test_361_Jurkat__31-05-2013_LMA0_fr4.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
PXD000426;V14790_PolyASN_test_445_Jurkat__31-05-2013_LMA0_fr1_130617185057.raw;JURKAT;yes;;;T-cell acute lymphoblastic leukemia;blood
