accession,url,title,projectDescription,species,tissues,ptms,instrumentNames,projectTags,experimentTypes,quantificationMethods,keywords,dataProcessingProtocol,submissionDate,references
PXD017861,https://www.ebi.ac.uk:443/pride/ws/archive/project/PXD017861,HEK293T cell translatome analysis upon Torin1 treatment or single amino acid withdrawal. Related to Supplementary Table 6 from An et al (2020),"HEK293T subject to Single AA starvation dataset and translatome analysis was determined using Azidohomoalanine (AHA) incorportation, Biotin-click, and streptavidin enrichment. TMTpro 16plex labels was used.","[""Homo sapiens (Human)""]","[""cell culture""]",,"[""Orbitrap Fusion Lumos""]",,"[""Affinity purification coupled with mass spectrometry proteomics"",""Shotgun proteomics""]","[""TMT""]","Human, Azidohomoalanine (AHA), LC-MSMS","Mass spectra were processed using a Comet-based (v2018.01 rev.2) software. Spectra were converted to mzXML using a modified version of ReAdW.exe. Database searching included all canonical entries from the human UniProt database (SwissProt – 2019-01). This database was concatenated with one composed of all protein sequences in the reversed order. Searches were performed using a 20 ppm precursor ion tolerance for total protein level analysis. The recommended product ion parameters for ion trap ms/ms were used (1.0005 tolerance, 0.4 offset (mono masses), theoretical_fragment_ions = 1). TMT tags on lysine residues and peptide N termini (+304.2071 Da for TMTpro) and carbamidomethylation of cysteine residues (+57.021 Da) were set as static modifications, while oxidation of methionine residues (+15.995 Da) was set as a variable modification. Peptide-spectrum matches (PSMs) were adjusted to a 1% false discovery rate (FDR) and PSM filtering was performed using a linear discriminant analysis, while considering the following parameters: Comet Log Expect and Diff Seq. Delta Log Expect, missed cleavages, peptide length, charge state, and precursor mass accuracy. For TMT-based reporter ion quantitation, we extracted the summed signal-to-noise (S:N) ratio for each TMT channel and found the closest matching centroid to the expected mass of the TMT reporter ion (integration tolerance of 0.003 Da). For protein-level comparisons, PSMs were identified, quantified, and collapsed to a 1% peptide false discovery rate (FDR) and then collapsed further to a final protein-level FDR of 1%. Moreover, protein assembly was guided by principles of parsimony to produce the smallest set of proteins necessary to account for all observed peptides. Proteins were quantified by summing reporter ion counts across all matching PSMs. PSMs with poor quality, MS3 spectra with more than 3 TMT reporter ion channels missing, or isolation specificity less than 0.7 (or 0.2 when using Real Time Search method), or with TMT reporter summed signal-to-noise ratio that were less than 150, or had no MS3 spectra were excluded from quantification.",2020-03-04,"[[""DOI:10.1038/s41586-020-2446-y"",""PMID:32612236""]]"
PXD017851,https://www.ebi.ac.uk:443/pride/ws/archive/project/PXD017851,HEK293T cell proteome remodeling upon Torin1 treatment or amino acid withdraw in WT and RPS3-Halo knock-in cells with or without NUFIP1 deletion. Related to Supplementary Table 5 from An et al (2020),HEK293T proteome (single shot) with knock-in or not for RPS3-Halo and Knock out or not for NUFIP1. Cells were treated or not with Torin1 or deprived of amino acids.,"[""Homo sapiens (Human)""]","[""cell culture""]",,"[""Orbitrap Fusion""]",,"[""Shotgun proteomics""]","[""TMT""]","Human, Proteome, LC-MSMS","The identification of proteins was performed using the SEQUEST-HT engine (Proteome Discoverer v2.3.0.420 - Thermo Fisher Scientific). against the UniProt Human Reference Proteome (2019) using the following parameters (post-recalibration): a tolerance level of 10 ppm for MS1 and 0.6 Da for MS2 and false discovery rate of the Percolator decoy database search was set to 1%. Trypsin was used as the digestion enzyme, three missed cleavages were allowed, and the minimal peptide length was set to 7 amino acids. TMT tags on lysine residues and peptide N termini (+229.163 Da) and carbamidomethylation of cysteine residues (+57.021 Da) were set as static modifications, while oxidation of methionine residues (+15.995 Da) was set as a variable modification. For TMT-based reporter ion quantitation, we extracted (integration tolerance of 0.003 Da) the summed signal-to-noise ratio for each TMT channel and found the closest matching centroid to the expected mass of the TMT reporter ion. For protein-level comparisons, PSMs were identified, quantified, and collapsed to a 1% peptide false discovery rate (FDR) and then collapsed further to a final protein-level FDR of 1%. Moreover, protein assembly was guided by principles of parsimony to produce the smallest set of proteins necessary to account for all observed peptides. Proteins were quantified by summing reporter ion counts across all matching PSMs for unique and razor peptides. PSMs with poor quality, MS3 spectra with TMT reporter summed signal-to-noise ratio that were less than 10 per channel, isolation specificity ≤0.3, or had less than 70% of correctly selected SPS ions were excluded from quantification.",2020-03-04,"[[""DOI:10.1038/s41586-020-2446-y"",""PMID:32612236""]]"
PXD017858,https://www.ebi.ac.uk:443/pride/ws/archive/project/PXD017858,HEK293T cell proteome abundance (WT vs NUFIP1 knock-out). Related to Supplementary Table 5 from An et al (2020),"HEK293T cells proteome comparison with or without NUFIP1 deletion. TMT channels 128n, 128c, 130c, 131n and 131c were not used for this analysis.","[""Homo sapiens (Human)""]","[""cell culture""]",,"[""Orbitrap Fusion Lumos""]",,"[""Shotgun proteomics""]","[""TMT""]","Human, Proteome, LC-MSMS","The identification of proteins was performed using the SEQUEST-HT engine (Proteome Discoverer v2.3.0.420 - Thermo Fisher Scientific). against the UniProt Human Reference Proteome (2019) using the following parameters (post-recalibration): a tolerance level of 10 ppm for MS1 and 0.6 Da for MS2 and false discovery rate of the Percolator decoy database search was set to 1%. Trypsin was used as the digestion enzyme, three missed cleavages were allowed, and the minimal peptide length was set to 7 amino acids. TMT tags on lysine residues and peptide N termini (+229.163 Da) and carbamidomethylation of cysteine residues (+57.021 Da) were set as static modifications, while oxidation of methionine residues (+15.995 Da) was set as a variable modification. For TMT-based reporter ion quantitation, we extracted (integration tolerance of 0.003 Da) the summed signal-to-noise ratio for each TMT channel and found the closest matching centroid to the expected mass of the TMT reporter ion. For protein-level comparisons, PSMs were identified, quantified, and collapsed to a 1% peptide false discovery rate (FDR) and then collapsed further to a final protein-level FDR of 1%. Moreover, protein assembly was guided by principles of parsimony to produce the smallest set of proteins necessary to account for all observed peptides. Proteins were quantified by summing reporter ion counts across all matching PSMs for unique and razor peptides. PSMs with poor quality, MS3 spectra with TMT reporter summed signal-to-noise ratio that were less than 10 per channel, isolation specificity ≤0.3, or had less than 70% of correctly selected SPS ions were excluded from quantification.",2020-03-04,"[[""DOI:10.1038/s41586-020-2446-y"",""PMID:32612236""]]"
PXD017855,https://www.ebi.ac.uk:443/pride/ws/archive/project/PXD017855,HEK293T cell nuclear & cytosolic phospho-proteome remodelling upon amino acid withdrawal. Related to Supplementary Table 4 from An et al (2020),HEK293T Phospho proteome cytosolic vs nuclear fractionation upon short (3h) amino acids withdrawal.,"[""Homo sapiens (Human)""]","[""cell culture""]",,"[""Orbitrap Fusion Lumos""]",,"[""Shotgun proteomics""]","[""TMT""]","Human, Phospho, Cytosolic Nuclear Fractionation, LC-MSMS","Mass spectra were processed using a Comet-based (v2018.01 rev.2) software. Spectra were converted to mzXML using a modified version of ReAdW.exe. Database searching included all canonical entries from the human UniProt database (SwissProt – 2019-01). This database was concatenated with one composed of all protein sequences in the reversed order. Searches were performed using a 20 ppm precursor ion tolerance for total protein level analysis. The recommended product ion parameters for ion trap ms/ms were used (1.0005 tolerance, 0.4 offset (mono masses), theoretical_fragment_ions = 1). TMT tags on lysine residues and peptide N termini (+229.163 Da for Amino-TMT) and carbamidomethylation of cysteine residues (+57.021 Da) were set as static modifications, while oxidation of methionine residues (+15.995 Da) was set as a variable modification, as well as phosphorylation (+79.966 Da) on Serine or Threonine and deamidation (+0.984 Da) on Asparagine or Glutamine. Peptide-spectrum matches (PSMs) were adjusted to a 1% false discovery rate (FDR) and PSM filtering was performed using a linear discriminant analysis, while considering the following parameters: Comet Log Expect and Diff Seq. Delta Log Expect, missed cleavages, peptide length, charge state, and precursor mass accuracy. For TMT-based reporter ion quantitation, we extracted the summed signal-to-noise (S:N) ratio for each TMT channel and found the closest matching centroid to the expected mass of the TMT reporter ion (integration tolerance of 0.003 Da). For protein-level comparisons, PSMs were identified, quantified, and collapsed to a 1% peptide false discovery rate (FDR). Protein assembly was guided by principles of parsimony to produce the smallest set of proteins necessary to account for all observed peptides. Proteins were quantified by summing reporter ion counts across all matching PSMs. PSMs with poor quality, MS3 spectra with more than 3 TMT reporter ion channels missing, or isolation specificity less than 0.7, or with TMT reporter summed signal-to-noise ratio that were less than 150, or had no MS3 spectra were excluded from quantification. Phosphorylation site localization was determined using the AScore algorithm 59. AScore is a probability-based approach for high-throughput protein phosphorylation site localization. Specifically, a threshold of 13 corresponded to 95% confidence in site localization. For Nuclear/Cytosolic fractionation, no normalization based on loading (total TMT sum signal to noise) was performed, but channels were corrected for input loading resulting from the fractionation (3.2~3.6 times more loading of the nuclear fractions compared to the cytosolic fractions). This ratio was applied for the final calculation of the nuclear-cytosolic protein abundance in the TMT-MS analysis.",2020-03-04,"[[""DOI:10.1038/s41586-020-2446-y"",""PMID:32612236""]]"
PXD017856,https://www.ebi.ac.uk:443/pride/ws/archive/project/PXD017856,HEK293T cell nuclear & cytosolic proteome remodelling upon amino acid withdrawal. Related to Supplementary Table 4 from An et al (2020),HEK293T proteome cytosolic vs nuclear fractionation upon short (3h) amino acids withdrawal.,"[""Homo sapiens (Human)""]","[""cell culture""]",,"[""Orbitrap Fusion""]",,"[""Shotgun proteomics""]","[""TMT""]","Human, Cytosolic Nuclear Fractionation, LC-MSMS","Mass spectra were processed using a Comet-based (v2018.01 rev.2) software. Spectra were converted to mzXML using a modified version of ReAdW.exe. Database searching included all canonical entries from the human UniProt database (SwissProt – 2019-01). This database was concatenated with one composed of all protein sequences in the reversed order. Searches were performed using a 20 ppm precursor ion tolerance for total protein level analysis. The recommended product ion parameters for ion trap ms/ms were used (1.0005 tolerance, 0.4 offset (mono masses), theoretical_fragment_ions = 1). TMT tags on lysine residues and peptide N termini (+229.163  Da for Amino-TMT) and carbamidomethylation of cysteine residues (+57.021 Da) were set as static modifications, while oxidation of methionine residues (+15.995 Da) was set as a variable modification. Peptide-spectrum matches (PSMs) were adjusted to a 1% false discovery rate (FDR) and PSM filtering was performed using a linear discriminant analysis, while considering the following parameters: Comet Log Expect and Diff Seq. Delta Log Expect, missed cleavages, peptide length, charge state, and precursor mass accuracy. For TMT-based reporter ion quantitation, we extracted the summed signal-to-noise (S:N) ratio for each TMT channel and found the closest matching centroid to the expected mass of the TMT reporter ion (integration tolerance of 0.003 Da). For protein-level comparisons, PSMs were identified, quantified, and collapsed to a 1% peptide false discovery rate (FDR) and then collapsed further to a final protein-level FDR of 1%. Moreover, protein assembly was guided by principles of parsimony to produce the smallest set of proteins necessary to account for all observed peptides. Proteins were quantified by summing reporter ion counts across all matching PSMs. PSMs with poor quality, MS3 spectra with more than 3 TMT reporter ion channels missing, or isolation specificity less than 0.7, or with TMT reporter summed signal-to-noise ratio that were less than 150, or had no MS3 spectra were excluded from quantification. For Nuclear/Cytosolic fractionation, no normalization based on loading (total TMT sum signal to noise) was performed, but channels were corrected for input loading resulting from the fractionation (3.2~3.6 times more loading of the nuclear fractions compared to the cytosolic fractions). This ratio was applied for the final calculation of the nuclear-cytosolic protein abundance in the TMT-MS analysis.",2020-03-04,"[[""DOI:10.1038/s41586-020-2446-y"",""PMID:32612236""]]"
PXD018158,https://www.ebi.ac.uk:443/pride/ws/archive/project/PXD018158,"HEK293T cell degradome (pulse chase) time course (5h, 10, 15h) analysis upon Torin1 treatment. Related to Supplementary Table 3 from An et al (2020)","HEK293T Azidohomoalanine (AHA) Pulse Chase (degradome) time course experiment, were cells from various genetic background (WT, ATG7-/-, RB1CC1-/-) are treated or not with Torin1 for 5h, 10h or 15h. Samples are Biotin-click, and streptavidin enriched, digested and labeled with TMTpro 16plex.","[""Homo sapiens (Human)""]","[""cell culture""]",,"[""Orbitrap Fusion Lumos""]",,"[""Shotgun proteomics""]","[""TMT""]","Human, Azidohomoalanine (AHA), TMTpro, LC-MSMS","The identification of proteins was performed using the SEQUEST-HT engine (Proteome Discoverer v2.3.0.420 - Thermo Fisher Scientific). against the UniProt Human Reference Proteome (2019) using the following parameters (post-recalibration): a tolerance level of 10 ppm for MS1 and 0.7 Da for MS2 and false discovery rate of the Percolator decoy database search was set to 1%. Trypsin was used as the digestion enzyme, two missed cleavages were allowed, and the minimal peptide length was set to 7 amino acids. TMTpro tags on lysine residues and peptide N termini (+304.207 Da) and carbamidomethylation of cysteine residues (+57.021 Da) were set as static modifications, while oxidation of methionine residues (+15.995 Da) was set as a variable modification. For TMT-based reporter ion quantitation, we extracted (integration tolerance of 0.003 Da) the summed signal-to-noise ratio for each TMT channel and found the closest matching centroid to the expected mass of the TMT reporter ion. For protein-level comparisons, PSMs were identified, quantified, and collapsed to a 1% peptide false discovery rate (FDR) and then collapsed further to a final protein-level FDR of 1%. Moreover, protein assembly was guided by principles of parsimony to produce the smallest set of proteins necessary to account for all observed peptides. Proteins were quantified by summing reporter ion counts across all matching PSMs for unique peptides only. PSMs with poor quality, MS3 spectra with TMT reporter summed signal-to-noise ratio that were less than 10 per channel, isolation specificity ≤0.3, or had less than 70% of correctly selected SPS ions were excluded from quantification.",2020-03-23,"[[""DOI:10.1038/s41586-020-2446-y"",""PMID:32612236""]]"
PXD017857,https://www.ebi.ac.uk:443/pride/ws/archive/project/PXD017857,HEK293T cell degradome (pulse chase) analysis upon 12h Torin1 treatment. Related to Supplementary Table 3 from An et al (2020),"HEK293T Azidohomoalanine (AHA) Pulse Chase (degradome) experiment, were cells from various genetic background (WT, ATG7-/-, RB1CC1-/-) are treated or not with Torin1 for 12h. Samples are Biotin-click, and streptavidin enriched.","[""Homo sapiens (Human)""]","[""cell culture""]",,"[""Orbitrap Fusion Lumos""]",,"[""Affinity purification coupled with mass spectrometry proteomics"",""Shotgun proteomics""]","[""TMT""]","Human, Azidohomoalanine (AHA) incorporation, LC-MSMS","Mass spectra were processed using a Comet-based (v2018.01 rev.2) software. Spectra were converted to mzXML using a modified version of ReAdW.exe. Database searching included all canonical entries from the human UniProt database (SwissProt – 2019-01). This database was concatenated with one composed of all protein sequences in the reversed order. Searches were performed using a 20 ppm precursor ion tolerance for total protein level analysis. The recommended product ion parameters for ion trap ms/ms were used (1.0005 tolerance, 0.4 offset (mono masses), theoretical_fragment_ions = 1). TMT tags on lysine residues and peptide N termini (+229.163  Da for Amino-TMT) and carbamidomethylation of cysteine residues (+57.021 Da) were set as static modifications, while oxidation of methionine residues (+15.995 Da) was set as a variable modification. Peptide-spectrum matches (PSMs) were adjusted to a 1% false discovery rate (FDR) and PSM filtering was performed using a linear discriminant analysis, while considering the following parameters: Comet Log Expect and Diff Seq. Delta Log Expect, missed cleavages, peptide length, charge state, and precursor mass accuracy. For TMT-based reporter ion quantitation, we extracted the summed signal-to-noise (S:N) ratio for each TMT channel and found the closest matching centroid to the expected mass of the TMT reporter ion (integration tolerance of 0.003 Da). For protein-level comparisons, PSMs were identified, quantified, and collapsed to a 1% peptide false discovery rate (FDR) and then collapsed further to a final protein-level FDR of 1%. Moreover, protein assembly was guided by principles of parsimony to produce the smallest set of proteins necessary to account for all observed peptides. Proteins were quantified by summing reporter ion counts across all matching PSMs. PSMs with poor quality, MS3 spectra with more than 3 TMT reporter ion channels missing, or isolation specificity less than 0.7 (or 0.2 when using Real Time Search method), or with TMT reporter summed signal-to-noise ratio that were less than 150, or had no MS3 spectra were excluded from quantification.",2020-03-04,"[[""DOI:10.1038/s41586-020-2446-y"",""PMID:32612236""]]"
PXD018252,https://www.ebi.ac.uk:443/pride/ws/archive/project/PXD018252,HEK293T cell translatome analysis upon Torin1 treatment or single amino acid withdrawal. Related to Supplementary Table 2 from An et al (2020),"HEK293T subject to Torin1 treatment or amino acid withdraw dataset and translatome analysis was determined using Azidohomoalanine (AHA) incorportation, Biotin-click, and streptavidin enrichment. TMT 10plex labelling was used. Three genotypes, WT (24 fractions), ATG7 KO (HA-9-53-1 single shot), RB1CC1 KO (HA-9-53-2 single shot).","[""Homo sapiens (Human)""]","[""cell culture""]",,"[""Orbitrap Fusion Lumos""]",,"[""Shotgun proteomics""]","[""TMT""]","Human, Azidohomoalanine (AHA), LC-MSMS","Mass spectra were processed using a Comet-based (v2018.01 rev.2) software. Spectra were converted to mzXML using a modified version of ReAdW.exe. Database searching included all canonical entries from the human UniProt database (SwissProt – 2019-01). This database was concatenated with one composed of all protein sequences in the reversed order. Searches were performed using a 20 ppm precursor ion tolerance for total protein level analysis. The recommended product ion parameters for ion trap ms/ms were used (1.0005 tolerance, 0.4 offset (mono masses), theoretical_fragment_ions = 1). TMT tags on lysine residues and peptide N termini (+229.163 Da for Amino-TMT) and carbamidomethylation of cysteine residues (+57.021 Da) were set as static modifications, while oxidation of methionine residues (+15.995 Da) was set as a variable modification. Peptide-spectrum matches (PSMs) were adjusted to a 1% false discovery rate (FDR) and PSM filtering was performed using a linear discriminant analysis, while considering the following parameters: Comet Log Expect and Diff Seq. Delta Log Expect, missed cleavages, peptide length, charge state, and precursor mass accuracy. For TMT-based reporter ion quantitation, we extracted the summed signal-to-noise (S:N) ratio for each TMT channel and found the closest matching centroid to the expected mass of the TMT reporter ion (integration tolerance of 0.003 Da). For protein-level comparisons, PSMs were identified, quantified, and collapsed to a 1% peptide false discovery rate (FDR) and then collapsed further to a final protein-level FDR of 1%. Moreover, protein assembly was guided by principles of parsimony to produce the smallest set of proteins necessary to account for all observed peptides. Proteins were quantified by summing reporter ion counts across all matching PSMs. PSMs with poor quality, MS3 spectra with more than 3 TMT reporter ion channels missing, or isolation specificity less than 0.7 (or 0.2 when using Real Time Search method), or with TMT reporter summed signal-to-noise ratio that were less than 150, or had no MS3 spectra were excluded from quantification.",2020-03-30,"[[""DOI:10.1038/s41586-020-2446-y"",""PMID:32612236""]]"
PXD017853,https://www.ebi.ac.uk:443/pride/ws/archive/project/PXD017853,HCT116 cell proteome remodeling upon Torin1 treatment or amino acid withdraw. Related to Supplementary Table 1 from An et al (2020),"HCT116 cells with various genotype (WT, ATCG5 KO, RB1CC1 KO), treated with Torin1 or amino acid withdraw. TMT 11 plex single shot.","[""Homo sapiens (Human)""]","[""cell culture""]",,"[""Orbitrap Fusion Lumos""]",,"[""Shotgun proteomics""]","[""TMT""]","Human, Proteome, LC-MSMS","Mass spectra were processed using Comet-based (v2018.01 rev.2) software. Spectra were converted to mzXML using a modified version of ReAdW.exe. Database searching included all canonical entries from the human UniProt database (SwissProt – 2019-01). This database was concatenated with one composed of all protein sequences in the reversed order. Searches were performed using a 20 ppm precursor ion tolerance for total protein level analysis. The recommended product ion parameters for ion trap ms/ms were used (1.0005 tolerance, 0.4 offset (mono masses), theoretical_fragment_ions = 1). TMT tags on lysine residues and peptide N termini (+229.163 Da for Amino-TMT) and carbamidomethylation of cysteine residues (+57.021 Da) were set as static modifications, while oxidation of methionine residues (+15.995 Da) was set as a variable modification. Peptide-spectrum matches (PSMs) were adjusted to a 1% false discovery rate (FDR) and PSM filtering was performed using a linear discriminant analysis, as described previously, while considering the following parameters: Comet Log Expect and Diff Seq. Delta Log Expect, missed cleavages, peptide length, charge state, and precursor mass accuracy. For TMT-based reporter ion quantitation, we extracted the summed signal-to-noise (S:N) ratio for each TMT channel and found the closest matching centroid to the expected mass of the TMT reporter ion (integration tolerance of 0.003 Da). For protein-level comparisons, PSMs were identified, quantified, and collapsed to a 1% peptide false discovery rate (FDR) and then collapsed further to a final protein-level FDR of 1%. Moreover, protein assembly was guided by principles of parsimony to produce the smallest set of proteins necessary to account for all observed peptides. Proteins were quantified by summing reporter ion counts across all matching PSMs. PSMs with poor quality, MS3 spectra with more than 3 TMT reporter ion channels missing, or isolation specificity less than 0.7, or with TMT reporter summed signal-to-noise ratio that were less than 150, or had no MS3 spectra were excluded from quantification.",2020-07-13,"[[""DOI:10.1038/s41586-020-2446-y"",""PMID:32612236""]]"
PXD017852,https://www.ebi.ac.uk:443/pride/ws/archive/project/PXD017852,HEK293 cell proteome remodeling upon Torin1 treatment or amino acid withdraw. Related to Supplementary Table 1 from An et al (2020),"HEK293 cells with two genotype (WT or ATCG5 KO), treated with Torin1 or amino acid withdraw. TMT 11 plex.","[""Homo sapiens (Human)""]","[""cell culture""]",,"[""Orbitrap Fusion Lumos""]",,"[""Shotgun proteomics""]","[""TMT""]","Human, Proteome, LC-MSMS","Mass spectra were processed using Comet-based (v2018.01 rev.2) software. Spectra were converted to mzXML using a modified version of ReAdW.exe. Database searching included all canonical entries from the human UniProt database (SwissProt – 2019-01). This database was concatenated with one composed of all protein sequences in the reversed order. Searches were performed using a 20 ppm precursor ion tolerance for total protein level analysis. The recommended product ion parameters for ion trap ms/ms were used (1.0005 tolerance, 0.4 offset (mono masses), theoretical_fragment_ions = 1). TMT tags on lysine residues and peptide N termini (+229.163 Da for Amino-TMT) and carbamidomethylation of cysteine residues (+57.021 Da) were set as static modifications, while oxidation of methionine residues (+15.995 Da) was set as a variable modification. Peptide-spectrum matches (PSMs) were adjusted to a 1% false discovery rate (FDR) and PSM filtering was performed using a linear discriminant analysis, as described previously, while considering the following parameters: Comet Log Expect and Diff Seq. Delta Log Expect, missed cleavages, peptide length, charge state, and precursor mass accuracy. For TMT-based reporter ion quantitation, we extracted the summed signal-to-noise (S:N) ratio for each TMT channel and found the closest matching centroid to the expected mass of the TMT reporter ion (integration tolerance of 0.003 Da). For protein-level comparisons, PSMs were identified, quantified, and collapsed to a 1% peptide false discovery rate (FDR) and then collapsed further to a final protein-level FDR of 1%. Moreover, protein assembly was guided by principles of parsimony to produce the smallest set of proteins necessary to account for all observed peptides. Proteins were quantified by summing reporter ion counts across all matching PSMs. PSMs with poor quality, MS3 spectra with more than 3 TMT reporter ion channels missing, or isolation specificity less than 0.7, or with TMT reporter summed signal-to-noise ratio that were less than 150, or had no MS3 spectra were excluded from quantification.",2020-07-13,"[[""DOI:10.1038/s41586-020-2446-y"",""PMID:32612236""]]"
PXD015453,https://www.ebi.ac.uk:443/pride/ws/archive/project/PXD015453,CDK13 cooperates with CDK12 to control global RNA polymerase II processivity,"The RNA polymerase II (POLII) driven transcription cycle is tightly regulated at distinct checkpoints through cyclin dependent kinases (CDKs) and their cognate Cyclins. The molecular events underpinning transcriptional elongation and processivity and CDK-Cyclins involved remain poorly understood. Using CRISPR-CAS9 homology-directed-repair we generated analog-sensitive-kinase variants of CDK12 and CDK13 to probe their individual and shared biological and molecular roles. Single inhibition of CDK12 or CDK13 induced transcriptional responses associated with DNA-damage and cellular growth signaling pathways respectively, with minimal effects on cell viability. In contrast, dual-kinase inhibition potently induced cell death, which was associated with extensive genome-wide transcriptional changes including wide-spread use of alternative 3’ polyadenylation sites. At the molecular level dual-kinase inhibition resulted in the loss of POLII CTD phosphorylation and greatly reduced POLII elongation rates and processivity. These data define significant redundancy between CDK12 and CDK13, and identify both as fundamental regulators of global POLII processivity and transcription elongation.","[""Homo sapiens (Human)""]",,,"[""Q Exactive""]",,"[""Shotgun proteomics""]","[""Label free""]","CDK12, CDK13, phosphoproteomics, polymerase","Raw files were analyzed using MaxQuant (version 1.5.8.3). The database search was performed using the Uniprot Homo sapiens database plus common contaminants with strict trypsin specificity allowing up to 3 missed cleavages. The minimum peptide length was 7 amino acids. Carbamidomethylation of cysteine was a fixed modification while N-acetylation of proteins N-termini, oxidation of methionine and phosphorylation of Serine/Threonine/Tyrosine were set as variable modifications. During the MaxQuant main search, precursor ion mass error tolerance was set to 4.5 ppm and fragment ions were allowed a mass deviation of 20 ppm. PSM and protein identifications were filtered using a target-decoy approach at a false discovery rate (FDR) of 1% with the match between runs option enabled. Further analysis was performed using a custom pipeline developed in R, which utilizes the MaxQuant output file evidence.txt. A feature was defined as the combination of peptide sequence, charge and modification. Features not found in at least 80% of the replicates in one group were removed. To correct for injection volume variability, feature intensities were normalized by converting to base 2 logarithms and then multiplying each value by the ratio of maximum median intensity of all replicates over median replicate intensity. Missing values were imputed using a random normal distribution of values with the mean set at mean of the real distribution of values minus 2.2 s.d., and a s.d. of 0.15 times the s.d. of the distribution of the measured intensities. The probability of differential peptide expression between groups was calculated using the Limma R package (version 3.34.9). Probability values were corrected for multiple testing using Benjamini–Hochberg method. The heatmap for differentially phosphorylated peptides (adj. p-value < 0.3, 1-NM-PP1 treatment relative to DMSO treatment) was generated in R (v 3.5.1) using the gplots heatmap.2 function (v3.0.1.1). Differntially phosphorylated peptides with Adj. p-value ≤0.3  and logFC < 0 relative to DMSO treatment in 1-NM-PP1 treated CDK13AS/AS and #2 CDK12AS/NULL; CDK13AS/AS (excluding peptides with an Adj. p-value ≤ 0.3 in 1-NM-PP1 treated WT clone) were included in the Venn diagram. Gene-ontology (GO) analysis was performed for proteins with differentially phosphorylated peptides in #2 CDK12AS/NULL; CDK13AS/AS cells  treated with 1-NM-PP1 (Adj. P-value ≤0.3, logFC <0 relative to DMSO treatment and excluding proteins with peptides with and Adj.P.Value ≤ 0.3 in WT) with Metascape using default expressed analysis. Interaction networks for proteins included in the GO-analysis for #2 CDK12AS/NULL; CDK13AS/AS cells were analyzed in Cytoscape (v3.7.1) using the STRING network analysis function.",2019-09-16,
PXD015491,https://www.ebi.ac.uk:443/pride/ws/archive/project/PXD015491,G3BP1-linked mRNA partitioning supports selective protein synthesis in response to oxidative stress,"Cells limit energy-consuming mRNA translation during stress to maintain metabolic homeostasis. Sequestration of mRNAs by RNA binding proteins (RBPs) into stress granules (SGs) reduces translation, but it remains unclear whether SGs also function in partitioning of specific transcripts to polysomes (PSs) to guide selective translation and stress-adaptation in cancer. Transcripts enriched in PSs, defined by polysome fractionation and RNAseq, were compared with mRNAs complexed with the SG-nucleator protein, G3BP1, defined by spatially-restricted enzymatic tagging. Short-term oxidative stress profoundly altered mRNA translation by promoting selective enrichment of transcripts within SGs or PSs. G3BP1 participates in this compartmentalisation by sequestering transcripts in SGs. Under stress, G3BP1-bound transcripts are PS-depleted and encode proteins involved in mRNA translation, pro-apoptosis, and mitochondrial function. In contrast, specific PS-enriched transcripts disassociate from G3BP1 under stress to encode proteins involved in diverse cellular cytoprotective pathways. Therefore, G3BP1 partitioning guides selective translation to support stress adaptation and cell survival.","[""Homo sapiens (Human)""]",,,"[""Orbitrap Fusion Lumos""]",,"[""Affinity purification coupled with mass spectrometry proteomics""]","[""SILAC""]","G3BP1, APEX, Prostate cancer, Stress granules",Data analysis was carried out using Proteome Discoverer™ Software - Thermo Fisher Scientific.,2019-09-18,"[[""PMID:32406909"",""DOI:10.1093/nar/gkaa376""]]"
