PXD;RAW;cell;treated;comment
PXD010538;160923_A12_FullProteome2_WT_17_supernatant_DMSO_SCX4.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_17_supernatant_DMSO_SCX5.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_17_supernatant_DMSO_SCX6.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_18_pellet_DMSO_B.raw;SH-SY5Y;No;
PXD010538;160923_A12_FullProteome2_WT_18_pellet_DMSO_C.raw;SH-SY5Y;No;
PXD010538;160923_A12_FullProteome2_WT_18_pellet_DMSO_DE.raw;SH-SY5Y;No;
PXD010538;160923_A12_FullProteome2_WT_18_supernatant_DMSO_SCX12.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_18_supernatant_DMSO_SCX3.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_18_supernatant_DMSO_SCX4.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_18_supernatant_DMSO_SCX5.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_18_supernatant_DMSO_SCX6.raw;SH-SY5Y;No;supernatant
PXD010538;160923_A12_FullProteome2_WT_2_pellet_SF_B.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_2_pellet_SF_C.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_2_pellet_SF_DE.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_2_supernatant_SF_SCX12.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_2_supernatant_SF_SCX3.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_2_supernatant_SF_SCX4.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_2_supernatant_SF_SCX5.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_2_supernatant_SF_SCX6.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_3_pellet_SF_B.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_3_pellet_SF_C.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_3_pellet_SF_DE.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_3_supernatant_SF_SCX12.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_3_supernatant_SF_SCX3.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_3_supernatant_SF_SCX4.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_3_supernatant_SF_SCX5.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_3_supernatant_SF_SCX6.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_4_pellet_SF_B.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_4_pellet_SF_C.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_4_pellet_SF_DE.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_4_supernatant_SF_SCX12.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_4_supernatant_SF_SCX3.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_4_supernatant_SF_SCX4.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_4_supernatant_SF_SCX5.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_4_supernatant_SF_SCX6.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_5_pellet_SF_B.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_5_pellet_SF_C.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_5_pellet_SF_DE.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_5_supernatant_SF_SCX12.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_5_supernatant_SF_SCX3.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_5_supernatant_SF_SCX4.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_5_supernatant_SF_SCX5.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_5_supernatant_SF_SCX6.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_6_pellet_SF_B.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_6_pellet_SF_C.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_6_pellet_SF_DE.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_6_supernatant_SF_SCX12.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_6_supernatant_SF_SCX3.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_6_supernatant_SF_SCX4.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_6_supernatant_SF_SCX6_161214131311.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_6_supernatant_SF_SCX6.raw;SH-SY5Y;serum-free starvation;
PXD010538;160923_A12_FullProteome2_WT_7_pellet_Rapa_B.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_7_pellet_Rapa_C.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_7_pellet_Rapa_DE.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_7_supernatant_Rapa_SCX12.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_7_supernatant_Rapa_SCX3.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_7_supernatant_Rapa_SCX4.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_7_supernatant_Rapa_SCX5.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_7_supernatant_Rapa_SCX6.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_8_pellet_Rapa_B.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_8_pellet_Rapa_C.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_8_pellet_Rapa_DE.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_8_supernatant_Rapa_SCX12.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_8_supernatant_Rapa_SCX3.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_8_supernatant_Rapa_SCX4.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_8_supernatant_Rapa_SCX5.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_8_supernatant_Rapa_SCX6.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_9_pellet_Rapa_B.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_9_pellet_Rapa_C.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_9_pellet_Rapa_DE.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_9_supernatant_Rapa_SCX12.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_9_supernatant_Rapa_SCX3.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_9_supernatant_Rapa_SCX4.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_9_supernatant_Rapa_SCX5.raw;SH-SY5Y;rapamycin;
PXD010538;160923_A12_FullProteome2_WT_9_supernatant_Rapa_SCX6.raw;SH-SY5Y;rapamycin;
PXD002032;20120522_Orbi3_JRW_SA_88_L1.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_88_L2.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_88_T1.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_88_T2.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_89_L1.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_89_L2.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_89_T1.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_89_T2.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_90_L1.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_90_L2.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_90_T1_120612131358.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_90_T2.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_91_L1.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_91_L2.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_91_T1.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_91_T2.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_92_L1.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_92_L2.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_92_T1.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_92_T2_120613063053.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_93_L1.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_93_L2_120613125448.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_93_T1_120613191815.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD002032;20120522_Orbi3_JRW_SA_93_T2.RAW;MDA-MB-231;No;L = HMG1-silencing? T = control?
PXD006614;M411-A01-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A01-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A02-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A02-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A03-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A03-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A04-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A04-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A05-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A05-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A06-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A06-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A07-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A07-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A08-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A08-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A09-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A09-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A10-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-A10-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B01-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B01-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B02-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B02-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B03-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B03-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B04-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B04-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B05-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B05-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B06-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B06-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B07-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B07-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B08-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B08-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B09-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B09-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B10-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-B10-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C01-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C01-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C02-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C02-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C03-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C03-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C04-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C04-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C05-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C05-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C06-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C06-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C07-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C07-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C08-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C08-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C09-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C09-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C10-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-C10-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D01-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D01-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D02-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D02-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D03-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D03-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D04-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D04-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D05-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D05-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D06-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D06-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D07-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D07-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D08-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D08-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D09-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D09-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D10-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-D10-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E01-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E01-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E02-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E02-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E03-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E03-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E04-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E04-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E05-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E05-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E06-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E06-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E07-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E07-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E08-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E08-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E09-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E09-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E10-O156-HS-P4569-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M411-E10-O156-HS-P4569-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A01-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A01-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A02-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A02-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A03-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A03-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A04-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A04-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A05-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A05-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A06-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A06-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A07-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A07-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A08-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A08-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A09-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A09-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A10-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-A10-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B01-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B01-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B02-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B02-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B03-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B03-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B04-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B04-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B05-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B05-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B06-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B06-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B07-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B07-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B08-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B08-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B09-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B09-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B10-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-B10-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-C01-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-C01-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-C02-O206-CTB1-P5242-1.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
PXD006614;M454-C02-O206-CTB1-P5242-2.raw;KBM7/HAP1;No;HS = HAP1, CTB = KBM7?
