,h_uniprot,mouse_uniprot
2145,Q14151,Q80YR5
2146,Q14152,P23116
2147,Q14164,Q9R0T8
2148,Q14165,Q6ZQI3
2149,Q14166,Q3UDE2
2150,Q14192,O70433
2151,Q14194,Q6P1J1
2152,Q14195,E9PWE8
2153,Q14203,O08788
2154,Q14204,Q9JHU4
2155,Q14210,P35459
2156,Q14232,Q99LC8
2157,Q14240,P10630
2158,Q14247,Q60598
2159,Q14249,O08600
2160,Q14258,Q61510
2161,Q14289,Q9QVP9
2162,Q14314,P12804
2163,Q14315,Q8VHX6
2164,Q14324,Q5XKE0
2165,Q14344,P27601
2166,Q14353,O35969
2167,Q14393,Q61592
2168,Q14410,Q9WU65
2169,Q14432,Q9Z0X4
2170,Q14451,Q03160
2171,Q14498,Q8VH51
2172,Q14508,Q9DAU7
2173,Q14511,O35177
2174,Q14512,O70514
2175,Q14515,P70663
2176,Q14520,E9QM92
2177,Q14532,B1ATJ5
2178,Q14554,Q921X9
2179,Q14558,B1AT82
2180,Q14566,P97311
2181,Q14571,Q9Z329
2182,Q14573,P70227
2183,Q14576,Q60900
2184,Q14624,A6X935
2185,Q14644,Q60790
2186,Q14651,Q3V0K9
2187,Q14657,Q9CR70
2188,Q14669,G5E870
2189,Q14676,E9QK89
2190,Q14677,Q5SUH6
2191,Q14678,E9Q238
2192,Q14684,Q91YK2
2193,Q14692,Q6PGF5
2194,Q14694,P52479
2195,Q14696,Q9ERE7
2196,Q14697,Q8BHN3
2197,Q14721,Q03717
2198,Q14739,Q3U9G9
2199,Q14749,Q9QXF8
2200,Q14761,Q64697
2201,Q14764,E9Q3X0
2202,Q14765,Q3V157
2203,Q14766,A0A3Q4EGK3
2204,Q14789,E9PVZ8
2205,Q14814,Q63943
2206,Q14832,Q9QYS2
2207,Q14865,Q8BM75
2208,Q14914,Q91YR9
2209,Q14934,Q8K120
2210,Q14966,E9QML5
2211,Q14974,P70168
2212,Q14982,G5E8G3
2213,Q14990,A6H656
2214,Q14997,Q5SSW2
2215,Q14CN2,Q3UW98
2216,Q14CX7,Q8BWZ3
2217,Q14CZ8,Q640R3
2218,Q15006,Q9CRD2
2219,Q15007,E0CYH0
2220,Q15008,Q99JI4
2221,Q15018,Z4YJY0
2222,Q15021,A0A0R4J0H7
2223,Q15024,Q9D0M0
2224,Q15027,Q8K2H4
2225,Q15029,A2AH85
2226,Q15035,Q924Z5
2227,Q15036,Q8BVL3
2228,Q15042,A0A1D5RLG3
2229,Q15046,Q8R2P8
2230,Q15049,E9QP87
2231,Q15050,Q9CYH6
2232,Q15052,F6WMJ3
2233,Q15056,Q9WUK2
2234,Q15059,Q8K2F0
2235,Q15061,Q6ZQL4
2236,Q15063,Q62009
2237,Q15067,Q9R0H0
2238,Q15075,Q8BL66
2239,Q15084,Q3TML0
2240,Q15113,D3YUE2
2241,Q15118,Q8BFP9
2242,Q15119,Q9JK42
2243,Q15120,Q922H2
2244,Q15121,Q62048
2245,Q15124,Q8BZF8
2246,Q15125,P70245
2247,Q15126,Q9D1G2
2248,Q15147,Q91UZ1
2249,Q15149,Q9QXS1
2250,Q15166,Q62087
2251,Q15172,Q6PD03
2252,Q15173,Q6PD28
2253,Q15181,Q9D819
2254,Q15208,Q91VJ4
2255,Q15223,Q9JKF6
2256,Q15233,Q99K48
2257,Q15274,Q91X91
2258,Q15276,O35551
2259,Q15286,Q6PHN9
2260,Q15291,Q8BX09
2261,Q15293,Q05186
2262,Q15311,Q62172
2263,Q15327,Q9CR42
2264,Q15334,A0A0R4J0S4
2265,Q15365,P60335
2266,Q15375,Q61772
2267,Q15386,Q80U95
2268,Q15388,Q9DCC8
2269,Q15393,Q921M3
2270,Q15397,A0A0N4SUH4
2271,Q15398,A0A0R4J0G7
2272,Q15404,Q9D031
2273,Q15417,Q9DAW9
2274,Q15424,S4R1M2
2275,Q15427,Q8QZY9
2276,Q15428,G3UVU2
2277,Q15459,Q8K4Z5
2278,Q15477,Q6NZR5
2279,Q15493,Q64374
2280,Q15526,P09925
2281,Q15527,P09926
2282,Q15542,F8VPY2
2283,Q15545,Q9R1C0
2284,Q15554,O35144
2285,Q15555,Q8R001
2286,Q15582,P82198
2287,Q15599,A0A0R4IZX2
2288,Q15628,Q3U0V2
2289,Q15637,Q64213
2290,Q15643,E9Q512
2291,Q15645,Q3UA06
2292,Q15646,Q8VI94
2293,Q15648,Q925J9
2294,Q15654,Q9Z1Y4
2295,Q15678,Q62130
2296,Q15691,Q61166
2297,Q15717,P70372
2298,Q15723,Q9JHC9
2299,Q15738,Q9R1J0
2300,Q15742,Q61127
2301,Q15746,B1B1A8
2302,Q15750,Q8CF89
2303,Q15751,E9PZP8
2304,Q15758,Q9ESU7
2305,Q15772,E9QQ25
2306,Q15773,Q99KX1
2307,Q15785,Q9CYG7
2308,Q15800,Q9CRA4
2309,Q15814,A0A0R4J0M1
2310,Q15828,Q9D1B1
2311,Q15835,G3X905
2312,Q15836,P63024
2313,Q15848,Q60994
2314,Q15907,P46638
2315,Q15910,Q61188
2316,Q16134,Q921G7
2317,Q16143,Q91ZZ3
2318,Q16186,Q9JKV1
2319,Q16204,D3YZP9
2320,Q16222,Q3UHZ7
2321,Q16270,E9Q5D9
2322,Q16348,Q9JM03
2323,Q16352,P46660
2324,Q16401,Q8BJY1
2325,Q16512,P70268
2326,Q16513,Q8BWW9
2327,Q16514,E9QNT5
2328,Q16518,Q91ZQ5
2329,Q16531,Q3U1J4
2330,Q16537,Q61151
2331,Q16566,Q8BGR3
2332,Q16585,P82349
2333,Q16602,Q9R1W5
2334,Q16610,Q61508
2335,Q16620,P15209
2336,Q16647,Q8BXC0
2337,Q16651,Q99L44
2338,Q16654,O70571
2339,Q16656,Q99K73
2340,Q16658,Q61553
2341,Q16666,P0DOV2
2342,Q16698,Q9CQ62
2343,Q16706,P27046
2344,Q16719,A2ARD6
2345,Q16720,Q0VF55
2346,Q16740,O88696
2347,Q16762,P52196
2348,Q16790,Q8VHB5
2349,Q16799,Q8K0T0
2350,Q16821,Q99MR9
2351,Q16831,P52624
2352,Q16832,Q62371
2353,Q16849,A6MDD2
2354,Q16853,O70423
2355,Q16854,Q9QX60
2356,Q16864,Q9D1K2
2357,Q16880,Q64676
2358,Q17R31,E9QL22
2359,Q1KMD3,Q00PI9
2360,Q1L5Z9,F6ZE64
2361,Q27J81,E9QLA5
2362,Q29RF7,E9QPI5
2363,Q2KHT3,Z4YLG3
2364,Q2M2H8,A0A571BDS5
2365,Q2M2I5,A1L317
2366,Q2M2I8,Q3UHJ0
2367,Q2M385,E9QN37
2368,Q2M3C7,E9PUC4
2369,Q2M3V2,Q8BLS7
2370,Q2NL82,Q5SWD9
2371,Q2TAA5,Q3TZM9
2372,Q2TAL5,Q8CI12
2373,Q2TAL8,G3X8R5
2374,Q2TAY7,Q3UKJ7
2375,Q2TB10,Q0VEE6
2376,Q2TB90,Q91W97
2377,Q2TBA0,A0A0R4J166
2378,Q2UY09,Q2UY11
2379,Q2VIR3,Q9Z0N1
2380,Q2Y0W8,Q8JZR6
2381,Q30154,Q3UUV9
2382,Q32MK0,Q3UIZ8
2383,Q32MZ4,Q3UZ39
2384,Q32NB8,Q8BHF7
2385,Q32P28,A2A7Q5
2386,Q3B726,Q78WZ7
2387,Q3KQU3,A2AJI0
2388,Q3KQV9,Q3TW96
2389,Q3KQZ1,Q5SWT3
2390,Q3LXA3,Q8VC30
2391,Q3MIR4,Q8BHG3
2392,Q3SXM5,Q8BTX9
2393,Q3SXY8,Q640N2
2394,Q3SY84,Q9R0H5
2395,Q3SYC2,Q80W94
2396,Q3YEC7,Q5U3K5
2397,Q3ZCW2,Q8VED9
2398,Q4G0F5,Q8C0E2
2399,Q4G0I0,Q6RUT7
2400,Q4G0N4,Q8C5H8
2401,Q4G148,D3Z6W7
2402,Q4J6C6,Q8C167
2403,Q4KMP7,Q8BHL3
2404,Q4KMQ2,A0A2I3BPX3
2405,Q4V9L6,Q8R138
2406,Q4VX76,Q99N48
2407,Q4W5G0,Q0VBL1
2408,Q504Y0,Q5FWH7
2409,Q52LD8,Q8CHX7
2410,Q52LJ0,Q80VD1
2411,Q53EL6,Q61823
2412,Q53EP0,A0A0R4J0H8
2413,Q53EU6,Q8C0N2
2414,Q53F19,Q8BZR9
2415,Q53FP2,Q9D328
2416,Q53GA4,O08969
2417,Q53GS7,Q8R322
2418,Q53GT1,Q99JN2
2419,Q53H82,Q99KR3
2420,Q53HC0,Q8VDN4
2421,Q53HL2,Q8BHX3
2422,Q53LP3,Q8C0J6
2423,Q53QZ3,Q811M1
2424,Q53RT3,Q09PK2
2425,Q53S33,E9PX89
2426,Q53S58,Q8BPE4
2427,Q53T59,Q3TC93
2428,Q53TN4,Q925G2
2429,Q562F6,Q7TSY8
2430,Q562R1,Q8BFZ3
2431,Q56VL3,Q9D8W7
2432,Q587I9,Q9CSV6
2433,Q58DX5,A0A0N4SUJ3
2434,Q58WW2,Q9DC22
2435,Q59EK9,O08576
2436,Q5BJH2,Q9CZB9
2437,Q5BKX8,A2AMM0
2438,Q5BKZ1,A0A0R4J098
2439,Q5CZC0,A2ARZ3
2440,Q5D862,E9QPZ3
2441,Q5EBL8,Q9CZG9
2442,Q5EBM0,Q3U5Q7
2443,Q5F1R6,E9Q8D0
2444,Q5GLZ8,Q6PAV2
2445,Q5HYI7,D3YTP3
2446,Q5HYI8,Q9D4V7
2447,Q5IJ48,Q80YA8
2448,Q5JPI3,Q3TTL0
2449,Q5JQC9,Q60662
2450,Q5JRA6,A0A0R4J2D3
2451,Q5JRX3,Q8K411
2452,Q5JSH3,Q6NVE8
2453,Q5JSP0,Q3TNB8
2454,Q5JTH9,Q6P5B0
2455,Q5JTJ3,Q8BGD8
2456,Q5JTZ9,Q14CH7
2457,Q5JU69,Q8R1J9
2458,Q5JVF3,Q8BFV2
2459,Q5JVS0,E9QKB2
2460,Q5JY77,Q5U4C1
2461,Q5KU26,Q8K4Q8
2462,Q5M775,Q5SXY1
2463,Q5M9N0,Q8CDI6
2464,Q5MIZ7,Q922R5
2465,Q5MNZ6,Q9CR39
2466,Q5NDL2,Q8BYW9
2467,Q5QJ74,Q8C5W3
2468,Q5QJE6,Q8R2M2
2469,Q5R3I4,A3KMP2
2470,Q5RHP9,F6QRE9
2471,Q5RI15,Q9D7J4
2472,Q5RKV6,Q8BTW3
2473,Q5S007,Q5S006
2474,Q5SQI0,Q8K341
2475,Q5SRE5,Q6ZQH8
2476,Q5SRE7,A0A0R4J137
2477,Q5SSJ5,Z4YKB8
2478,Q5SV97,Q149B8
2479,Q5SW96,Q8C142
2480,Q5SWX8,Q4PJX1
2481,Q5SY16,Q3TZX8
2482,Q5SYC1,Q8BG92
2483,Q5T0D9,Q9DBS2
2484,Q5T0W9,Q0VBM2
2485,Q5T160,Q3U186
2486,Q5T1C6,Q3UUI3
2487,Q5T1M5,Q6P9Q6
2488,Q5T1R4,A2A884
2489,Q5T200,A0A2I3BPQ5
2490,Q5T280,Q3UHX9
2491,Q5T2E6,Q6PD19
2492,Q5T3J3,Q8CDD9
2493,Q5T440,Q8CAK1
2494,Q5T447,Q3U487
2495,Q5T4S7,A2AN08
2496,Q5T5C0,Q8K400
2497,Q5T5P2,E9QAU4
2498,Q5T5Y3,A0A0A0MQE5
2499,Q5T6F2,Q91VX2
2500,Q5T6V5,G3X8U3
2501,Q5T6X4,Q9CX19
2502,Q5T749,B2RUR4
2503,Q5T750,G5E8Z3
2504,Q5T7N3,Q6P9J5
2505,Q5T9C2,Q78T81
2506,Q5T9C9,Q6U7H8
2507,Q5TA50,Q8BS40
2508,Q5TAQ9,Q8N7N5
2509,Q5TBC7,Q08ED0
2510,Q5TC84,Q8VE52
2511,Q5TCQ9,G5E8T6
2512,Q5TFE4,Q8C5P5
2513,Q5TGY3,Q6PAL7
2514,Q5TH69,Q3UGY8
2515,Q5THJ4,B1ART2
2516,Q5TZA2,Q8CJ40
2517,Q5U5X0,Q9DA03
2518,Q5U651,Q3U0S6
2519,Q5UIP0,Q6PR54
2520,Q5VIR6,Q8CCB4
2521,Q5VSL9,Q8C079
2522,Q5VST6,Q7M759
2523,Q5VT52,Q6NXI6
2524,Q5VTE6,Q8K1C0
2525,Q5VTL8,Q80SY5
2526,Q5VTR2,Q5DTM8
2527,Q5VTT5,A2ABU4
2528,Q5VU65,A0A0G2JFZ8
2529,Q5VUA4,Q99PP2
2530,Q5VUB5,A2ATK9
2531,Q5VV41,Q3U5C8
2532,Q5VVQ6,Q8CB27
2533,Q5VW32,Q8K2Q7
2534,Q5VW36,A2AKG8
2535,Q5VWJ9,Q8CE50
2536,Q5VWP3,V9GWW6
2537,Q5VWZ2,E9QLB2
2538,Q5VXT5,O89104
2539,Q5VXU1,A0A1W2P6G7
2540,Q5VZ89,A6H8H2
2541,Q5VZE5,Q6PHQ8
2542,Q5VZK9,Q6EDY6
2543,Q5W0U4,Q80YW5
2544,Q5W0V3,Q8CDM8
2545,Q5W111,Q3TFQ1
2546,Q5XKE5,Q8VED5
2547,Q63HM9,G3X9A7
2548,Q63HQ2,Q4VBE4
2549,Q63HR2,Q8CGB6
2550,Q63ZY3,Q8BX02
2551,Q66GS9,Q6P5D4
2552,Q66K14,Q5SVR0
2553,Q66K74,Q8C052
2554,Q66K79,Q8R4V4
2555,Q66LE6,Q925E7
2556,Q687X5,Q923B6
2557,Q68CL5,E9QLP0
2558,Q68CQ4,A0A0R4J114
2559,Q68CZ2,A0A5F8MPF2
2560,Q68D91,Q8BL86
2561,Q68DH5,Q8C561
2562,Q68DQ2,A0A338P6N4
2563,Q68E01,Q7TPD0
2564,Q68EM7,Q3UIA2
2565,Q69YN2,Q8CI33
2566,Q69YN4,E9PZY8
2567,Q6BCY4,Q3KNK3
2568,Q6DD87,Q8BIF9
2569,Q6DHV7,Q80SY6
2570,Q6DKI1,Q9D8M4
2571,Q6DKK2,Q8CC21
2572,Q6DN12,Q5RJH2
2573,Q6DT37,Q80UW5
2574,Q6EEV4,Q6P6I6
2575,Q6EMK4,Q9CZT5
2576,Q6F5E8,S0DHL8
2577,Q6GMV2,Q3TYX3
2578,Q6GMV3,D3Z4S3
2579,Q6GQQ9,B2RUR8
2580,Q6H9L7,D3Z6A3
2581,Q6IA86,Q91WG4
2582,Q6IAA8,Q9CQ22
2583,Q6IB77,Q91XE0
2584,Q6IBS0,Q9Z0P5
2585,Q6IC98,Q8CB44
2586,Q6IN85,E9Q481
2587,Q6IPX3,Q9DB24
2588,Q6IQ21,Q8BIQ8
2589,Q6IQ49,Q8K1J5
2590,Q6KB66,Q0VBK2
2591,Q6KCM7,A2ASZ8
2592,Q6MZM9,Q3SYJ2
2593,Q6N022,Q3UHK6
2594,Q6N069,Q9DBB4
2595,Q6NTF9,Q8VEK2
2596,Q6NUK1,Q8BMD8
2597,Q6NUM9,Q64FW2
2598,Q6NUN0,Q8BGA8
2599,Q6NUQ1,Q8BZ36
2600,Q6NY19,Q9Z1P7
2601,Q6NZI2,O54724
2602,Q6NZY4,Q9CYA6
2603,Q6P0N0,Q80WQ8
2604,Q6P161,Q9CPW3
2605,Q6P1L8,Q9D1I6
2606,Q6P1M0,Q91VE0
2607,Q6P1N0,Q8K1A6
2608,Q6P2E9,G5E896
2609,Q6P2P2,F8WIU7
2610,Q6P2Q9,Q99PV0
2611,Q6P4A7,Q925N1
2612,Q6P4A8,A0A0R4J0B2
2613,Q6P4Q7,Q69ZF7
2614,Q6P4R8,Q6PIJ4
2615,Q6P587,Q8R0F8
2616,Q6P589,Q9D8Y7
2617,Q6P5Q4,Q3UHZ5
2618,Q6P5S2,Q8C6C9
2619,Q6P6C2,Q3TSG4
2620,Q6P995,Q14CH0
2621,Q6P9B6,Q8K0P3
2622,Q6P9B9,Q8CHT3
2623,Q6P9F7,Q5DU41
2624,Q6PCB0,Q8R2Z5
2625,Q6PCB5,D3Z0K6
2626,Q6PCB7,Q60714
2627,Q6PCE3,Q8CAA7
2628,Q6PD62,Q62018
2629,Q6PGP7,F8VPK0
2630,Q6PI78,Q4VAE3
2631,Q6PID6,Q9D6K7
2632,Q6PIF6,Q99MZ6
2633,Q6PJG6,E9QLK3
2634,Q6PJW8,Q8CBC4
2635,Q6PKG0,Q6ZQ58
2636,Q6PL24,Q3UHI4
2637,Q6PML9,Q5IRJ6
2638,Q6PUV4,P84086
2639,Q6QNY0,Q5U5M8
2640,Q6QNY1,Q9CWG9
2641,Q6R327,Q6QI06
2642,Q6RW13,Q9WVK0
2643,Q6SZW1,Q6PDS3
2644,Q6UB98,G5E893
2645,Q6UUV7,Q91X84
2646,Q6UVK1,Q8VHY0
2647,Q6UVY6,Q9CXI3
2648,Q6UW63,Q9JHP7
2649,Q6UWD8,Q8C708
2650,Q6UWE0,Q80ZI6
2651,Q6UWM9,Q8BWQ1
2652,Q6UWP2,Q3U0B3
2653,Q6UWP7,Q3UN02
2654,Q6UWP8,E9QPB2
2655,Q6UWR7,Q8BGN3
2656,Q6UWY5,Q8BSH2
2657,Q6UX06,D3YYD0
2658,Q6UX07,Q5SS80
2659,Q6UX71,Q9DC11
2660,Q6UXB8,Q9ET66
2661,Q6UXG8,Q8BJE2
2662,Q6UXN9,Q8BFQ4
2663,Q6VMQ6,Q7TT18
2664,Q6VY07,Q8K212
2665,Q6WKZ4,E9Q8L9
2666,Q6XQN6,Q8CC86
2667,Q6XUX3,Q6XUX1
2668,Q6XZF7,A0A0R4J055
2669,Q6Y1H2,Q9D3B1
2670,Q6Y288,Q8BHT6
2671,Q6YHK3,Q8R422
2672,Q6YN16,Q2TPA8
2673,Q6YP21,Q71RI9
2674,Q6ZMI0,Q3TDD9
2675,Q6ZMJ2,Q8K299
2676,Q6ZMP0,Q3UTY6
2677,Q6ZMT1,Q8R1B0
2678,Q6ZMU5,Q1XH17
2679,Q6ZMZ3,Q4FZC9
2680,Q6ZN16,A2AQW0
2681,Q6ZN66,L7N1X8
2682,Q6ZNB6,E9Q8I7
2683,Q6ZRP7,Q3TMX7
2684,Q6ZS30,E9PYP2
2685,Q6ZS81,E9Q2M9
2686,Q6ZS82,Q148R9
2687,Q6ZT07,Q3UYK3
2688,Q6ZT12,F6QC57
2689,Q6ZT21,D3Z286
2690,Q6ZTN6,Q6PD24
2691,Q6ZU15,Q9DA97
2692,Q6ZU52,D3Z623
2693,Q6ZUJ8,Q9EQ32
2694,Q6ZUT6,A3KGF9
2695,Q6ZUX7,Q8BGA2
2696,Q6ZV70,Q8CD19
2697,Q6ZV89,Q8JZW5
2698,Q6ZVF9,Q8BWS5
2699,Q6ZVK8,Q3U2V3
2700,Q6ZVM7,Q5SRX1
2701,Q6ZWB6,Q50H33
2702,Q6ZWL3,Q9DBW0
2703,Q6ZWT7,Q8R3I2
2704,Q6ZXV5,G5E8C4
2705,Q702N8,A0A571BDS0
2706,Q709C8,Q8BX70
2707,Q709F0,A0A0R4J0I6
2708,Q70CQ2,F6WJB7
2709,Q70J99,B2RUP2
2710,Q711Q0,D3Z1D3
2711,Q712K3,Q6ZWZ2
2712,Q71RH2,Q7TNV1
2713,Q75T13,Q3UUQ7
2714,Q76M96,Q8R2G6
2715,Q7KZ85,Q62383
2716,Q7KZF4,Q78PY7
2717,Q7L099,A0A0G2JFT8
2718,Q7L0J3,Q9JIS5
2719,Q7L0Y3,Q3UFY8
2720,Q7L1I2,Q8BG39
2721,Q7L266,Q8C0M9
2722,Q7L2H7,Q99JX4
2723,Q7L2J0,Q8K3A9
2724,Q7L311,Q6A058
2725,Q7L3T8,A8Y5T6
2726,Q7L4I2,S4R2L4
2727,Q7L523,Q80X95
2728,Q7L576,Q7TMB8
2729,Q7L5D6,Q9D1H7
2730,Q7L5L3,Q99LY2
2731,Q7L5N7,Q8BYI6
2732,Q7L775,Q8VEH5
2733,Q7L7X3,Q5F2E8
2734,Q7L8J4,Q99LH9
2735,Q7L8L6,A0A0R4J291
2736,Q7LBC6,B9EKS2
2737,Q7LBR1,Q99LU0
2738,Q7LDG7,Q9QUG9
2739,Q7LGA3,Q8R3H7
2740,Q7RTP0,Q8BHK1
2741,Q7RTP6,A0A5F8MPU7
2742,Q7RTV0,P83870
2743,Q7Z2K6,Q3UVK0
2744,Q7Z2K8,Q3UNH4
2745,Q7Z2T5,A0A0R4J0U8
2746,Q7Z2X4,Q3UBG2
2747,Q7Z2Y5,B1B0C9
2748,Q7Z2Z1,Q8BQ33
2749,Q7Z2Z2,Q8C0D5
2750,Q7Z333,A2AKX3
2751,Q7Z392,B2RXC1
2752,Q7Z3B1,Q80Z24
2753,Q7Z3B4,Q8BTS4
2754,Q7Z3D6,E9QMK9
2755,Q7Z3H4,Q8C8Y5
2756,Q7Z3K3,Q8BZH4
2757,Q7Z3Y8,Q9Z320
2758,Q7Z417,Q5F2E7
2759,Q7Z422,Q6NXN1
2760,Q7Z434,Q8VCF0
2761,Q7Z449,Q9CX98
2762,Q7Z4H3,Q3SXD3
2763,Q7Z4H8,G5E897
2764,Q7Z4I7,Q91XD2
2765,Q7Z4Q2,Q8BQM4
2766,Q7Z4R8,Q9DAY5
2767,Q7Z4S6,E9Q0J5
2768,Q7Z553,Q3UV20
2769,Q7Z591,Q80VW7
2770,Q7Z5G4,Q91W53
2771,Q7Z5K2,Q65Z40
2772,Q7Z5L7,Q7TQ62
2773,Q7Z5L9,E9Q1P8
2774,Q7Z5P4,Q8VCR2
2775,Q7Z5R6,Q8R5A3
2776,Q7Z614,A0A0R4J0D0
2777,Q7Z6J4,Q8BY35
2778,Q7Z6L1,Q80VP0
2779,Q7Z6M1,Q8VCH5
2780,Q7Z6P3,Q8CB87
2781,Q7Z6Z7,A2AFQ0
2782,Q7Z794,Q6IFZ6
2783,Q7Z7A1,A2AL36
2784,Q7Z7E8,Q7TSS2
2785,Q7Z7G2,Q80WM3
2786,Q7Z7H5,Q8R1V4
2787,Q7Z7H8,Q3TBW2
2788,Q7Z7K0,Q9CPZ8
2789,Q7Z7K6,Q9CXS4
2790,Q7Z7L7,Q80ZJ6
2791,Q7Z7M9,Q8C102
2792,Q86SF2,Q80VA0
2793,Q86SJ2,Q80ZD9
2794,Q86SX6,Q80Y14
2795,Q86SZ2,Q9D289
2796,Q86T03,Q3TWL2
2797,Q86TA1,Q8VE04
2798,Q86TB9,Q3TC46
2799,Q86TC9,Q5DTJ9
2800,Q86TD4,Q7TQ48
2801,Q86TI2,Q8BVG4
2802,Q86TM6,A0A0R4J1R1
2803,Q86TP1,Q8BIW1
2804,Q86TU7,Q91WC0
2805,Q86TV6,A0A1Y7VL44
2806,Q86U28,Q9DCB8
2807,Q86U38,Q8BMC4
2808,Q86U42,G3UY42
2809,Q86U44,A0A0R4J041
2810,Q86U86,F8VQD1
2811,Q86U90,Q3U5F4
2812,Q86UA1,E9QJV4
2813,Q86UE4,Q80WJ7
2814,Q86UP2,F8VQC7
2815,Q86UT6,Q3TL44
2816,Q86UU1,D3Z0X5
2817,Q86UV5,Q3V0C5
2818,Q86UW8,Q80WM4
2819,Q86UX7,Q8K1B8
2820,Q86UY8,Q3UHB1
2821,Q86V21,Q9D2R0
2822,Q86V42,D3Z5V4
2823,Q86V48,Q8R4U7
2824,Q86V87,Q80YR2
2825,Q86V97,E9PYD7
2826,Q86VD7,Q8R0Y8
2827,Q86VF2,Q3KNY0
2828,Q86VH2,Q7M6Z4
2829,Q86VN1,Q91XD6
2830,Q86VP6,Q6ZQ38
2831,Q86VS8,Q8BUK6
2832,Q86VU5,Q8BIG7
2833,Q86VW0,Q80UK0
2834,Q86VY4,Q69ZB3
2835,Q86W42,Q5U4D9
2836,Q86W50,Q5SW15
2837,Q86W56,G3X8U8
2838,Q86WA6,Q8R164
2839,Q86WG3,Q8BHE3
2840,Q86WG5,E9PXF8
2841,Q86WR0,Q78PG9
2842,Q86WU2,Q7TNG8
2843,Q86WV1,Q3UUV5
2844,Q86X02,A2A6T1
2845,Q86X10,E9Q0J2
2846,Q86X27,Q9ERD6
2847,Q86X76,Q8VDK1
2848,Q86X83,Q8BXC6
2849,Q86XD5,E9Q8P8
2850,Q86XE5,Q9DCU9
2851,Q86XL3,Q6P1H6
2852,Q86XZ4,Q8K1N4
2853,Q86Y39,G5E814
2854,Q86Y56,B9EJR8
2855,Q86Y82,Q9ER00
2856,Q86YB7,Q3TLP5
2857,Q86YL5,Q8C5P7
2858,Q86YN1,Q9JMF7
2859,Q86YP4,E9QMN5
2860,Q86YS6,Q8CG50
2861,Q86YS7,A0A0N4SW93
2862,Q86YT6,Q80SY4
2863,Q86YV0,Q8C2K5
2864,Q86YV5,Q571I4
2865,Q86YV9,Q8BLY7
2866,Q86YW5,Q8K558
2867,Q86YZ3,F8WJ23
2868,Q8IU81,Q8R3Y8
2869,Q8IU85,Q8BW96
2870,Q8IUC4,Q8BWR8
2871,Q8IUE6,Q64522
2872,Q8IUF8,Q8CD15
2873,Q8IUG5,E9PV66
2874,Q8IUH4,Q9CWU2
2875,Q8IUI8,Q9Z2L7
2876,Q8IUR0,Q9CQA1
2877,Q8IUS5,Q6IE26
2878,Q8IUW5,Q8K2J7
2879,Q8IUX7,Q640N1
2880,Q8IV04,Q8C9V1
2881,Q8IV08,O35405
2882,Q8IV36,Q8R1F6
2883,Q8IV38,Q3TPE9
2884,Q8IV48,A0A0R4J0C8
2885,Q8IV50,G3X915
2886,Q8IV53,Q8CFK6
2887,Q8IVA1,A8IK50
2888,Q8IVB4,Q8BZ00
2889,Q8IVD9,Q8R1N4
2890,Q8IVF2,A0A7N9VR94
2891,Q8IVG5,E9PX59
2892,Q8IVL6,Q8CG70
2893,Q8IVM0,A0A668KL36
2894,Q8IVN8,Q3UPR9
2895,Q8IVP5,Q9DB70
2896,Q8IVS2,Q8R3F5
2897,Q8IVT2,Q9D279
2898,Q8IVW6,Q9Z1N7
2899,Q8IW45,K3W4M4
2900,Q8IW75,Q7TMF5
2901,Q8IW92,A0A0R4J0L1
2902,Q8IWA0,Q3U821
2903,Q8IWA5,Q8BY89
2904,Q8IWB1,Q3TNL8
2905,Q8IWB6,Q7M6U3
2906,Q8IWB7,E9Q4P1
2907,Q8IWE2,Q9D281
2908,Q8IWE4,Q8K0V2
2909,Q8IWJ2,B2RSU7
2910,Q8IWN7,Q8CGM2
2911,Q8IWQ3,Q69Z98
2912,Q8IWT1,Q7M729
2913,Q8IWT6,Q80WG5
2914,Q8IWU2,Q3TYD6
2915,Q8IWU9,Q8CGV2
2916,Q8IWV2,Q69Z26
2917,Q8IWV7,O70481
2918,Q8IWV8,Q6WKZ8
2919,Q8IWW8,Q8R0N6
2920,Q8IWX7,Q8CGY6
2921,Q8IWZ6,Q8K2G4
2922,Q8IWZ8,Q8CH02
2923,Q8IX04,Q3U1V6
2924,Q8IX05,Q9DCG2
2925,Q8IX12,Q8CH18
2926,Q8IX90,Q8C263
2927,Q8IXB1,Q9DC23
2928,Q8IXI1,Q8JZN7
2929,Q8IXM3,Q9CQN7
2930,Q8IXN7,Q6PFX8
2931,Q8IXQ6,Q8CAS9
2932,Q8IXS8,Q8C729
2933,Q8IY18,Q8CG46
2934,Q8IY21,E9PZQ1
2935,Q8IY26,Q9D4F2
2936,Q8IY33,Q3TN34
2937,Q8IY51,Q8BUZ3
2938,Q8IY63,A0A1Y7VM69
2939,Q8IY81,Q9DBE9
2940,Q8IY95,Q9CXT7
2941,Q8IYB4,F8SLQ1
2942,Q8IYB5,Q91VZ6
2943,Q8IYB7,Q8CI75
2944,Q8IYB8,Q80YD1
2945,Q8IYD1,Q149F3
2946,Q8IYF3,Q14AT2
2947,Q8IYI6,Q6PGF7
2948,Q8IYL3,Q80WR5
2949,Q8IYM9,Q3UWZ0
2950,Q8IYQ7,Q8BH55
2951,Q8IYS1,A3KG59
2952,Q8IYS2,Q91X21
