,PXD,RAW,Useable,cell_line,disease,tissue_type,treatment,sub_cell,pool_id,file_path
1009,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_29,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_29.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_29.mgf.gzip.ionbot.csv
1010,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_3,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_3.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_3.mgf.gzip.ionbot.csv
1011,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_30,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_30.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_30.mgf.gzip.ionbot.csv
1012,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_31,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_31.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_31.mgf.gzip.ionbot.csv
1013,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_32,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_32.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_32.mgf.gzip.ionbot.csv
1014,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_33,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_33.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_33.mgf.gzip.ionbot.csv
1015,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_34,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_34.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_34.mgf.gzip.ionbot.csv
1016,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_35,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_35.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_35.mgf.gzip.ionbot.csv
1017,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_36,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_36.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_36.mgf.gzip.ionbot.csv
1018,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_37,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_37.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_37.mgf.gzip.ionbot.csv
1019,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_38,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_38.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_38.mgf.gzip.ionbot.csv
1020,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_39,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_39.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_39.mgf.gzip.ionbot.csv
1021,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_4,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_4.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_4.mgf.gzip.ionbot.csv
1022,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_40,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_40.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_40.mgf.gzip.ionbot.csv
1023,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_41,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_41.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_41.mgf.gzip.ionbot.csv
1024,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_42,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_42.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_42.mgf.gzip.ionbot.csv
1025,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_43,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_43.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_43.mgf.gzip.ionbot.csv
1026,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_44,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_44.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_44.mgf.gzip.ionbot.csv
1027,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_45,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_45.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_45.mgf.gzip.ionbot.csv
1028,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_46,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_46.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_46.mgf.gzip.ionbot.csv
1029,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_5,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_5.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_5.mgf.gzip.ionbot.csv
1030,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_6,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_6.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_6.mgf.gzip.ionbot.csv
1031,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_7,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_7.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_7.mgf.gzip.ionbot.csv
1032,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_8,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_8.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_8.mgf.gzip.ionbot.csv
1033,PXD004452,20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_9,yes,MCF7,adenocarcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_9.mgf.gzip/20151028_QE5_UPLC10_DBJ_SA_MCF7_REP2_46frac_9.mgf.gzip.ionbot.csv
1034,PXD004452,20151102_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_34_2,yes,A549,adenocarcinoma,lung,/,/,14,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20151102_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_34_2.mgf.gzip/20151102_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_34_2.mgf.gzip.ionbot.csv
1035,PXD005354,00107_A05_P012580_S00_N09_R2,yes,CRC,colorectal cancer,colon,/,/,5,
1036,PXD005354,00107_A06_P012580_S00_N17_R2,yes,CRC,colorectal cancer,colon,/,/,5,
1037,PXD005354,00108_E01_P012694_S00_N05_R1,yes,CRC,colorectal cancer,colon,/,/,6,
1038,PXD005354,01251_F06_P013027_S00_N22_R1,yes,CRC,colorectal cancer,colon,/,/,19,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01251_F06_P013027_S00_N22_R1.mgf.gzip/01251_F06_P013027_S00_N22_R1.mgf.gzip.ionbot.csv
1039,PXD005354,01251_G01_P013026_S00_N07_R1,yes,CRC,colorectal cancer,colon,/,/,18,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01251_G01_P013026_S00_N07_R1.mgf.gzip/01251_G01_P013026_S00_N07_R1.mgf.gzip.ionbot.csv
1040,PXD005354,01251_G02_P013026_S00_N15_R1,yes,CRC,colorectal cancer,colon,/,/,18,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01251_G02_P013026_S00_N15_R1.mgf.gzip/01251_G02_P013026_S00_N15_R1.mgf.gzip.ionbot.csv
1041,PXD005354,01251_G03_P013026_S00_N23_R1,yes,CRC,colorectal cancer,colon,/,/,18,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01251_G03_P013026_S00_N23_R1.mgf.gzip/01251_G03_P013026_S00_N23_R1.mgf.gzip.ionbot.csv
1042,PXD005354,01251_G04_P013027_S00_N07_R2,yes,CRC,colorectal cancer,colon,/,/,19,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01251_G04_P013027_S00_N07_R2.mgf.gzip/01251_G04_P013027_S00_N07_R2.mgf.gzip.ionbot.csv
1043,PXD005354,01251_G05_P013027_S00_N15_R1,yes,CRC,colorectal cancer,colon,/,/,19,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01251_G05_P013027_S00_N15_R1.mgf.gzip/01251_G05_P013027_S00_N15_R1.mgf.gzip.ionbot.csv
1044,PXD005354,01251_G06_P013027_S00_N23_R1,yes,CRC,colorectal cancer,colon,/,/,19,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01251_G06_P013027_S00_N23_R1.mgf.gzip/01251_G06_P013027_S00_N23_R1.mgf.gzip.ionbot.csv
1045,PXD005354,01251_H01_P013026_S00_N08_R1,yes,CRC,colorectal cancer,colon,/,/,18,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01251_H01_P013026_S00_N08_R1.mgf.gzip/01251_H01_P013026_S00_N08_R1.mgf.gzip.ionbot.csv
1046,PXD005354,01251_H02_P013026_S00_N16_R1,yes,CRC,colorectal cancer,colon,/,/,18,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01251_H02_P013026_S00_N16_R1.mgf.gzip/01251_H02_P013026_S00_N16_R1.mgf.gzip.ionbot.csv
1047,PXD005354,01251_H03_P013026_S00_N24_R1,yes,CRC,colorectal cancer,colon,/,/,18,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01251_H03_P013026_S00_N24_R1.mgf.gzip/01251_H03_P013026_S00_N24_R1.mgf.gzip.ionbot.csv
1048,PXD005354,01251_H04_P013027_S00_N08_R2,yes,CRC,colorectal cancer,colon,/,/,19,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01251_H04_P013027_S00_N08_R2.mgf.gzip/01251_H04_P013027_S00_N08_R2.mgf.gzip.ionbot.csv
1049,PXD005354,01251_H05_P013027_S00_N16_R1,yes,CRC,colorectal cancer,colon,/,/,19,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01251_H05_P013027_S00_N16_R1.mgf.gzip/01251_H05_P013027_S00_N16_R1.mgf.gzip.ionbot.csv
1050,PXD005354,01251_H06_P013027_S00_N24_R1,yes,CRC,colorectal cancer,colon,/,/,19,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01251_H06_P013027_S00_N24_R1.mgf.gzip/01251_H06_P013027_S00_N24_R1.mgf.gzip.ionbot.csv
1051,PXD005354,01252_A01_P012914_S00_N01_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_A01_P012914_S00_N01_R1.mgf.gzip/01252_A01_P012914_S00_N01_R1.mgf.gzip.ionbot.csv
1052,PXD005354,01252_A02_P012914_S00_N09_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_A02_P012914_S00_N09_R1.mgf.gzip/01252_A02_P012914_S00_N09_R1.mgf.gzip.ionbot.csv
1053,PXD005354,01252_A03_P012914_S00_N17_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_A03_P012914_S00_N17_R1.mgf.gzip/01252_A03_P012914_S00_N17_R1.mgf.gzip.ionbot.csv
1054,PXD005354,01252_A04_P013025_S00_N01_R1,yes,CRC,colorectal cancer,colon,/,/,17,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_A04_P013025_S00_N01_R1.mgf.gzip/01252_A04_P013025_S00_N01_R1.mgf.gzip.ionbot.csv
1055,PXD005354,01252_A05_P013025_S00_N09_R1,yes,CRC,colorectal cancer,colon,/,/,17,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_A05_P013025_S00_N09_R1.mgf.gzip/01252_A05_P013025_S00_N09_R1.mgf.gzip.ionbot.csv
1056,PXD005354,01252_A06_P013025_S00_N17_R1,yes,CRC,colorectal cancer,colon,/,/,17,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_A06_P013025_S00_N17_R1.mgf.gzip/01252_A06_P013025_S00_N17_R1.mgf.gzip.ionbot.csv
1057,PXD005354,01252_B01_P012914_S00_N02_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_B01_P012914_S00_N02_R1.mgf.gzip/01252_B01_P012914_S00_N02_R1.mgf.gzip.ionbot.csv
1058,PXD005354,01252_B02_P012914_S00_N10_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_B02_P012914_S00_N10_R1.mgf.gzip/01252_B02_P012914_S00_N10_R1.mgf.gzip.ionbot.csv
1059,PXD005354,01252_B03_P012914_S00_N18_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_B03_P012914_S00_N18_R1.mgf.gzip/01252_B03_P012914_S00_N18_R1.mgf.gzip.ionbot.csv
1060,PXD005354,01252_B04_P013025_S00_N02_R1,yes,CRC,colorectal cancer,colon,/,/,17,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_B04_P013025_S00_N02_R1.mgf.gzip/01252_B04_P013025_S00_N02_R1.mgf.gzip.ionbot.csv
1061,PXD005354,01252_B05_P013025_S00_N10_R1,yes,CRC,colorectal cancer,colon,/,/,17,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_B05_P013025_S00_N10_R1.mgf.gzip/01252_B05_P013025_S00_N10_R1.mgf.gzip.ionbot.csv
1062,PXD005354,01252_B06_P013025_S00_N18_R1,yes,CRC,colorectal cancer,colon,/,/,17,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_B06_P013025_S00_N18_R1.mgf.gzip/01252_B06_P013025_S00_N18_R1.mgf.gzip.ionbot.csv
1063,PXD005354,01252_C01_P012914_S00_N03_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_C01_P012914_S00_N03_R1.mgf.gzip/01252_C01_P012914_S00_N03_R1.mgf.gzip.ionbot.csv
1064,PXD005354,01252_C02_P012914_S00_N11_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_C02_P012914_S00_N11_R1.mgf.gzip/01252_C02_P012914_S00_N11_R1.mgf.gzip.ionbot.csv
1065,PXD005354,01252_C03_P012914_S00_N19_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_C03_P012914_S00_N19_R1.mgf.gzip/01252_C03_P012914_S00_N19_R1.mgf.gzip.ionbot.csv
1066,PXD005354,01252_C04_P013025_S00_N03_R1,yes,CRC,colorectal cancer,colon,/,/,17,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_C04_P013025_S00_N03_R1.mgf.gzip/01252_C04_P013025_S00_N03_R1.mgf.gzip.ionbot.csv
1067,PXD005354,01252_C05_P013025_S00_N11_R1,yes,CRC,colorectal cancer,colon,/,/,17,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_C05_P013025_S00_N11_R1.mgf.gzip/01252_C05_P013025_S00_N11_R1.mgf.gzip.ionbot.csv
1068,PXD005354,01252_C06_P013025_S00_N19_R1,yes,CRC,colorectal cancer,colon,/,/,17,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_C06_P013025_S00_N19_R1.mgf.gzip/01252_C06_P013025_S00_N19_R1.mgf.gzip.ionbot.csv
1069,PXD005354,01252_D01_P012914_S00_N04_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_D01_P012914_S00_N04_R1.mgf.gzip/01252_D01_P012914_S00_N04_R1.mgf.gzip.ionbot.csv
1070,PXD005354,01252_D02_P012914_S00_N12_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_D02_P012914_S00_N12_R1.mgf.gzip/01252_D02_P012914_S00_N12_R1.mgf.gzip.ionbot.csv
1071,PXD005354,01252_D03_P012914_S00_N20_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_D03_P012914_S00_N20_R1.mgf.gzip/01252_D03_P012914_S00_N20_R1.mgf.gzip.ionbot.csv
1072,PXD005354,01252_D04_P013025_S00_N04_R1,yes,CRC,colorectal cancer,colon,/,/,17,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_D04_P013025_S00_N04_R1.mgf.gzip/01252_D04_P013025_S00_N04_R1.mgf.gzip.ionbot.csv
1073,PXD005354,01252_D05_P013025_S00_N12_R1,yes,CRC,colorectal cancer,colon,/,/,17,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_D05_P013025_S00_N12_R1.mgf.gzip/01252_D05_P013025_S00_N12_R1.mgf.gzip.ionbot.csv
1074,PXD005354,01252_D06_P013025_S00_N20_R1,yes,CRC,colorectal cancer,colon,/,/,17,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_D06_P013025_S00_N20_R1.mgf.gzip/01252_D06_P013025_S00_N20_R1.mgf.gzip.ionbot.csv
1075,PXD005354,01252_E01_P012914_S00_N05_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_E01_P012914_S00_N05_R1.mgf.gzip/01252_E01_P012914_S00_N05_R1.mgf.gzip.ionbot.csv
1076,PXD005354,01252_E02_P012914_S00_N13_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_E02_P012914_S00_N13_R1.mgf.gzip/01252_E02_P012914_S00_N13_R1.mgf.gzip.ionbot.csv
1077,PXD005354,01252_E03_P012914_S00_N21_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_E03_P012914_S00_N21_R1.mgf.gzip/01252_E03_P012914_S00_N21_R1.mgf.gzip.ionbot.csv
1078,PXD005354,01252_E04_P013025_S00_N05_R1,yes,CRC,colorectal cancer,colon,/,/,17,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_E04_P013025_S00_N05_R1.mgf.gzip/01252_E04_P013025_S00_N05_R1.mgf.gzip.ionbot.csv
1079,PXD005354,01252_E05_P013025_S00_N13_R1,yes,CRC,colorectal cancer,colon,/,/,17,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_E05_P013025_S00_N13_R1.mgf.gzip/01252_E05_P013025_S00_N13_R1.mgf.gzip.ionbot.csv
1080,PXD005354,01252_E06_P013025_S00_N21_R1,yes,CRC,colorectal cancer,colon,/,/,17,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_E06_P013025_S00_N21_R1.mgf.gzip/01252_E06_P013025_S00_N21_R1.mgf.gzip.ionbot.csv
1081,PXD005354,01252_F01_P012914_S00_N06_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_F01_P012914_S00_N06_R1.mgf.gzip/01252_F01_P012914_S00_N06_R1.mgf.gzip.ionbot.csv
1082,PXD005354,01252_F02_P012914_S00_N14_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_F02_P012914_S00_N14_R1.mgf.gzip/01252_F02_P012914_S00_N14_R1.mgf.gzip.ionbot.csv
1083,PXD005354,01252_F03_P012914_S00_N22_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_F03_P012914_S00_N22_R1.mgf.gzip/01252_F03_P012914_S00_N22_R1.mgf.gzip.ionbot.csv
1084,PXD005354,01252_F04_P013025_S00_N06_R1,yes,CRC,colorectal cancer,colon,/,/,17,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_F04_P013025_S00_N06_R1.mgf.gzip/01252_F04_P013025_S00_N06_R1.mgf.gzip.ionbot.csv
1085,PXD005354,01252_F05_P013025_S00_N14_R1,yes,CRC,colorectal cancer,colon,/,/,17,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_F05_P013025_S00_N14_R1.mgf.gzip/01252_F05_P013025_S00_N14_R1.mgf.gzip.ionbot.csv
1086,PXD005354,01252_F06_P013025_S00_N22_R1,yes,CRC,colorectal cancer,colon,/,/,17,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_F06_P013025_S00_N22_R1.mgf.gzip/01252_F06_P013025_S00_N22_R1.mgf.gzip.ionbot.csv
1087,PXD005354,01252_G01_P012914_S00_N07_R1,yes,CRC,colorectal cancer,colon,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01252_G01_P012914_S00_N07_R1.mgf.gzip/01252_G01_P012914_S00_N07_R1.mgf.gzip.ionbot.csv
