,PXD,RAW,Useable,cell_line,disease,file_path,pool_id,sub_cell,tissue_type,treatment,parser_fails
1459,PXD005354,01258_F03_P013098_S00_N22_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01258_F03_P013098_S00_N22_R1.mgf.gzip/01258_F03_P013098_S00_N22_R1.mgf.gzip.ionbot.csv,26,/,colon,/,no
1460,PXD005354,01258_F04_P013099_S00_N06_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01258_F04_P013099_S00_N06_R1.mgf.gzip/01258_F04_P013099_S00_N06_R1.mgf.gzip.ionbot.csv,27,/,colon,/,no
1461,PXD005354,01258_F05_P013099_S00_N14_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01258_F05_P013099_S00_N14_R1.mgf.gzip/01258_F05_P013099_S00_N14_R1.mgf.gzip.ionbot.csv,27,/,colon,/,no
1462,PXD005354,01258_F06_P013099_S00_N22_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01258_F06_P013099_S00_N22_R1.mgf.gzip/01258_F06_P013099_S00_N22_R1.mgf.gzip.ionbot.csv,27,/,colon,/,no
1463,PXD005354,01258_G01_P013098_S00_N07_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01258_G01_P013098_S00_N07_R1.mgf.gzip/01258_G01_P013098_S00_N07_R1.mgf.gzip.ionbot.csv,26,/,colon,/,no
1464,PXD005354,01258_G02_P013098_S00_N15_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01258_G02_P013098_S00_N15_R1.mgf.gzip/01258_G02_P013098_S00_N15_R1.mgf.gzip.ionbot.csv,26,/,colon,/,no
1465,PXD005354,01258_G03_P013098_S00_N23_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01258_G03_P013098_S00_N23_R1.mgf.gzip/01258_G03_P013098_S00_N23_R1.mgf.gzip.ionbot.csv,26,/,colon,/,no
1466,PXD005354,01258_G04_P013099_S00_N07_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01258_G04_P013099_S00_N07_R1.mgf.gzip/01258_G04_P013099_S00_N07_R1.mgf.gzip.ionbot.csv,27,/,colon,/,no
1467,PXD005354,01258_G05_P013099_S00_N15_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01258_G05_P013099_S00_N15_R1.mgf.gzip/01258_G05_P013099_S00_N15_R1.mgf.gzip.ionbot.csv,27,/,colon,/,no
1468,PXD005354,01258_G06_P013099_S00_N23_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01258_G06_P013099_S00_N23_R1.mgf.gzip/01258_G06_P013099_S00_N23_R1.mgf.gzip.ionbot.csv,27,/,colon,/,no
1469,PXD005354,01258_H01_P013098_S00_N08_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01258_H01_P013098_S00_N08_R1.mgf.gzip/01258_H01_P013098_S00_N08_R1.mgf.gzip.ionbot.csv,26,/,colon,/,no
1470,PXD005354,01258_H02_P013098_S00_N16_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01258_H02_P013098_S00_N16_R1.mgf.gzip/01258_H02_P013098_S00_N16_R1.mgf.gzip.ionbot.csv,26,/,colon,/,no
1471,PXD005354,01258_H03_P013098_S00_N24_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01258_H03_P013098_S00_N24_R1.mgf.gzip/01258_H03_P013098_S00_N24_R1.mgf.gzip.ionbot.csv,26,/,colon,/,no
1472,PXD005354,01258_H04_P013099_S00_N08_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01258_H04_P013099_S00_N08_R1.mgf.gzip/01258_H04_P013099_S00_N08_R1.mgf.gzip.ionbot.csv,27,/,colon,/,no
1473,PXD005354,01258_H05_P013099_S00_N16_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01258_H05_P013099_S00_N16_R1.mgf.gzip/01258_H05_P013099_S00_N16_R1.mgf.gzip.ionbot.csv,27,/,colon,/,no
1474,PXD005354,01258_H06_P013099_S00_N24_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01258_H06_P013099_S00_N24_R1.mgf.gzip/01258_H06_P013099_S00_N24_R1.mgf.gzip.ionbot.csv,27,/,colon,/,no
1475,PXD005354,01259_A01_P013100_S00_N01_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_A01_P013100_S00_N01_R1.mgf.gzip/01259_A01_P013100_S00_N01_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1476,PXD005354,01259_A02_P013100_S00_N09_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_A02_P013100_S00_N09_R1.mgf.gzip/01259_A02_P013100_S00_N09_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1477,PXD005354,01259_A03_P013100_S00_N17_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_A03_P013100_S00_N17_R1.mgf.gzip/01259_A03_P013100_S00_N17_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1478,PXD005354,01259_B01_P013100_S00_N02_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_B01_P013100_S00_N02_R1.mgf.gzip/01259_B01_P013100_S00_N02_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1479,PXD005354,01259_B02_P013100_S00_N10_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_B02_P013100_S00_N10_R1.mgf.gzip/01259_B02_P013100_S00_N10_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1480,PXD005354,01259_B03_P013100_S00_N18_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_B03_P013100_S00_N18_R1.mgf.gzip/01259_B03_P013100_S00_N18_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1481,PXD005354,01259_C01_P013100_S00_N03_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_C01_P013100_S00_N03_R1.mgf.gzip/01259_C01_P013100_S00_N03_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1482,PXD005354,01259_C02_P013100_S00_N11_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_C02_P013100_S00_N11_R1.mgf.gzip/01259_C02_P013100_S00_N11_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1483,PXD005354,01259_C03_P013100_S00_N19_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_C03_P013100_S00_N19_R1.mgf.gzip/01259_C03_P013100_S00_N19_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1484,PXD005354,01259_D01_P013100_S00_N04_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_D01_P013100_S00_N04_R1.mgf.gzip/01259_D01_P013100_S00_N04_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1485,PXD005354,01259_D02_P013100_S00_N12_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_D02_P013100_S00_N12_R1.mgf.gzip/01259_D02_P013100_S00_N12_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1486,PXD005354,01259_D03_P013100_S00_N20_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_D03_P013100_S00_N20_R1.mgf.gzip/01259_D03_P013100_S00_N20_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1487,PXD005354,01259_E01_P013100_S00_N05_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_E01_P013100_S00_N05_R1.mgf.gzip/01259_E01_P013100_S00_N05_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1488,PXD005354,01259_E02_P013100_S00_N13_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_E02_P013100_S00_N13_R1.mgf.gzip/01259_E02_P013100_S00_N13_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1489,PXD005354,01259_E03_P013100_S00_N21_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_E03_P013100_S00_N21_R1.mgf.gzip/01259_E03_P013100_S00_N21_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1490,PXD005354,01259_F01_P013100_S00_N06_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_F01_P013100_S00_N06_R1.mgf.gzip/01259_F01_P013100_S00_N06_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1491,PXD005354,01259_F02_P013100_S00_N14_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_F02_P013100_S00_N14_R1.mgf.gzip/01259_F02_P013100_S00_N14_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1492,PXD005354,01259_F03_P013100_S00_N22_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_F03_P013100_S00_N22_R1.mgf.gzip/01259_F03_P013100_S00_N22_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1493,PXD005354,01259_G01_P013100_S00_N07_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_G01_P013100_S00_N07_R1.mgf.gzip/01259_G01_P013100_S00_N07_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1494,PXD005354,01259_G02_P013100_S00_N15_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_G02_P013100_S00_N15_R1.mgf.gzip/01259_G02_P013100_S00_N15_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1495,PXD005354,01259_G03_P013100_S00_N23_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_G03_P013100_S00_N23_R1.mgf.gzip/01259_G03_P013100_S00_N23_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1496,PXD005354,01259_H01_P013100_S00_N08_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_H01_P013100_S00_N08_R1.mgf.gzip/01259_H01_P013100_S00_N08_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1497,PXD005354,01259_H02_P013100_S00_N16_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_H02_P013100_S00_N16_R1.mgf.gzip/01259_H02_P013100_S00_N16_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1498,PXD005354,01259_H03_P013100_S00_N24_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01259_H03_P013100_S00_N24_R1.mgf.gzip/01259_H03_P013100_S00_N24_R1.mgf.gzip.ionbot.csv,28,/,colon,/,no
1499,PXD005354,01260_A01_P013101_S00_N01_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_A01_P013101_S00_N01_R1.mgf.gzip/01260_A01_P013101_S00_N01_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1500,PXD005354,01260_A02_P013101_S00_N09_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_A02_P013101_S00_N09_R1.mgf.gzip/01260_A02_P013101_S00_N09_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1501,PXD005354,01260_A03_P013101_S00_N17_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_A03_P013101_S00_N17_R1.mgf.gzip/01260_A03_P013101_S00_N17_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1502,PXD005354,01260_A04_P013102_S00_N01_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_A04_P013102_S00_N01_R1.mgf.gzip/01260_A04_P013102_S00_N01_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1503,PXD005354,01260_A05_P013102_S00_N09_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_A05_P013102_S00_N09_R1.mgf.gzip/01260_A05_P013102_S00_N09_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1504,PXD005354,01260_A06_P013102_S00_N17_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_A06_P013102_S00_N17_R1.mgf.gzip/01260_A06_P013102_S00_N17_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1505,PXD005354,01260_B01_P013101_S00_N02_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_B01_P013101_S00_N02_R1.mgf.gzip/01260_B01_P013101_S00_N02_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1506,PXD005354,01260_B02_P013101_S00_N10_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_B02_P013101_S00_N10_R1.mgf.gzip/01260_B02_P013101_S00_N10_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1507,PXD005354,01260_B03_P013101_S00_N18_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_B03_P013101_S00_N18_R1.mgf.gzip/01260_B03_P013101_S00_N18_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1508,PXD005354,01260_B04_P013102_S00_N02_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_B04_P013102_S00_N02_R1.mgf.gzip/01260_B04_P013102_S00_N02_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1509,PXD005354,01260_B05_P013102_S00_N10_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_B05_P013102_S00_N10_R1.mgf.gzip/01260_B05_P013102_S00_N10_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1510,PXD005354,01260_B06_P013102_S00_N18_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_B06_P013102_S00_N18_R1.mgf.gzip/01260_B06_P013102_S00_N18_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1511,PXD005354,01260_C01_P013101_S00_N03_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_C01_P013101_S00_N03_R1.mgf.gzip/01260_C01_P013101_S00_N03_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1512,PXD005354,01260_C02_P013101_S00_N11_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_C02_P013101_S00_N11_R1.mgf.gzip/01260_C02_P013101_S00_N11_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1513,PXD005354,01260_C03_P013101_S00_N19_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_C03_P013101_S00_N19_R1.mgf.gzip/01260_C03_P013101_S00_N19_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1514,PXD005354,01260_C04_P013102_S00_N03_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_C04_P013102_S00_N03_R1.mgf.gzip/01260_C04_P013102_S00_N03_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1515,PXD005354,01260_C05_P013102_S00_N11_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_C05_P013102_S00_N11_R1.mgf.gzip/01260_C05_P013102_S00_N11_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1516,PXD005354,01260_C06_P013102_S00_N19_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_C06_P013102_S00_N19_R1.mgf.gzip/01260_C06_P013102_S00_N19_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1517,PXD005354,01260_D01_P013101_S00_N04_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_D01_P013101_S00_N04_R1.mgf.gzip/01260_D01_P013101_S00_N04_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1518,PXD005354,01260_D02_P013101_S00_N12_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_D02_P013101_S00_N12_R1.mgf.gzip/01260_D02_P013101_S00_N12_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1519,PXD005354,01260_D03_P013101_S00_N20_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_D03_P013101_S00_N20_R1.mgf.gzip/01260_D03_P013101_S00_N20_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1520,PXD005354,01260_D04_P013102_S00_N04_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_D04_P013102_S00_N04_R1.mgf.gzip/01260_D04_P013102_S00_N04_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1521,PXD005354,01260_D05_P013102_S00_N12_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_D05_P013102_S00_N12_R1.mgf.gzip/01260_D05_P013102_S00_N12_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1522,PXD005354,01260_D06_P013102_S00_N20_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_D06_P013102_S00_N20_R1.mgf.gzip/01260_D06_P013102_S00_N20_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1523,PXD005354,01260_E01_P013101_S00_N05_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_E01_P013101_S00_N05_R1.mgf.gzip/01260_E01_P013101_S00_N05_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1524,PXD005354,01260_E02_P013101_S00_N13_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_E02_P013101_S00_N13_R1.mgf.gzip/01260_E02_P013101_S00_N13_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1525,PXD005354,01260_E03_P013101_S00_N21_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_E03_P013101_S00_N21_R1.mgf.gzip/01260_E03_P013101_S00_N21_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1526,PXD005354,01260_E04_P013102_S00_N05_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_E04_P013102_S00_N05_R1.mgf.gzip/01260_E04_P013102_S00_N05_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1527,PXD005354,01260_E05_P013102_S00_N13_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_E05_P013102_S00_N13_R1.mgf.gzip/01260_E05_P013102_S00_N13_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1528,PXD005354,01260_E06_P013102_S00_N21_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_E06_P013102_S00_N21_R1.mgf.gzip/01260_E06_P013102_S00_N21_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1529,PXD005354,01260_F01_P013101_S00_N06_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_F01_P013101_S00_N06_R1.mgf.gzip/01260_F01_P013101_S00_N06_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1530,PXD005354,01260_F02_P013101_S00_N14_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_F02_P013101_S00_N14_R1.mgf.gzip/01260_F02_P013101_S00_N14_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1531,PXD005354,01260_F03_P013101_S00_N22_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_F03_P013101_S00_N22_R1.mgf.gzip/01260_F03_P013101_S00_N22_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1532,PXD005354,01260_F04_P013102_S00_N06_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_F04_P013102_S00_N06_R1.mgf.gzip/01260_F04_P013102_S00_N06_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1533,PXD005354,01260_F05_P013102_S00_N14_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_F05_P013102_S00_N14_R1.mgf.gzip/01260_F05_P013102_S00_N14_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1534,PXD005354,01260_F06_P013102_S00_N22_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_F06_P013102_S00_N22_R1.mgf.gzip/01260_F06_P013102_S00_N22_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1535,PXD005354,01260_G01_P013101_S00_N07_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_G01_P013101_S00_N07_R1.mgf.gzip/01260_G01_P013101_S00_N07_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1536,PXD005354,01260_G02_P013101_S00_N15_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_G02_P013101_S00_N15_R1.mgf.gzip/01260_G02_P013101_S00_N15_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1537,PXD005354,01260_G03_P013101_S00_N23_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_G03_P013101_S00_N23_R1.mgf.gzip/01260_G03_P013101_S00_N23_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1538,PXD005354,01260_G04_P013102_S00_N07_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_G04_P013102_S00_N07_R1.mgf.gzip/01260_G04_P013102_S00_N07_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1539,PXD005354,01260_G05_P013102_S00_N15_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_G05_P013102_S00_N15_R1.mgf.gzip/01260_G05_P013102_S00_N15_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1540,PXD005354,01260_G06_P013102_S00_N23_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_G06_P013102_S00_N23_R1.mgf.gzip/01260_G06_P013102_S00_N23_R1.mgf.gzip.ionbot.csv,30,/,colon,/,no
1541,PXD005354,01260_H01_P013101_S00_N08_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_H01_P013101_S00_N08_R1.mgf.gzip/01260_H01_P013101_S00_N08_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1542,PXD005354,01260_H02_P013101_S00_N16_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_H02_P013101_S00_N16_R1.mgf.gzip/01260_H02_P013101_S00_N16_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
1543,PXD005354,01260_H03_P013101_S00_N24_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01260_H03_P013101_S00_N24_R1.mgf.gzip/01260_H03_P013101_S00_N24_R1.mgf.gzip.ionbot.csv,29,/,colon,/,no
