,PXD,RAW,Useable,cell_line,disease,tissue_type,treatment,sub_cell,pool_id,file_path,ionbot_version
1539,PXD006112,20141012_QE6+_LC5_CY_SA_PierceHeLa_06,yes,HeLa,adenocarcinoma,cervix,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD006112/IONBOT_v0.7.0/20141012_QE6+_LC5_CY_SA_PierceHeLa_06.mgf.gzip/20141012_QE6+_LC5_CY_SA_PierceHeLa_06.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1540,PXD006112,20141012_QE6+_LC5_CY_SA_PierceHeLa_07,yes,HeLa,adenocarcinoma,cervix,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD006112/IONBOT_v0.7.0/20141012_QE6+_LC5_CY_SA_PierceHeLa_07.mgf.gzip/20141012_QE6+_LC5_CY_SA_PierceHeLa_07.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1541,PXD006112,20141012_QE6+_LC5_CY_SA_PierceHeLa_08,yes,HeLa,adenocarcinoma,cervix,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD006112/IONBOT_v0.7.0/20141012_QE6+_LC5_CY_SA_PierceHeLa_08.mgf.gzip/20141012_QE6+_LC5_CY_SA_PierceHeLa_08.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1542,PXD006112,20141012_QE6+_LC5_CY_SA_PierceHeLa_09,yes,HeLa,adenocarcinoma,cervix,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD006112/IONBOT_v0.7.0/20141012_QE6+_LC5_CY_SA_PierceHeLa_09.mgf.gzip/20141012_QE6+_LC5_CY_SA_PierceHeLa_09.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1543,PXD006112,20141012_QE6+_LC5_CY_SA_PierceHeLa_10,yes,HeLa,adenocarcinoma,cervix,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD006112/IONBOT_v0.7.0/20141012_QE6+_LC5_CY_SA_PierceHeLa_10.mgf.gzip/20141012_QE6+_LC5_CY_SA_PierceHeLa_10.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1544,PXD006112,20141012_QE6+_LC5_CY_SA_PierceHeLa_11,yes,HeLa,adenocarcinoma,cervix,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD006112/IONBOT_v0.7.0/20141012_QE6+_LC5_CY_SA_PierceHeLa_11.mgf.gzip/20141012_QE6+_LC5_CY_SA_PierceHeLa_11.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1545,PXD006112,20141012_QE6+_LC5_CY_SA_PierceHeLa_12,yes,HeLa,adenocarcinoma,cervix,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD006112/IONBOT_v0.7.0/20141012_QE6+_LC5_CY_SA_PierceHeLa_12.mgf.gzip/20141012_QE6+_LC5_CY_SA_PierceHeLa_12.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1546,PXD003668,20130312_EXQ4_FaCo_SA_CL_DOV13_A,yes,DOV13,adenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130312_EXQ4_FaCo_SA_CL_DOV13_A.mgf.gzip/20130312_EXQ4_FaCo_SA_CL_DOV13_A.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1547,PXD003668,20130312_EXQ4_FaCo_SA_CL_DOV13_B,yes,DOV13,adenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130312_EXQ4_FaCo_SA_CL_DOV13_B.mgf.gzip/20130312_EXQ4_FaCo_SA_CL_DOV13_B.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1548,PXD003668,20130312_EXQ4_FaCo_SA_CL_DOV13_C,yes,DOV13,adenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130312_EXQ4_FaCo_SA_CL_DOV13_C.mgf.gzip/20130312_EXQ4_FaCo_SA_CL_DOV13_C.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1549,PXD003668,20130314_EXQ4_FaCo_SA_CL_OVCA433_B,yes,OVCA433,adenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130314_EXQ4_FaCo_SA_CL_OVCA433_B.mgf.gzip/20130314_EXQ4_FaCo_SA_CL_OVCA433_B.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1550,PXD003668,20130314_EXQ4_FaCo_SA_CL_OVISE_A,yes,OVISE,adenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130314_EXQ4_FaCo_SA_CL_OVISE_A.mgf.gzip/20130314_EXQ4_FaCo_SA_CL_OVISE_A.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1551,PXD003668,20130314_EXQ4_FaCo_SA_CL_OVISE_B,yes,OVISE,adenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130314_EXQ4_FaCo_SA_CL_OVISE_B.mgf.gzip/20130314_EXQ4_FaCo_SA_CL_OVISE_B.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1552,PXD003668,20130314_EXQ4_FaCo_SA_CL_OVISE_C,yes,OVISE,adenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130314_EXQ4_FaCo_SA_CL_OVISE_C.mgf.gzip/20130314_EXQ4_FaCo_SA_CL_OVISE_C.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1553,PXD003668,20130315_EXQ4_FaCo_SA_CL_IOSE7576_C,yes,IOSE7576,transformed,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130315_EXQ4_FaCo_SA_CL_IOSE7576_C.mgf.gzip/20130315_EXQ4_FaCo_SA_CL_IOSE7576_C.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1554,PXD003668,20130315_EXQ4_FaCo_SA_CL_IOSE7675_A,yes,IOSE7576,transformed,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130315_EXQ4_FaCo_SA_CL_IOSE7675_A.mgf.gzip/20130315_EXQ4_FaCo_SA_CL_IOSE7675_A.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1555,PXD003668,20130315_EXQ4_FaCo_SA_CL_IOSE7675_B,yes,IOSE7576,transformed,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130315_EXQ4_FaCo_SA_CL_IOSE7675_B.mgf.gzip/20130315_EXQ4_FaCo_SA_CL_IOSE7675_B.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1556,PXD003668,20130315_EXQ4_FaCo_SA_CL_SKOV3IP1_A,yes,SKOV3IP1,cystadenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130315_EXQ4_FaCo_SA_CL_SKOV3IP1_A.mgf.gzip/20130315_EXQ4_FaCo_SA_CL_SKOV3IP1_A.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1557,PXD003668,20130315_EXQ4_FaCo_SA_CL_SKOV3IP1_B,yes,SKOV3IP1,cystadenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130315_EXQ4_FaCo_SA_CL_SKOV3IP1_B.mgf.gzip/20130315_EXQ4_FaCo_SA_CL_SKOV3IP1_B.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1558,PXD003668,20130315_EXQ4_FaCo_SA_CL_SKOV3IP1_C,yes,SKOV3IP1,cystadenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130315_EXQ4_FaCo_SA_CL_SKOV3IP1_C.mgf.gzip/20130315_EXQ4_FaCo_SA_CL_SKOV3IP1_C.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1559,PXD003668,20130607_EXQ4_FaCo_SA_CL_A2780_A,yes,A2780,adenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130607_EXQ4_FaCo_SA_CL_A2780_A.mgf.gzip/20130607_EXQ4_FaCo_SA_CL_A2780_A.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1560,PXD003668,20130607_EXQ4_FaCo_SA_CL_A2780_B,yes,A2780,adenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130607_EXQ4_FaCo_SA_CL_A2780_B.mgf.gzip/20130607_EXQ4_FaCo_SA_CL_A2780_B.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1561,PXD003668,20130607_EXQ4_FaCo_SA_CL_A2780CP70_A,yes,A2780,adenocarcinoma,ovary,/,A2780/CP70,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130607_EXQ4_FaCo_SA_CL_A2780CP70_A.mgf.gzip/20130607_EXQ4_FaCo_SA_CL_A2780CP70_A.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1562,PXD003668,20130607_EXQ4_FaCo_SA_CL_A2780CP70_B,yes,A2780,adenocarcinoma,ovary,/,A2780/CP70,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130607_EXQ4_FaCo_SA_CL_A2780CP70_B.mgf.gzip/20130607_EXQ4_FaCo_SA_CL_A2780CP70_B.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1563,PXD003668,20130607_EXQ4_FaCo_SA_CL_A2780CP70_C,yes,A2780,adenocarcinoma,ovary,/,A2780/CP70,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130607_EXQ4_FaCo_SA_CL_A2780CP70_C.mgf.gzip/20130607_EXQ4_FaCo_SA_CL_A2780CP70_C.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1564,PXD003668,20130619_EXQ4_FaCo_SA_CL_A2780_C,yes,A2780,adenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130619_EXQ4_FaCo_SA_CL_A2780_C.mgf.gzip/20130619_EXQ4_FaCo_SA_CL_A2780_C.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1565,PXD003668,20130809_EXQ3_FaCo_SA_CL_IOSE397_A,yes,IOSE397,transformed,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130809_EXQ3_FaCo_SA_CL_IOSE397_A.mgf.gzip/20130809_EXQ3_FaCo_SA_CL_IOSE397_A.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1566,PXD003668,20130809_EXQ3_FaCo_SA_CL_IOSE397_B,yes,IOSE397,transformed,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20130809_EXQ3_FaCo_SA_CL_IOSE397_B.mgf.gzip/20130809_EXQ3_FaCo_SA_CL_IOSE397_B.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1567,PXD003668,20131018_EXQ3_FaCo_SA_CL_ME180C13_A,yes,ME180,carcinoma,ovary,/,ME180C13,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131018_EXQ3_FaCo_SA_CL_ME180C13_A.mgf.gzip/20131018_EXQ3_FaCo_SA_CL_ME180C13_A.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1568,PXD003668,20131018_EXQ3_FaCo_SA_CL_ME180C13_B,yes,ME180,carcinoma,ovary,/,ME180C13,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131018_EXQ3_FaCo_SA_CL_ME180C13_B.mgf.gzip/20131018_EXQ3_FaCo_SA_CL_ME180C13_B.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1569,PXD003668,20131018_EXQ3_FaCo_SA_CL_ME180C13_C,yes,ME180,carcinoma,ovary,/,ME180C13,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131018_EXQ3_FaCo_SA_CL_ME180C13_C.mgf.gzip/20131018_EXQ3_FaCo_SA_CL_ME180C13_C.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1570,PXD003668,20131018_EXQ3_FaCo_SA_CL_TOV112D_A,yes,TOV112D,adenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131018_EXQ3_FaCo_SA_CL_TOV112D_A.mgf.gzip/20131018_EXQ3_FaCo_SA_CL_TOV112D_A.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1571,PXD003668,20131018_EXQ3_FaCo_SA_CL_TOV112D_B,yes,TOV112D,adenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131018_EXQ3_FaCo_SA_CL_TOV112D_B.mgf.gzip/20131018_EXQ3_FaCo_SA_CL_TOV112D_B.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1572,PXD003668,20131021_EXQ3_FaCo_SA_CL_ME180_A,yes,ME180,carcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131021_EXQ3_FaCo_SA_CL_ME180_A.mgf.gzip/20131021_EXQ3_FaCo_SA_CL_ME180_A.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1573,PXD003668,20131021_EXQ3_FaCo_SA_CL_ME180_B,yes,ME180,carcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131021_EXQ3_FaCo_SA_CL_ME180_B.mgf.gzip/20131021_EXQ3_FaCo_SA_CL_ME180_B.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1574,PXD003668,20131021_EXQ3_FaCo_SA_CL_ME180_C,yes,ME180,carcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131021_EXQ3_FaCo_SA_CL_ME180_C.mgf.gzip/20131021_EXQ3_FaCo_SA_CL_ME180_C.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1575,PXD003668,20131022_EXQ3_FaCo_SA_CL_TYKNU_C,yes,TYKNU,adenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131022_EXQ3_FaCo_SA_CL_TYKNU_C.mgf.gzip/20131022_EXQ3_FaCo_SA_CL_TYKNU_C.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1576,PXD003668,20131025_EXQ3_FaCo_SA_CL_IGROV1_A,yes,IGROV1,adenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131025_EXQ3_FaCo_SA_CL_IGROV1_A.mgf.gzip/20131025_EXQ3_FaCo_SA_CL_IGROV1_A.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1577,PXD003668,20131025_EXQ3_FaCo_SA_CL_IGROV1_B,yes,IGROV1,adenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131025_EXQ3_FaCo_SA_CL_IGROV1_B.mgf.gzip/20131025_EXQ3_FaCo_SA_CL_IGROV1_B.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1578,PXD003668,20131025_EXQ3_FaCo_SA_CL_IGROV1_C,yes,IGROV1,adenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131025_EXQ3_FaCo_SA_CL_IGROV1_C.mgf.gzip/20131025_EXQ3_FaCo_SA_CL_IGROV1_C.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1579,PXD003668,20131025_EXQ3_FaCo_SA_CL_IGROV1CP_A,yes,IGROV1,adenocarcinoma,ovary,/,IGROV1CP,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131025_EXQ3_FaCo_SA_CL_IGROV1CP_A.mgf.gzip/20131025_EXQ3_FaCo_SA_CL_IGROV1CP_A.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1580,PXD003668,20131025_EXQ3_FaCo_SA_CL_IGROV1CP_B,yes,IGROV1,adenocarcinoma,ovary,/,IGROV1CP,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131025_EXQ3_FaCo_SA_CL_IGROV1CP_B.mgf.gzip/20131025_EXQ3_FaCo_SA_CL_IGROV1CP_B.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1581,PXD003668,20131025_EXQ3_FaCo_SA_CL_IGROV1CP_C,yes,IGROV1,adenocarcinoma,ovary,/,IGROV1CP,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131025_EXQ3_FaCo_SA_CL_IGROV1CP_C.mgf.gzip/20131025_EXQ3_FaCo_SA_CL_IGROV1CP_C.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1582,PXD003668,20131025_EXQ3_FaCo_SA_CL_TOV112D_C,yes,TOV112D,adenocarcinoma,ovary,/,/,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131025_EXQ3_FaCo_SA_CL_TOV112D_C.mgf.gzip/20131025_EXQ3_FaCo_SA_CL_TOV112D_C.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1583,PXD003668,20131025_EXQ3_FaCo_SA_CL_TOV112DR_A,yes,TOV112D,adenocarcinoma,ovary,/,TOV112DR,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131025_EXQ3_FaCo_SA_CL_TOV112DR_A.mgf.gzip/20131025_EXQ3_FaCo_SA_CL_TOV112DR_A.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1584,PXD003668,20131025_EXQ3_FaCo_SA_CL_TOV112DR_B,yes,TOV112D,adenocarcinoma,ovary,/,TOV112DR,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131025_EXQ3_FaCo_SA_CL_TOV112DR_B.mgf.gzip/20131025_EXQ3_FaCo_SA_CL_TOV112DR_B.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1585,PXD003668,20131025_EXQ3_FaCo_SA_CL_TOV112DR_C,yes,TOV112D,adenocarcinoma,ovary,/,TOV112DR,/,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD003668/IONBOT_v0.7.0/20131025_EXQ3_FaCo_SA_CL_TOV112DR_C.mgf.gzip/20131025_EXQ3_FaCo_SA_CL_TOV112DR_C.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1586,PXD004452,20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_1,yes,HeLa,adenocarcinoma,cervix,/,/,1,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_1.mgf.gzip/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1587,PXD004452,20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_10,yes,HeLa,adenocarcinoma,cervix,/,/,1,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_10.mgf.gzip/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_10.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1588,PXD004452,20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_11,yes,HeLa,adenocarcinoma,cervix,/,/,1,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_11.mgf.gzip/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_11.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1589,PXD004452,20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_12,yes,HeLa,adenocarcinoma,cervix,/,/,1,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_12.mgf.gzip/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_12.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1590,PXD004452,20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_13,yes,HeLa,adenocarcinoma,cervix,/,/,1,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_13.mgf.gzip/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_13.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1591,PXD004452,20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_14,yes,HeLa,adenocarcinoma,cervix,/,/,1,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_14.mgf.gzip/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_14.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1592,PXD004452,20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_15,yes,HeLa,adenocarcinoma,cervix,/,/,1,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_15.mgf.gzip/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_15.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1593,PXD004452,20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_16,yes,HeLa,adenocarcinoma,cervix,/,/,1,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_16.mgf.gzip/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_16.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1594,PXD004452,20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_17,yes,HeLa,adenocarcinoma,cervix,/,/,1,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_17.mgf.gzip/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_17.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1595,PXD004452,20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_18,yes,HeLa,adenocarcinoma,cervix,/,/,1,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_18.mgf.gzip/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_18.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1596,PXD004452,20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_19,yes,HeLa,adenocarcinoma,cervix,/,/,1,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_19.mgf.gzip/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_19.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1597,PXD004452,20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_2,yes,HeLa,adenocarcinoma,cervix,/,/,1,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_2.mgf.gzip/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_2.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1598,PXD004452,20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_20,yes,HeLa,adenocarcinoma,cervix,/,/,1,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_20.mgf.gzip/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_20.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1599,PXD004452,20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_21,yes,HeLa,adenocarcinoma,cervix,/,/,1,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_21.mgf.gzip/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_21.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1600,PXD004452,20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_22,yes,HeLa,adenocarcinoma,cervix,/,/,1,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_22.mgf.gzip/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_22.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
1601,PXD004452,20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_23,yes,HeLa,adenocarcinoma,cervix,/,/,1,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD004452/IONBOT_v0.7.0/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_23.mgf.gzip/20150115_QE3_UPLC9_DBJ_SA_Waters_70frac_no_concatenation_rep1_23.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
